,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Registration_Status_En,Number_of_Practitioners
166896,2018,Male,United States,Medicine and Surgery,Not Classified Not Registered,3
166976,2020,Male,South Africa,Nursing and Midwifery,Valid,3
167004,2018,Male,Palestine,Therapy and Rehabilitation,Expired,3
167232,2022,Female,Eritrea,Dentistry and Related Specialties,Expired,3
167284,2018,Male,Nigeria,Pharmacists and Pharmacy Technicians,Expired Outdated,3
167310,2022,Female,Algeria,Medicine and Surgery,Expired,3
167335,2018,Male,Netherlands,Nursing and Midwifery,Expired Outdated,3
167346,2022,Female,Bangladesh,Dentistry and Related Specialties,Valid,3
167352,2020,Male,Australia,Laboratories and Medical Technology,Expired,3
167440,2020,Female,Philippines,Laboratories and Medical Technology,Non Active,3
167454,2022,Male,Morocco,Technicians and Health Assistants,Valid,3
167523,2022,Female,Bangladesh,Health Administration and Community Health,Valid,3
167532,2020,Male,Slovakia,Medicine and Surgery,Expired Outdated,3
167542,2022,Male,Morocco,Nursing and Midwifery,Valid,3
167561,2020,Male,Syria,Technicians and Health Assistants,Valid,3
167572,2018,Male,New Zealand,Medicine and Surgery,Expired,3
167583,2020,Female,Tunisia,Laboratories and Medical Technology,Expired Outdated,3
167585,2022,Male,New Zealand,Medicine and Surgery,Valid,3
167620,2018,Male,Yemen,Pharmacists and Pharmacy Technicians,Valid,3
167707,2020,Male,Syria,Nursing and Midwifery,Valid,3
167820,2020,Female,Tunisia,Laboratories and Medical Technology,Expired,3
167906,2020,Female,Poland,Nursing and Midwifery,Expired,3
167928,2019,Female,Australia,Medicine and Surgery,Expired Outdated,3
168047,2022,Male,Netherlands,Medicine and Surgery,Valid,3
168062,2018,Male,Pakistan,Dentistry and Related Specialties,Expired,3
168140,2018,Male,Saudi Arabia,Nursing and Midwifery,Non Active,3
168159,2020,Male,Sri Lanka,Medicine and Surgery,Expired Outdated,3
168167,2018,Male,Sri Lanka,Nursing and Midwifery,Expired Outdated,3
168401,2020,Female,Somalia,Medicine and Surgery,Expired Outdated,3
168455,2020,Female,Somalia,Laboratories and Medical Technology,Valid,3
168553,2020,Female,Somalia,Therapy and Rehabilitation,Expired Outdated,3
168567,2021,Male,Russia,Medicine and Surgery,Expired,3
168597,2020,Female,Sudan,Health Administration and Community Health,Expired,3
168696,2018,Male,Slovakia,Medicine and Surgery,Expired Outdated,3
168718,2018,Male,Serbia,Nursing and Midwifery,Expired Outdated,3
168783,2020,Female,Spain,Medicine and Surgery,Expired Outdated,3
168796,2020,Female,Spain,Medicine and Surgery,Expired,3
168906,2022,Female,Chad,Health Administration and Community Health,Valid,3
168928,2022,Male,Scotland,Laboratories and Medical Technology,Valid,3
168991,2018,Male,Spain,Dentistry and Related Specialties,Expired Outdated,3
169088,2022,Male,Saudi Arabia,Unknown,Not Classified Not Registered,3
169121,2018,Male,South Africa,Technicians and Health Assistants,Expired,3
169132,2018,Male,South Africa,Therapy and Rehabilitation,Expired Outdated,3
169196,2022,Female,Afghanistan,Medicine and Surgery,Valid,3
169273,2020,Female,Serbia,Nursing and Midwifery,Expired Outdated,3
169290,2018,Male,Tunisia,Medicine and Surgery,Valid,3
169291,2018,Male,Philippines,Technicians and Health Assistants,Not Classified Not Registered,3
169563,2018,Male,Philippines,Nursing and Midwifery,Not Classified Not Registered,3
169588,2018,Male,Turkey,Dentistry and Related Specialties,Expired Outdated,3
169621,2020,Male,South Korea,Nursing and Midwifery,Expired,3
169631,2018,Male,Tunisia,Therapy and Rehabilitation,Expired,3
169738,2020,Male,Spain,Medicine and Surgery,Valid,3
169747,2022,Male,Poland,Therapy and Rehabilitation,Valid,3
169756,2022,Male,Poland,Nursing and Midwifery,Valid,3
169791,2020,Female,Somalia,Dentistry and Related Specialties,Expired,3
169937,2018,Male,Romania,Therapy and Rehabilitation,Expired Outdated,3
169994,2018,Male,Poland,Medicine and Surgery,Expired Outdated,3
170092,2020,Female,Sudan,Technicians and Health Assistants,Valid,3
170103,2022,Male,Slovakia,Medicine and Surgery,Valid,3
170148,2020,Female,Slovakia,Therapy and Rehabilitation,Expired Outdated,3
170390,2022,Male,Lebanon,Pharmacists and Pharmacy Technicians,Expired,3
170399,2019,Female,Immigrant Tribes,Laboratories and Medical Technology,Expired Outdated,3
170422,2022,Male,Sweden,Medicine and Surgery,Expired,3
170468,2022,Female,Germany,Medicine and Surgery,Valid,3
170474,2018,Male,Kenya,Therapy and Rehabilitation,Expired Outdated,3
170526,2020,Female,Pakistan,Laboratories and Medical Technology,Valid,3
170653,2020,Male,Russia,Medicine and Surgery,Expired,3
170728,2022,Male,Libya,Medicine and Surgery,Valid,3
170755,2022,Male,Malaysia,Laboratories and Medical Technology,Expired,3
170778,2019,Female,Czech Republic,Therapy and Rehabilitation,Expired,3
170934,2020,Male,Tunisia,Dentistry and Related Specialties,Expired,3
171167,2020,Female,United States,Therapy and Rehabilitation,Valid,3
171180,2020,Male,Bangladesh,Dentistry and Related Specialties,Valid,3
171211,2018,Male,Jordan,Nursing and Midwifery,Valid,3
171243,2022,Male,Kuwait,Nursing and Midwifery,Valid,3
171275,2020,Male,Tunisia,Medicine and Surgery,Non Active,3
171361,2020,Female,Nigeria,Therapy and Rehabilitation,Expired Outdated,3
171373,2019,Female,France,Dentistry and Related Specialties,Expired Outdated,3
171384,2020,Female,United Kingdom,Medicine and Surgery,Valid,3
171422,2020,Male,Bangladesh,Dentistry and Related Specialties,Expired Outdated,3
171426,2018,Male,Jordan,Medicine and Surgery,Valid,3
171495,2019,Female,Germany,Medicine and Surgery,Expired Outdated,3
171514,2022,Male,Kenya,Medicine and Surgery,Valid,3
171544,2022,Female,Germany,Nursing and Midwifery,Valid,3
171574,2018,Male,Jordan,Therapy and Rehabilitation,Valid,3
171586,2022,Male,Syria,Health Administration and Community Health,Valid,3
171607,2021,Male,Yemen,Health Administration and Community Health,Expired,3
171646,2022,Female,Immigrant Tribes,Health Administration and Community Health,Valid,3
171804,2019,Female,Eritrea,Pharmacists and Pharmacy Technicians,Expired Outdated,3
171879,2019,Female,Eritrea,Laboratories and Medical Technology,Expired,3
171932,2020,Male,Azerbaijan,Medicine and Surgery,Expired,3
172030,2022,Male,Ireland,Therapy and Rehabilitation,Valid,3
172047,2020,Female,United States,Pharmacists and Pharmacy Technicians,Expired,3
172074,2019,Female,Canada,Laboratories and Medical Technology,Expired Outdated,3
172078,2018,Male,India,Therapy and Rehabilitation,Valid,3
172081,2020,Female,United States,Pharmacists and Pharmacy Technicians,Expired Outdated,3
172101,2019,Female,Canada,Laboratories and Medical Technology,Expired,3
172256,2022,Male,Mauritania,Laboratories and Medical Technology,Valid,3
172283,2020,Female,United States,Medicine and Surgery,Valid,3
172341,2022,Male,Italy,Medicine and Surgery,Expired,3
172352,2022,Male,Italy,Nursing and Midwifery,Valid,3
172391,2022,Male,Morocco,Dentistry and Related Specialties,Valid,3
172475,2021,Male,Saudi Arabia,Unknown,Not Classified Not Registered,3
172506,2022,Female,Algeria,Nursing and Midwifery,Valid,3
172520,2020,Male,Australia,Medicine and Surgery,Expired,3
172546,2018,Male,India,Technicians and Health Assistants,Not Classified Not Registered,3
172590,2020,Female,Palestine,Technicians and Health Assistants,Expired Outdated,3
172591,2022,Female,Bahrain,Pharmacists and Pharmacy Technicians,Valid,3
172610,2020,Male,Scotland,Medicine and Surgery,Valid,3
172612,2022,Male,Mauritania,Therapy and Rehabilitation,Valid,3
172674,2020,Male,Portugal,Nursing and Midwifery,Valid,3
172784,2020,Female,Ukraine,Nursing and Midwifery,Expired,3
172790,2022,Female,Immigrant Tribes,Nursing and Midwifery,Expired,3
172843,2018,Male,Malaysia,Laboratories and Medical Technology,Expired Outdated,3
172940,2020,Male,Saudi Arabia,Unknown,Not Classified Not Registered,3
173020,2020,Female,United States,Dentistry and Related Specialties,Valid,3
173047,2022,Male,Thailand,Laboratories and Medical Technology,Valid,3
173078,2019,Female,Czech Republic,Medicine and Surgery,Expired Outdated,3
173095,2020,Female,United Arab Emirates,Medicine and Surgery,Expired,3
173124,2022,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Valid,3
173149,2019,Female,China,Technicians and Health Assistants,Expired Outdated,3
173256,2020,Female,Spain,Nursing and Midwifery,Expired Outdated,2
173268,2021,Female,Yemen,Health Administration and Community Health,Expired,2
173330,2016,Male,Lebanon,Pharmacists and Pharmacy Technicians,Expired,2
173336,2020,Female,Australia,Dentistry and Related Specialties,Expired Outdated,2
173363,2016,Male,Sweden,Nursing and Midwifery,Expired Outdated,2
173364,2016,Male,Jordan,Dentistry and Related Specialties,Expired,2
173365,2016,Male,Sudan,Therapy and Rehabilitation,Expired,2
173389,2022,Female,Burkina Faso,Technicians and Health Assistants,Valid,2
173486,2020,Male,Eritrea,Medicine and Surgery,Expired Outdated,2
173561,2022,Female,Saudi Arabia,Health Administration and Community Health,Non Active,2
173615,2020,Female,Algeria,Dentistry and Related Specialties,Expired,2
173637,2020,Male,Eritrea,Laboratories and Medical Technology,Expired Outdated,2
173638,2022,Female,Burma,Medicine and Surgery,Valid,2
173660,2016,Male,Malaysia,Laboratories and Medical Technology,Expired,2
173674,2020,Female,United Kingdom,Therapy and Rehabilitation,Valid,2
173700,2020,Female,United States,Laboratories and Medical Technology,Expired,2
173722,2022,Female,Cameroon,Nursing and Midwifery,Expired,2
173783,2022,Female,Canada,Dentistry and Related Specialties,Expired,2
173790,2016,Male,Sudan,Therapy and Rehabilitation,Non Active,2
173808,2020,Female,Australia,Medicine and Surgery,Valid,2
173824,2021,Male,Ethiopia,Nursing and Midwifery,Expired,2
173917,2021,Male,Ethiopia,Pharmacists and Pharmacy Technicians,Expired,2
173920,2016,Male,Kenya,Laboratories and Medical Technology,Expired Outdated,2
173954,2020,Female,Sudan,Dentistry and Related Specialties,Non Active,2
173955,2022,Female,Burkina Faso,Nursing and Midwifery,Valid,2
173981,2021,Male,Armenia,Medicine and Surgery,Valid,2
173990,2016,Male,Jordan,Nursing and Midwifery,Not Classified Not Registered,2
173998,2019,Male,Sweden,Dentistry and Related Specialties,Expired Outdated,2
174005,2021,Male,Turkey,Medicine and Surgery,Non Active,2
174122,2020,Female,Azerbaijan,Dentistry and Related Specialties,Expired,2
174145,2020,Male,Greece,Laboratories and Medical Technology,Expired,2
174152,2016,Male,Jordan,Technicians and Health Assistants,Not Classified Not Registered,2
174171,2020,Female,Algeria,Dentistry and Related Specialties,Valid,2
174185,2016,Male,Sudan,Health Administration and Community Health,Expired,2
174283,2020,Male,Finland,Nursing and Midwifery,Expired,2
174385,2016,Male,Palestine,Health Administration and Community Health,Expired Outdated,2
174406,2022,Female,Algeria,Laboratories and Medical Technology,Valid,2
174445,2021,Male,Afghanistan,Laboratories and Medical Technology,Valid,2
174461,2020,Female,Tunisia,Laboratories and Medical Technology,Valid,2
174486,2021,Female,Yemen,Technicians and Health Assistants,Expired Outdated,2
174584,2020,Female,United Arab Emirates,Medicine and Surgery,Expired Outdated,2
174636,2019,Male,United States,Pharmacists and Pharmacy Technicians,Expired,2
174686,2021,Female,Yemen,Pharmacists and Pharmacy Technicians,Expired Outdated,2
174749,2021,Male,Algeria,Laboratories and Medical Technology,Valid,2
174787,2021,Male,Austria,Medicine and Surgery,Valid,2
174828,2022,Female,Bahrain,Therapy and Rehabilitation,Expired,2
174844,2020,Female,Tunisia,Technicians and Health Assistants,Expired,2
174847,2020,Female,Tunisia,Therapy and Rehabilitation,Valid,2
174873,2019,Male,United Kingdom,Medicine and Surgery,Valid,2
174874,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Valid,2
175004,2021,Female,Poland,Nursing and Midwifery,Expired Outdated,2
175042,2019,Male,Turkey,Medicine and Surgery,Non Active,2
175063,2020,Female,Yemen,Health Administration and Community Health,Expired,2
175125,2019,Male,United States,Dentistry and Related Specialties,Expired,2
175152,2020,Female,Turkey,Pharmacists and Pharmacy Technicians,Expired Outdated,2
175235,2020,Male,France,Dentistry and Related Specialties,Expired Outdated,2
175256,2020,Female,Turkey,Dentistry and Related Specialties,Expired,2
175276,2021,Male,Eritrea,Nursing and Midwifery,Expired Outdated,2
175320,2019,Male,Syria,Pharmacists and Pharmacy Technicians,Valid,2
175328,2019,Male,Yemen,Nursing and Midwifery,Expired,2
175338,2021,Female,Romania,Therapy and Rehabilitation,Expired,2
175371,2016,Male,Myanmar,Medicine and Surgery,Expired Outdated,2
175392,2022,Female,Brazil,Dentistry and Related Specialties,Valid,2
175413,2022,Female,Azerbaijan,Dentistry and Related Specialties,Valid,2
175417,2022,Female,Oman,Medicine and Surgery,Valid,2
175419,2021,Female,Romania,Nursing and Midwifery,Valid,2
175461,2021,Male,Azerbaijan,Medicine and Surgery,Expired Outdated,2
175506,2021,Female,Romania,Nursing and Midwifery,Expired Outdated,2
175507,2019,Male,Syria,Technicians and Health Assistants,Expired Outdated,2
175514,2022,Female,Bosnia And Herzegovina,Dentistry and Related Specialties,Valid,2
175526,2022,Female,Algeria,Dentistry and Related Specialties,Expired,2
175528,2016,Male,Netherlands,Medicine and Surgery,Expired Outdated,2
175567,2022,Female,Burkina Faso,Health Administration and Community Health,Valid,2
175580,2022,Female,Romania,Nursing and Midwifery,Valid,2
175600,2019,Male,Yemen,Technicians and Health Assistants,Expired Outdated,2
175637,2019,Male,Yemen,Therapy and Rehabilitation,Expired,2
175638,2019,Male,Sweden,Medicine and Surgery,Expired,2
175662,2016,Male,Spain,Dentistry and Related Specialties,Expired Outdated,2
175670,2021,Male,Bahrain,Dentistry and Related Specialties,Valid,2
175693,2016,Male,Morocco,Laboratories and Medical Technology,Expired Outdated,2
175754,2022,Female,Romania,Medicine and Surgery,Valid,2
175762,2020,Female,United Kingdom,Laboratories and Medical Technology,Valid,2
175787,2016,Male,Morocco,Dentistry and Related Specialties,Expired Outdated,2
175853,2020,Female,United Kingdom,Dentistry and Related Specialties,Non Active,2
175878,2019,Male,Tunisia,Laboratories and Medical Technology,Expired Outdated,2
175885,2016,Male,Somalia,Dentistry and Related Specialties,Expired Outdated,2
175893,2016,Male,Nigeria,Therapy and Rehabilitation,Expired,2
175953,2019,Male,United States,Pharmacists and Pharmacy Technicians,Valid,2
175954,2020,Male,Ethiopia,Pharmacists and Pharmacy Technicians,Expired,2
175960,2019,Male,United States,Technicians and Health Assistants,Expired,2
175970,2016,Male,Pakistan,Nursing and Midwifery,Expired,2
176011,2020,Male,Ethiopia,Nursing and Midwifery,Expired,2
176083,2019,Male,Yemen,Dentistry and Related Specialties,Valid,2
176132,2020,Female,Syria,Laboratories and Medical Technology,Valid,2
176141,2019,Male,Yemen,Health Administration and Community Health,Expired,2
176195,2016,Male,Somalia,Pharmacists and Pharmacy Technicians,Expired Outdated,2
176221,2016,Male,Nigeria,Medicine and Surgery,Expired,2
176236,2020,Male,Ethiopia,Medicine and Surgery,Valid,2
176291,2016,Male,Nigeria,Laboratories and Medical Technology,Expired Outdated,2
176305,2016,Male,Nigeria,Dentistry and Related Specialties,Expired Outdated,2
176370,2022,Female,Italy,Nursing and Midwifery,Valid,2
176380,2020,Female,Indonesia,Dentistry and Related Specialties,Expired Outdated,2
176400,2016,Female,Immigrant Tribes,Therapy and Rehabilitation,Expired Outdated,2
176404,2016,Female,South Africa,Laboratories and Medical Technology,Expired,2
176430,2016,Female,India,Health Administration and Community Health,Expired Outdated,2
176447,2020,Female,Indonesia,Therapy and Rehabilitation,Expired,2
176489,2016,Female,Somalia,Nursing and Midwifery,Expired,2
176538,2022,Female,Jordan,Technicians and Health Assistants,Expired,2
176559,2022,Female,Kazakhstan,Medicine and Surgery,Valid,2
176565,2020,Female,Palestine,Technicians and Health Assistants,Expired,2
176688,2021,Female,Turkey,Dentistry and Related Specialties,Valid,2
176694,2016,Female,India,Pharmacists and Pharmacy Technicians,Expired,2
176709,2021,Female,Turkey,Dentistry and Related Specialties,Expired,2
176778,2022,Female,Iraq,Technicians and Health Assistants,Valid,2
176784,2021,Female,Tunisia,Technicians and Health Assistants,Expired Outdated,2
176808,2022,Female,Iraq,Therapy and Rehabilitation,Valid,2
176815,2021,Female,Tunisia,Therapy and Rehabilitation,Expired Outdated,2
176851,2020,Female,Iraq,Dentistry and Related Specialties,Valid,2
176854,2016,Female,India,Medicine and Surgery,Not Classified Not Registered,2
176896,2016,Female,Slovakia,Therapy and Rehabilitation,Expired Outdated,2
176908,2020,Female,Iraq,Laboratories and Medical Technology,Expired Outdated,2
176926,2021,Male,China,Dentistry and Related Specialties,Valid,2
176937,2020,Female,Iraq,Medicine and Surgery,Expired,2
177004,2022,Female,Italy,Dentistry and Related Specialties,Valid,2
177049,2020,Female,Immigrant Tribes,Laboratories and Medical Technology,Valid,2
