,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Current_Speciality_Name_En,Number_of_Practitioners
260570,2022,Female,Venezuela,Dentistry and Related Specialties,Orthodontics,1
260578,2021,Male,Tunisia,Medicine and Surgery,Pediatric Neurology,1
260583,2021,Male,Tunisia,Medicine and Surgery,Pediatric Intensive Care,1
260587,2022,Female,Venezuela,Medicine and Surgery,Plastic Surgery,1
260593,2021,Male,Turkey,Medicine and Surgery,Cardiovascular Medicine,1
260594,2021,Male,Turkey,Medicine and Surgery,Anesthesia,1
260596,2022,Female,Uzbekistan,Medicine and Surgery,Dermatology,1
260597,2021,Male,Turkey,Dentistry and Related Specialties,Dental Technology,1
260609,2021,Male,Tunisia,Nursing and Midwifery,Pediatric Nursing,1
260611,2021,Male,Tunisia,Nursing and Midwifery,Hemodialysis Nursing,1
260615,2021,Male,Tunisia,Medicine and Surgery,Vascular Surgery,1
260617,2021,Male,Tunisia,Medicine and Surgery,Thoracic Surgery,1
260627,2021,Male,United Arab Emirates,Medicine and Surgery,Neurosurgery,1
260630,2021,Male,United Kingdom,Laboratories and Medical Technology,Radiotherapy,1
260641,2021,Male,United Kingdom,Medicine and Surgery,Clinical Pathology,1
260644,2022,Female,United States,Dentistry and Related Specialties,Dental Technology,1
260655,2021,Male,United Kingdom,Laboratories and Medical Technology,Prosthetics & Orthotics,1
260657,2022,Female,United States,Dentistry and Related Specialties,Endodontics,1
260659,2021,Male,United Kingdom,Laboratories and Medical Technology,Microbiology - Parasitology,1
260664,2022,Female,United Kingdom,Therapy and Rehabilitation,Optometry,1
260667,2022,Female,United Kingdom,Therapy and Rehabilitation,Podiatry,1
260671,2022,Female,United Kingdom,Therapy and Rehabilitation,Clinical Nutrition,1
260673,2021,Male,United Kingdom,Medicine and Surgery,Neurology,1
260674,2022,Female,United Kingdom,Technicians and Health Assistants,Laboratory-Biochemistry,1
260675,2021,Male,United Kingdom,Medicine and Surgery,Neurophysiology,1
260683,2022,Female,United Kingdom,Therapy and Rehabilitation,Psychology,1
260686,2022,Female,United Kingdom,Therapy and Rehabilitation,Psychology - Counseling Psychology,1
260692,2022,Female,United Kingdom,Therapy and Rehabilitation,Respiratory Therapy,1
260693,2022,Female,United States,Dentistry and Related Specialties,Dental Assistant,1
260699,2022,Female,United States,Laboratories and Medical Technology,Medical Tech (Clinical Research),1
260704,2021,Male,United Arab Emirates,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
260705,2021,Male,United Kingdom,Dentistry and Related Specialties,Advanced General Dentistry,1
260710,2022,Female,United States,Laboratories and Medical Technology,Laboratory -Transfusion & Blood Bank,1
260711,2021,Male,United Kingdom,Dentistry and Related Specialties,Dental Public Health,1
260715,2022,Female,United States,Laboratories and Medical Technology,Radiological Technology,1
260716,2022,Female,United States,Medicine and Surgery,Anatomic Pathology,1
260717,2022,Female,United States,Medicine and Surgery,Anesthesia,1
260719,2022,Female,United States,Medicine and Surgery,Cardiovascular Medicine,1
260724,2022,Female,United States,Medicine and Surgery,General Surgery,1
260725,2021,Male,United Arab Emirates,Medicine and Surgery,Orthopedic Surgery,1
260726,2022,Female,United States,Medicine and Surgery,Medical Oncology,1
260729,2022,Female,United States,Medicine and Surgery,Preventive Medicine And Public Health,1
260734,2021,Male,United Kingdom,Laboratories and Medical Technology,Laboratory - Hematology,1
260737,2021,Male,United Kingdom,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,1
260751,2022,Female,United States,Laboratories and Medical Technology,Cardiovascular Technology,1
260753,2021,Male,United Kingdom,Laboratories and Medical Technology,Biomedical Technology,1
260755,2022,Female,United States,Laboratories and Medical Technology,Clinical Biochemistry - Clinical Toxicology,1
260759,2021,Male,United Kingdom,Dentistry and Related Specialties,Restorative Dentistry,1
260761,2021,Male,United Kingdom,Dentistry and Related Specialties,Oral Surgery,1
260762,2021,Male,United Kingdom,Dentistry and Related Specialties,Oral Biology,1
260781,2022,Female,Libya,Medicine and Surgery,Pediatrics,1
260782,2022,Female,Libya,Nursing and Midwifery,Nursing,1
260784,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Health Care security,1
260785,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Health Sciences,1
260794,2022,Female,Lebanon,Therapy and Rehabilitation,Audiology,1
260798,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Hematological Pathology,1
260804,2022,Female,Libya,Technicians and Health Assistants,Laboratory ( Microbiology),1
260806,2022,Female,Malaysia,Medicine and Surgery,Diagnostic Radiology,1
260807,2022,Female,Malaysia,Medicine and Surgery,General Practice,1
260809,2022,Female,Malaysia,Medicine and Surgery,Obstetrics And Gynecology,1
260811,2022,Female,Malaysia,Nursing and Midwifery,Emergency Care Nursing,1
260814,2022,Female,Saudi Arabia,Laboratories and Medical Technology,General Surgery,1
260815,2022,Female,Malaysia,Nursing and Midwifery,Obstetrics And Gynecologic Nursing,1
260818,2022,Female,Malaysia,Technicians and Health Assistants,Food Science And Technology,1
260822,2022,Female,Malaysia,Laboratories and Medical Technology,Radiotherapy,1
260824,2022,Female,Malaysia,Laboratories and Medical Technology,Medical Physics,1
260833,2022,Female,Malaysia,Dentistry and Related Specialties,Dental Assistant,1
260838,2022,Female,Lebanon,Technicians and Health Assistants,Laboratory-Biochemistry,1
260841,2022,Female,Lebanon,Medicine and Surgery,Critical Care Medicine,1
260860,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Molecular Biology,1
260861,2022,Female,Lebanon,Medicine and Surgery,Cardiovascular Medicine,1
260864,2022,Female,Lebanon,Laboratories and Medical Technology,Nuclear Medicine,1
260867,2022,Female,Lebanon,Health Administration and Community Health,Health Informatics,1
260870,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Neurology,1
260873,2022,Female,Lebanon,Medicine and Surgery,General Surgery,1
260880,2022,Female,Lebanon,Medicine and Surgery,Plastic Surgery,1
260882,2022,Female,Lebanon,Medicine and Surgery,Psychiatry,1
260886,2022,Female,Lebanon,Nursing and Midwifery,Adult Critical Care Nursing,1
260887,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Laboratory  - Laboratory Quality Management,1
260896,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Laboratory-Dna,1
260897,2022,Female,Saudi Arabia,Laboratories and Medical Technology,MOLECULAR BIOLOGY,1
260900,2022,Female,Lebanon,Medicine and Surgery,Nuclear Medicine,1
260909,2022,Female,Malaysia,Therapy and Rehabilitation,Cardiac Perfusion,1
260910,2022,Female,Morocco,Health Administration and Community Health,Health Informatics,1
260911,2022,Female,Mexico,Dentistry and Related Specialties,Orthodontics,1
260912,2022,Female,Morocco,Dentistry and Related Specialties,Dental,1
260922,2022,Female,Morocco,Laboratories and Medical Technology,Medical Physics,1
260925,2022,Female,Saudi Arabia,Health Administration and Community Health,Internal Medicine,1
260930,2022,Female,Mexico,Dentistry and Related Specialties,General Dentistry,1
260933,2022,Female,Mauritius,Medicine and Surgery,Pediatrics,1
260939,2022,Female,Saudi Arabia,Health Administration and Community Health,Nuclear Medicine,1
260946,2022,Female,Morocco,Technicians and Health Assistants,Medical Secretary,1
260947,2022,Female,Morocco,Therapy and Rehabilitation,Clinical Nutrition,1
260949,2022,Female,Morocco,Therapy and Rehabilitation,Food And Nutrition Services,1
260952,2022,Female,Morocco,Therapy and Rehabilitation,Speech and Hearing Therapy,1
260953,2022,Female,Morocco,Laboratories and Medical Technology,Radiological Technology,1
260955,2022,Female,Myanmar,Laboratories and Medical Technology,Laboratory,1
260956,2022,Female,Myanmar,Technicians and Health Assistants,Food Science And Technology,1
260958,2022,Female,Myanmar,Therapy and Rehabilitation,Respiratory Therapy,1
260959,2022,Female,Namibia,Nursing and Midwifery,Nursing,1
260961,2022,Female,Saudi Arabia,Health Administration and Community Health,Family Medicine,1
260964,2022,Female,Saudi Arabia,Health Administration and Community Health,Food And Nutrition Services,1
260969,2022,Female,Saudi Arabia,Health Administration and Community Health,General Practice,1
260972,2022,Female,Saudi Arabia,Health Administration and Community Health,Genetic Counselling,1
260974,2022,Female,Morocco,Medicine and Surgery,Anesthesia,1
260978,2022,Female,Mauritania,Medicine and Surgery,Obstetrics And Gynecology,1
260980,2022,Female,Malaysia,Therapy and Rehabilitation,Speech and Hearing Therapy,1
260986,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Critical Care Medicine,1
260992,2022,Female,Mali,Dentistry and Related Specialties,Dental Assistant,1
260997,2022,Female,Malaysia,Therapy and Rehabilitation,Respiratory Therapy,1
261005,2022,Female,Malaysia,Therapy and Rehabilitation,Food And Nutrition Services,1
261011,2022,Female,Malaysia,Therapy and Rehabilitation,Clinical Nutrition,1
261015,2022,Female,Saudi Arabia,Health Administration and Community Health,Physiotherapy - Sport Physical Therapy,1
261019,2022,Female,Mauritania,Dentistry and Related Specialties,Dental Hygiene,1
261021,2022,Female,Mauritania,Dentistry and Related Specialties,General Dentistry,1
261023,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Chiropractic,1
261026,2022,Female,Saudi Arabia,Health Administration and Community Health,Patient Care,1
261036,2022,Female,Mali,Health Administration and Community Health,Health Informatics,1
261040,2022,Female,Saudi Arabia,Health Administration and Community Health,Sociology,1
261041,2022,Female,Mali,Health Administration and Community Health,Health Education,1
261042,2022,Female,Saudi Arabia,Health Administration and Community Health,Speech and Hearing Therapy,1
261044,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Biological Engineering,1
261046,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Biology ( Genomic & Biotechnology ),1
261047,2022,Female,Lebanon,Dentistry and Related Specialties,Periodontics,1
261050,2022,Female,Jordan,Nursing and Midwifery,Community And Public Health Nursing,1
261053,2022,Female,Jordan,Medicine and Surgery,Preventive Medicine And Public Health,1
261054,2022,Female,Jordan,Medicine and Surgery,Psychiatry,1
261059,2022,Female,Jordan,Nursing and Midwifery,Health Education,1
261060,2022,Female,Saudi Arabia,Medicine and Surgery,Emergency Medical Services,1
261061,2022,Female,Saudi Arabia,Medicine and Surgery,Echocardiography,1
261064,2022,Female,Saudi Arabia,Medicine and Surgery,Disaster Medicine Management,1
261068,2022,Female,Saudi Arabia,Medicine and Surgery,Immunology,1
261077,2022,Female,Saudi Arabia,Medicine and Surgery,Health Administration,1
261079,2022,Female,Jordan,Medicine and Surgery,Plastic Surgery,1
261087,2022,Female,Jordan,Nursing and Midwifery,Pediatric Nursing Critical Care,1
261089,2022,Female,Saudi Arabia,Medicine and Surgery,Diagnostic Neuroradiology,1
261091,2022,Female,Jordan,Pharmacists and Pharmacy Technicians,Clinical Pharmacy (Parenteral Nutrition),1
261095,2022,Female,Saudi Arabia,Medicine and Surgery,Dental,1
261096,2022,Female,Jordan,Technicians and Health Assistants,Food And Nutrition Services,1
261104,2022,Female,Saudi Arabia,Medicine and Surgery,Diagnostic Ultrasound,1
261105,2022,Female,Jordan,Nursing and Midwifery,Nursing Education,1
261123,2022,Female,Jordan,Laboratories and Medical Technology,Radiotherapy,1
261132,2022,Female,Jordan,Medicine and Surgery,Cardiovascular Medicine,1
261135,2022,Female,Jordan,Medicine and Surgery,Clinical Pathology,1
261136,2022,Female,Saudi Arabia,Medicine and Surgery,Medical Research-Biomedical Science,1
261137,2022,Female,Saudi Arabia,Medicine and Surgery,Minimally Invasive And Robotic And Heart Transplant Surgery,1
261141,2022,Female,Jordan,Laboratories and Medical Technology,Public Health,1
261142,2022,Female,Jordan,Laboratories and Medical Technology,Phlebotomy,1
261148,2022,Female,Jordan,Laboratories and Medical Technology,Nuclear Medicine,1
261149,2022,Female,Saudi Arabia,Medicine and Surgery,Neurophysiology,1
261154,2022,Female,Jordan,Medicine and Surgery,Endocrinology,1
261157,2022,Female,Saudi Arabia,Medicine and Surgery,Lifestyle Medicine,1
261158,2022,Female,Saudi Arabia,Medicine and Surgery,Laboratory - Embryology,1
261160,2022,Female,Jordan,Medicine and Surgery,Neurology,1
261161,2022,Female,Saudi Arabia,Medicine and Surgery,Laboratory - Clinical Immunology,1
261162,2022,Female,Saudi Arabia,Medicine and Surgery,Laboratory,1
261164,2022,Female,Jordan,Medicine and Surgery,Gastroenterology,1
261166,2022,Female,Saudi Arabia,Medicine and Surgery,Infection And Immunity,1
261173,2022,Female,Jordan,Medicine and Surgery,Neonatal Intensive Care,1
261175,2022,Female,Saudi Arabia,Medicine and Surgery,Medical Coding,1
261178,2022,Female,Saudi Arabia,Medicine and Surgery,Medical Education,1
261184,2022,Female,Jordan,Medicine and Surgery,Hematology,1
261187,2022,Female,Saudi Arabia,Medicine and Surgery,Medical Laboratories,1
261190,2022,Female,Saudi Arabia,Medicine and Surgery,Clincal Chemestry,1
261191,2022,Female,Kuwait,Therapy and Rehabilitation,Neurophysiology,1
261193,2022,Female,Kuwait,Medicine and Surgery,Pediatrics,1
261197,2022,Female,Kuwait,Therapy and Rehabilitation,Food And Nutrition Services,1
261198,2022,Female,Kuwait,Therapy and Rehabilitation,Occupational Therapy,1
261199,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Psychology,1
261201,2022,Female,Kyrgyzstan,Medicine and Surgery,Dermatology,1
261202,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Radiation Oncology,1
261203,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Public Health - Health Promotion,1
261205,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Public Health - Community Health,1
261206,2022,Female,Kuwait,Medicine and Surgery,Obstetrics And Gynecology,1
261207,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Respiratory Therapy,1
261217,2022,Female,Kuwait,Medicine and Surgery,Family Medicine,1
261218,2022,Female,Kuwait,Medicine and Surgery,Emergency Medicine,1
261222,2022,Female,Kuwait,Laboratories and Medical Technology,Neurophysiology,1
261223,2022,Female,Kyrgyzstan,Medicine and Surgery,Internal Medicine,1
261229,2022,Female,Saudi Arabia,Laboratories and Medical Technology,PAIN MANAGEMENT,1
261234,2022,Female,Latvia,Nursing and Midwifery,Nursing,1
261242,2022,Female,Lebanon,Dentistry and Related Specialties,Oral Medicine,1
261245,2022,Female,Lebanon,Dentistry and Related Specialties,Dental Technology,1
261247,2022,Female,Lebanon,Dentistry and Related Specialties,Conservative Dentistry,1
261252,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Pathology,1
261259,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Sociology,1
261262,2022,Female,Jordan,Therapy and Rehabilitation,Cardiac Perfusion,1
261267,2022,Female,Jordan,Therapy and Rehabilitation,Social Service,1
261272,2022,Female,Kazakhstan,Dentistry and Related Specialties,General Dentistry,1
261291,2022,Female,Jordan,Technicians and Health Assistants,Laboratory ( Microbiology),1
261296,2022,Female,Kenya,Pharmacists and Pharmacy Technicians,Pharmacy,1
261312,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Stem Cell Technology,1
261316,2022,Female,Kenya,Laboratories and Medical Technology,Radiological Technology,1
261317,2022,Female,Kenya,Laboratories and Medical Technology,Laboratory,1
261318,2022,Female,Kenya,Laboratories and Medical Technology,Chiropractic,1
261321,2022,Female,Saudi Arabia,Medicine and Surgery,Anatomic and Clinical Pathology\Hematology,1
261323,2022,Female,Kenya,Dentistry and Related Specialties,Dental Assistant,1
261324,2022,Female,Kazakhstan,Medicine and Surgery,Pediatrics,1
261325,2022,Female,Kazakhstan,Medicine and Surgery,Obstetrics And Gynecology,1
261330,2022,Female,Egypt,Medicine and Surgery,Cardiology,1
261343,2022,Female,Pakistan,Medicine and Surgery,Rheumatology,1
261349,2022,Female,Pakistan,Medicine and Surgery,Pediatric Intensive Care,1
261356,2022,Female,Philippines,Technicians and Health Assistants,Emergency Medical Services,1
261362,2022,Female,Philippines,Technicians and Health Assistants,Echocardiography,1
261363,2022,Female,Pakistan,Medicine and Surgery,Physical Medicine And Rehabilitation,1
261366,2022,Female,Pakistan,Nursing and Midwifery,Medical And Surgical Nursing,1
261369,2022,Female,Pakistan,Therapy and Rehabilitation,Cardiac Perfusion,1
261376,2022,Female,Pakistan,Therapy and Rehabilitation,Clinical Nutrition,1
