,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
200006,2018,Male,United Arab Emirates,Medicine and Surgery,2
200035,2018,Male,Unknown,Laboratories and Medical Technology,2
200040,2018,Male,Unknown,Nursing and Midwifery,2
200104,2018,Male,Syria,Health Administration and Community Health,2
200154,2019,Female,Bangladesh,Health Administration and Community Health,2
200155,2019,Female,Bangladesh,Laboratories and Medical Technology,2
200177,2019,Female,Bahrain,Pharmacists and Pharmacy Technicians,2
200200,2019,Female,Chad,Therapy and Rehabilitation,2
200219,2019,Female,Canada,Pharmacists and Pharmacy Technicians,2
200225,2019,Female,Bahrain,Dentistry and Related Specialties,2
200277,2019,Female,Algeria,Therapy and Rehabilitation,2
200286,2019,Female,Australia,Pharmacists and Pharmacy Technicians,2
200316,2020,Male,Lebanon,Technicians and Health Assistants,2
200350,2020,Male,Morocco,Medicine and Surgery,2
200354,2020,Male,Morocco,Nursing and Midwifery,2
200368,2020,Male,Malaysia,Technicians and Health Assistants,2
200396,2020,Male,India,Unknown,2
200400,2020,Male,Indonesia,Therapy and Rehabilitation,2
200446,2020,Male,Ireland,Dentistry and Related Specialties,2
200465,2020,Male,Netherlands,Pharmacists and Pharmacy Technicians,2
200493,2020,Male,Palestine,Technicians and Health Assistants,2
200537,2020,Male,Romania,Therapy and Rehabilitation,2
200576,2020,Male,Nigeria,Dentistry and Related Specialties,2
200625,2020,Male,India,Health Administration and Community Health,2
200667,2020,Male,Denmark,Medicine and Surgery,2
200687,2020,Male,China,Nursing and Midwifery,2
200693,2020,Male,China,Medicine and Surgery,2
200702,2020,Male,Croatia,Medicine and Surgery,2
200731,2020,Male,Algeria,Pharmacists and Pharmacy Technicians,2
200774,2020,Male,Bahrain,Dentistry and Related Specialties,2
200799,2020,Male,Greece,Dentistry and Related Specialties,2
200802,2020,Male,Greece,Laboratories and Medical Technology,2
200830,2020,Male,Immigrant Tribes,Medicine and Surgery,2
200859,2020,Male,Iceland,Medicine and Surgery,2
200862,2020,Male,Immigrant Tribes,Health Administration and Community Health,2
200925,2020,Male,Finland,Medicine and Surgery,2
200947,2021,Female,Belgium,Nursing and Midwifery,2
200949,2021,Female,Brazil,Medicine and Surgery,2
200974,2021,Female,Belgium,Medicine and Surgery,2
200983,2021,Female,Burkina Faso,Nursing and Midwifery,2
201051,2021,Female,Afghanistan,Pharmacists and Pharmacy Technicians,2
201058,2021,Female,Algeria,Laboratories and Medical Technology,2
201063,2021,Female,Australia,Dentistry and Related Specialties,2
201083,2021,Female,Bangladesh,Dentistry and Related Specialties,2
201092,2021,Female,Australia,Therapy and Rehabilitation,2
201095,2021,Female,Bahrain,Pharmacists and Pharmacy Technicians,2
201116,2021,Female,Eritrea,Health Administration and Community Health,2
201158,2021,Female,Ethiopia,Pharmacists and Pharmacy Technicians,2
201181,2021,Female,Ethiopia,Dentistry and Related Specialties,2
201191,2021,Female,Chad,Therapy and Rehabilitation,2
201193,2021,Female,China,Laboratories and Medical Technology,2
201194,2021,Female,China,Medicine and Surgery,2
201200,2021,Female,Colombia,Dentistry and Related Specialties,2
201218,2021,Female,Chad,Health Administration and Community Health,2
201225,2021,Female,Croatia,Medicine and Surgery,2
201239,2021,Female,Djibouti,Dentistry and Related Specialties,2
201260,2021,Female,Czech Republic,Medicine and Surgery,2
201378,2020,Male,Scotland,Nursing and Midwifery,2
201379,2020,Male,Serbia,Nursing and Midwifery,2
201453,2020,Male,Unknown,Nursing and Midwifery,2
201520,2020,Male,Turkmenistan,Medicine and Surgery,2
201635,2020,Female,Ethiopia,Pharmacists and Pharmacy Technicians,2
201665,2020,Female,Canada,Pharmacists and Pharmacy Technicians,2
201671,2020,Female,Chad,Therapy and Rehabilitation,2
201677,2020,Female,Colombia,Dentistry and Related Specialties,2
201689,2020,Female,Cameroon,Nursing and Midwifery,2
201729,2020,Female,Cuba,Nursing and Midwifery,2
201762,2020,Female,Indonesia,Dentistry and Related Specialties,2
201766,2020,Female,India,Health Administration and Community Health,2
201835,2020,Female,Greece,Therapy and Rehabilitation,2
201839,2020,Female,Immigrant Tribes,Dentistry and Related Specialties,2
201851,2020,Female,France,Medicine and Surgery,2
201860,2020,Female,Germany,Medicine and Surgery,2
201918,2019,Male,Turkmenistan,Medicine and Surgery,2
201964,2019,Male,United Arab Emirates,Medicine and Surgery,2
202004,2019,Male,South Africa,Therapy and Rehabilitation,2
202011,2019,Male,South Korea,Nursing and Midwifery,2
202054,2019,Male,Sweden,Dentistry and Related Specialties,2
202067,2020,Female,Australia,Therapy and Rehabilitation,2
202069,2020,Female,Azerbaijan,Dentistry and Related Specialties,2
202087,2020,Female,Afghanistan,Nursing and Midwifery,2
202103,2020,Female,Belarus,Medicine and Surgery,2
202104,2020,Female,Bangladesh,Health Administration and Community Health,2
202106,2020,Female,Bangladesh,Laboratories and Medical Technology,2
202126,2020,Female,Bahrain,Pharmacists and Pharmacy Technicians,2
202139,2020,Female,Bangladesh,Dentistry and Related Specialties,2
202192,2019,Male,Unknown,Nursing and Midwifery,2
202222,2020,Female,Sri Lanka,Medicine and Surgery,2
202239,2020,Female,Spain,Nursing and Midwifery,2
202314,2020,Female,Singapore,Nursing and Midwifery,2
202320,2020,Female,Scotland,Medicine and Surgery,2
202348,2020,Female,South Africa,Dentistry and Related Specialties,2
202359,2020,Female,Somalia,Pharmacists and Pharmacy Technicians,2
202421,2020,Female,Tunisia,Pharmacists and Pharmacy Technicians,2
202422,2020,Male,Afghanistan,Dentistry and Related Specialties,2
202433,2020,Male,Afghanistan,Pharmacists and Pharmacy Technicians,2
202443,2020,Female,Uzbekistan,Medicine and Surgery,2
202453,2020,Female,Venezuela,Medicine and Surgery,2
202462,2020,Female,Ukraine,Medicine and Surgery,2
202493,2020,Female,Turkey,Pharmacists and Pharmacy Technicians,2
202547,2020,Female,Morocco,Medicine and Surgery,2
202586,2020,Female,Niger,Nursing and Midwifery,2
202635,2020,Female,Kuwait,Dentistry and Related Specialties,2
202697,2020,Female,Lebanon,Technicians and Health Assistants,2
202720,2020,Female,Poland,Therapy and Rehabilitation,2
202760,2020,Female,Portugal,Medicine and Surgery,2
202761,2020,Female,Russia,Medicine and Surgery,2
202764,2020,Female,Romania,Therapy and Rehabilitation,2
202813,2020,Female,Oman,Medicine and Surgery,2
202817,2020,Female,Oman,Nursing and Midwifery,2
202891,2016,Male,Uzbekistan,Medicine and Surgery,2
202892,2016,Male,Venezuela,Medicine and Surgery,2
202897,2017,Female,Afghanistan,Dentistry and Related Specialties,2
202905,2017,Female,Australia,Dentistry and Related Specialties,2
202935,2017,Female,Argentina,Nursing and Midwifery,2
202978,2016,Male,United Kingdom,Technicians and Health Assistants,2
203038,2017,Female,Chad,Medicine and Surgery,2
203100,2017,Female,Bangladesh,Laboratories and Medical Technology,2
203112,2017,Female,Belarus,Medicine and Surgery,2
203117,2017,Female,Bahrain,Nursing and Midwifery,2
203127,2017,Female,Austria,Nursing and Midwifery,2
203220,2016,Male,Somalia,Dentistry and Related Specialties,2
203236,2016,Male,Somalia,Pharmacists and Pharmacy Technicians,2
203279,2016,Female,Czech Republic,Medicine and Surgery,2
203371,2016,Male,Sweden,Nursing and Midwifery,2
203383,2016,Male,Turkey,Dentistry and Related Specialties,2
203388,2016,Male,Turkey,Pharmacists and Pharmacy Technicians,2
203402,2016,Male,Thailand,Laboratories and Medical Technology,2
203424,2016,Male,South Africa,Pharmacists and Pharmacy Technicians,2
203478,2016,Male,Sri Lanka,Technicians and Health Assistants,2
203482,2016,Male,Spain,Dentistry and Related Specialties,2
203521,2017,Female,Netherlands,Nursing and Midwifery,2
203534,2017,Female,New Zealand,Therapy and Rehabilitation,2
203573,2017,Female,Oman,Medicine and Surgery,2
203621,2017,Female,Morocco,Medicine and Surgery,2
203632,2016,Female,Afghanistan,Dentistry and Related Specialties,2
203646,2017,Female,Mauritania,Laboratories and Medical Technology,2
203822,2017,Female,Germany,Therapy and Rehabilitation,2
203828,2017,Female,Ghana,Nursing and Midwifery,2
203839,2017,Female,France,Pharmacists and Pharmacy Technicians,2
203853,2017,Female,Germany,Medicine and Surgery,2
203854,2017,Female,Germany,Nursing and Midwifery,2
203862,2017,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,2
203870,2017,Female,Immigrant Tribes,Therapy and Rehabilitation,2
203891,2017,Female,Immigrant Tribes,Laboratories and Medical Technology,2
203911,2017,Female,Eritrea,Health Administration and Community Health,2
203924,2017,Female,Djibouti,Nursing and Midwifery,2
203931,2016,Female,Bangladesh,Laboratories and Medical Technology,2
203953,2017,Female,France,Dentistry and Related Specialties,2
204026,2016,Female,Argentina,Nursing and Midwifery,2
204051,2017,Female,Kenya,Laboratories and Medical Technology,2
204057,2017,Female,Italy,Nursing and Midwifery,2
204098,2017,Female,Italy,Medicine and Surgery,2
204105,2017,Female,Italy,Dentistry and Related Specialties,2
204120,2017,Female,Iraq,Laboratories and Medical Technology,2
204122,2016,Female,Austria,Nursing and Midwifery,2
204134,2016,Male,Palestine,Health Administration and Community Health,2
204173,2016,Female,Indonesia,Therapy and Rehabilitation,2
204228,2016,Female,Slovakia,Therapy and Rehabilitation,2
204304,2016,Female,India,Health Administration and Community Health,2
204309,2016,Female,Unknown,Laboratories and Medical Technology,2
204362,2016,Female,Immigrant Tribes,Therapy and Rehabilitation,2
204432,2016,Female,Ukraine,Medicine and Surgery,2
204481,2016,Female,Malaysia,Laboratories and Medical Technology,2
204484,2016,Female,Malaysia,Medicine and Surgery,2
204487,2016,Female,Italy,Nursing and Midwifery,2
204491,2016,Female,Mali,Nursing and Midwifery,2
204494,2016,Female,Morocco,Laboratories and Medical Technology,2
204566,2016,Female,Kenya,Laboratories and Medical Technology,2
204588,2016,Female,Lebanon,Technicians and Health Assistants,2
204614,2016,Female,New Zealand,Therapy and Rehabilitation,2
204646,2016,Female,Philippines,Health Administration and Community Health,2
204679,2016,Female,Poland,Therapy and Rehabilitation,2
204682,2016,Female,Qatar,Laboratories and Medical Technology,2
204684,2016,Female,Iraq,Pharmacists and Pharmacy Technicians,2
204823,2016,Male,Kenya,Laboratories and Medical Technology,2
204833,2016,Female,Eritrea,Health Administration and Community Health,2
204853,2016,Male,India,Unknown,2
204925,2016,Male,Immigrant Tribes,Therapy and Rehabilitation,2
204946,2016,Male,Nigeria,Dentistry and Related Specialties,2
204955,2016,Male,Netherlands,Medicine and Surgery,2
204958,2016,Male,Myanmar,Medicine and Surgery,2
204972,2016,Male,Nigeria,Laboratories and Medical Technology,2
205012,2016,Male,Morocco,Laboratories and Medical Technology,2
205071,2016,Male,Morocco,Dentistry and Related Specialties,2
205085,2016,Male,Malaysia,Technicians and Health Assistants,2
205104,2016,Male,Bangladesh,Technicians and Health Assistants,2
205132,2016,Male,Belgium,Medicine and Surgery,2
205138,2016,Male,Canada,Technicians and Health Assistants,2
205184,2016,Male,Algeria,Pharmacists and Pharmacy Technicians,2
205198,2016,Male,Afghanistan,Pharmacists and Pharmacy Technicians,2
205213,2016,Male,Bahrain,Laboratories and Medical Technology,2
205236,2016,Male,Algeria,Therapy and Rehabilitation,2
205275,2016,Male,Eritrea,Therapy and Rehabilitation,2
205278,2016,Male,Ethiopia,Dentistry and Related Specialties,2
205288,2016,Male,Finland,Medicine and Surgery,2
205291,2016,Male,Germany,Dentistry and Related Specialties,2
205299,2016,Female,Finland,Laboratories and Medical Technology,2
205310,2016,Male,Greece,Dentistry and Related Specialties,2
205355,2016,Male,Colombia,Dentistry and Related Specialties,2
205380,2016,Male,Egypt,Unknown,2
205384,2016,Male,Eritrea,Laboratories and Medical Technology,2
205399,2016,Female,France,Nursing and Midwifery,2
205425,2018,Female,Iraq,Laboratories and Medical Technology,2
205460,2018,Female,Italy,Dentistry and Related Specialties,2
205463,2018,Female,Italy,Medicine and Surgery,2
205464,2018,Female,Italy,Nursing and Midwifery,2
205513,2018,Female,Germany,Medicine and Surgery,2
205521,2018,Female,Germany,Nursing and Midwifery,2
205536,2018,Female,Immigrant Tribes,Therapy and Rehabilitation,2
205544,2018,Female,India,Health Administration and Community Health,2
205551,2018,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,2
205563,2018,Female,Immigrant Tribes,Health Administration and Community Health,2
205581,2018,Female,Mauritania,Laboratories and Medical Technology,2
205585,2018,Female,Mauritania,Therapy and Rehabilitation,2
205592,2018,Female,Morocco,Dentistry and Related Specialties,2
205597,2018,Female,Macedonia,Nursing and Midwifery,2
205600,2018,Female,Malaysia,Medicine and Surgery,2
205639,2018,Female,Morocco,Laboratories and Medical Technology,2
205659,2018,Female,Kenya,Nursing and Midwifery,2
205662,2018,Female,Kenya,Laboratories and Medical Technology,2
205668,2018,Female,Kuwait,Dentistry and Related Specialties,2
205685,2018,Female,Kenya,Dentistry and Related Specialties,2
205708,2018,Female,Lebanon,Technicians and Health Assistants,2
205762,2018,Female,Bangladesh,Laboratories and Medical Technology,2
205789,2018,Female,Chad,Laboratories and Medical Technology,2
205812,2018,Female,France,Dentistry and Related Specialties,2
205832,2018,Female,Afghanistan,Laboratories and Medical Technology,2
205840,2017,Male,Unknown,Therapy and Rehabilitation,2
205847,2017,Male,Venezuela,Medicine and Surgery,2
205854,2018,Female,Algeria,Therapy and Rehabilitation,2
205892,2018,Female,Chad,Medicine and Surgery,2
205904,2018,Female,Eritrea,Health Administration and Community Health,2
206029,2018,Female,Djibouti,Nursing and Midwifery,2
206048,2018,Female,Czech Republic,Technicians and Health Assistants,2
206057,2018,Female,Unknown,Laboratories and Medical Technology,2
206145,2018,Female,Turkey,Dentistry and Related Specialties,2
206148,2018,Female,Turkey,Medicine and Surgery,2
206152,2018,Female,Thailand,Laboratories and Medical Technology,2
206169,2018,Female,Turkey,Pharmacists and Pharmacy Technicians,2
206203,2018,Female,United Arab Emirates,Medicine and Surgery,2
206315,2018,Male,Afghanistan,Laboratories and Medical Technology,2
206334,2018,Male,Azerbaijan,Medicine and Surgery,2
206340,2018,Male,Bahrain,Laboratories and Medical Technology,2
206511,2018,Female,Pakistan,Health Administration and Community Health,2
206515,2018,Female,Oman,Medicine and Surgery,2
206553,2018,Female,South Africa,Technicians and Health Assistants,2
206605,2018,Female,Sweden,Nursing and Midwifery,2
206664,2018,Female,South Africa,Dentistry and Related Specialties,2
206688,2017,Male,Unknown,Nursing and Midwifery,2
206714,2017,Male,Canada,Technicians and Health Assistants,2
206760,2017,Male,Colombia,Dentistry and Related Specialties,2
206804,2017,Male,Bahrain,Laboratories and Medical Technology,2
206838,2017,Male,Belgium,Medicine and Surgery,2
206900,2017,Male,Immigrant Tribes,Technicians and Health Assistants,2
206904,2017,Male,Immigrant Tribes,Therapy and Rehabilitation,2
206943,2017,Male,Ethiopia,Dentistry and Related Specialties,2
206959,2017,Male,Eritrea,Dentistry and Related Specialties,2
206963,2017,Male,Egypt,Unknown,2
207023,2017,Female,Thailand,Laboratories and Medical Technology,2
207066,2017,Female,Tunisia,Technicians and Health Assistants,2
207171,2017,Male,Afghanistan,Pharmacists and Pharmacy Technicians,2
207240,2017,Male,Algeria,Therapy and Rehabilitation,2
207245,2017,Male,Australia,Laboratories and Medical Technology,2
207292,2017,Female,Unknown,Laboratories and Medical Technology,2
207329,2017,Male,South Africa,Dentistry and Related Specialties,2
207361,2017,Male,Somalia,Pharmacists and Pharmacy Technicians,2
207365,2017,Male,South Africa,Pharmacists and Pharmacy Technicians,2
207374,2017,Male,Sri Lanka,Laboratories and Medical Technology,2
207380,2017,Male,Sri Lanka,Technicians and Health Assistants,2
207416,2017,Male,Russia,Dentistry and Related Specialties,2
207443,2017,Male,Romania,Medicine and Surgery,2
207447,2017,Male,Somalia,Dentistry and Related Specialties,2
207550,2017,Male,United Arab Emirates,Medicine and Surgery,2
207579,2017,Male,Sweden,Nursing and Midwifery,2
207673,2017,Male,Kenya,Laboratories and Medical Technology,2
207699,2017,Male,Morocco,Laboratories and Medical Technology,2
207707,2017,Male,Lebanon,Technicians and Health Assistants,2
207715,2017,Male,Lebanon,Therapy and Rehabilitation,2
207716,2017,Male,Malaysia,Technicians and Health Assistants,2
207747,2017,Male,India,Unknown,2
207802,2017,Male,Ireland,Therapy and Rehabilitation,2
207805,2017,Male,Morocco,Medicine and Surgery,2
207853,2017,Male,Palestine,Technicians and Health Assistants,2
