,Active_Years,City_Name_En,Longitude,Latitude,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
195469,2017,Dhahran,50.039302,26.236125,Male,United States,Therapy and Rehabilitation,4
195490,2017,Duba,35.724307,27.345747,Male,Egypt,Medicine and Surgery,4
195504,2017,Hafr Albatin,45.962711,28.378415,Female,Egypt,Pharmacists and Pharmacy Technicians,4
195513,2017,Eyoon Aljewa,43.618333,26.517093,Female,India,Nursing and Midwifery,4
195531,2022,Bisha,42.590167,19.976352,Female,India,Medicine and Surgery,4
195533,2017,Duma Aljandal,39.888766,29.810789,Female,Saudi Arabia,Nursing and Midwifery,4
195537,2017,Dhahran,50.039302,26.236125,Male,United States,Technicians and Health Assistants,4
195544,2017,Dhahran,50.039302,26.236125,Female,New Zealand,Nursing and Midwifery,4
195571,2022,Bisha,42.590167,19.976352,Male,India,Therapy and Rehabilitation,4
195574,2022,Bisha,42.590167,19.976352,Male,Egypt,Laboratories and Medical Technology,4
195589,2017,Dhahran,50.039302,26.236125,Male,South Africa,Medicine and Surgery,4
195605,2017,Dhahran,50.039302,26.236125,Male,Syria,Medicine and Surgery,4
195627,2017,Dhahran,50.039302,26.236125,Male,Jordan,Pharmacists and Pharmacy Technicians,4
195643,2017,Hail,41.720824,27.51141,Male,Philippines,Dentistry and Related Specialties,4
195647,2017,Hail,41.720824,27.51141,Male,Sudan,Dentistry and Related Specialties,4
195663,2017,Hail,41.720824,27.51141,Female,Tunisia,Nursing and Midwifery,4
195673,2022,Baqaa,42.413504,27.886939,Male,Saudi Arabia,Nursing and Midwifery,4
195676,2022,Bisch,42.53625,17.374003,Female,India,Nursing and Midwifery,4
195683,2017,Haql,34.94515,29.286387,Female,Egypt,Nursing and Midwifery,4
195691,2017,Hofuf,49.588765,25.380026,Male,Saudi Arabia,Nursing and Midwifery,4
195714,2017,Hbona,44.024676,17.841103,Female,India,Nursing and Midwifery,4
195722,2022,Ballasmar,42.255969,18.79252,Male,Syria,Medicine and Surgery,4
195734,2017,Hafr Albatin,45.962711,28.378415,Male,Egypt,Technicians and Health Assistants,4
195739,2017,Hafr Albatin,45.962711,28.378415,Male,Bangladesh,Medicine and Surgery,4
195752,2017,Hafr Albatin,45.962711,28.378415,Male,India,Nursing and Midwifery,4
195765,2017,Hafr Albatin,45.962711,28.378415,Female,Philippines,Therapy and Rehabilitation,4
195772,2017,Hafr Albatin,45.962711,28.378415,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,4
195782,2022,Bisch,42.53625,17.374003,Male,Egypt,Pharmacists and Pharmacy Technicians,4
195785,2017,Hail,41.720824,27.51141,Female,Indonesia,Nursing and Midwifery,4
195812,2017,Hafr Albatin,45.962711,28.378415,Male,Philippines,Laboratories and Medical Technology,4
195836,2016,Taif,40.424819,21.284078,Female,Saudi Arabia,Dentistry and Related Specialties,4
195849,2022,Dawadmi,44.418179,24.5167,Female,Philippines,Pharmacists and Pharmacy Technicians,4
195862,2016,Taif,40.424819,21.284078,Female,Egypt,Technicians and Health Assistants,4
195865,2016,Taif,40.424819,21.284078,Female,Jordan,Dentistry and Related Specialties,4
195894,2016,Taif,40.424819,21.284078,Male,Sudan,Pharmacists and Pharmacy Technicians,4
195900,2016,Taif,40.424819,21.284078,Male,Pakistan,Laboratories and Medical Technology,4
195902,2016,Taif,40.424819,21.284078,Female,Syria,Medicine and Surgery,4
195905,2016,Taif,40.424819,21.284078,Female,Syria,Pharmacists and Pharmacy Technicians,4
195909,2016,Taif,40.424819,21.284078,Female,Tunisia,Nursing and Midwifery,4
195914,2016,Taif,40.424819,21.284078,Male,Jordan,Therapy and Rehabilitation,4
195920,2016,Taif,40.424819,21.284078,Male,India,Dentistry and Related Specialties,4
195929,2016,Tabuk,36.566191,28.383508,Female,Egypt,Therapy and Rehabilitation,4
195935,2016,Tabuk,36.566191,28.383508,Female,Indonesia,Nursing and Midwifery,4
195936,2016,Tabuk,36.566191,28.383508,Female,Jordan,Dentistry and Related Specialties,4
195937,2016,Tabuk,36.566191,28.383508,Female,Jordan,Laboratories and Medical Technology,4
195960,2016,Tabrgal,38.221649,30.515478,Female,Philippines,Nursing and Midwifery,4
195974,2016,Tabuk,36.566191,28.383508,Female,Saudi Arabia,Dentistry and Related Specialties,4
195975,2016,Tabuk,36.566191,28.383508,Female,Saudi Arabia,Medicine and Surgery,4
195985,2016,Tabuk,36.566191,28.383508,Male,Jordan,Laboratories and Medical Technology,4
196003,2016,Tabuk,36.566191,28.383508,Female,Sudan,Dentistry and Related Specialties,4
196020,2016,Tabuk,36.566191,28.383508,Male,Bangladesh,Medicine and Surgery,4
196025,2016,Umluj,37.265108,25.050006,Male,Pakistan,Medicine and Surgery,4
196044,2016,Unaizah,43.987546,26.090731,Female,Philippines,Pharmacists and Pharmacy Technicians,4
196048,2022,Jubail,49.568742,26.959771,Male,Yemen,Medicine and Surgery,4
196052,2016,Tnomh,42.177025,18.929018,Female,Sudan,Medicine and Surgery,4
196064,2016,Tnomh,42.177025,18.929018,Male,Sudan,Medicine and Surgery,4
196076,2016,Unaizah,43.987546,26.090731,Male,Syria,Dentistry and Related Specialties,4
196080,2022,Dammam,50.088794,26.420683,Male,Syria,Nursing and Midwifery,4
196084,2016,Unaizah,43.987546,26.090731,Male,Saudi Arabia,Nursing and Midwifery,4
196118,2016,Tnomh,42.177025,18.929018,Female,Philippines,Nursing and Midwifery,4
196122,2016,Tarif,38.663469,31.666078,Female,Egypt,Medicine and Surgery,4
196130,2016,Tarif,38.663469,31.666078,Male,Egypt,Medicine and Surgery,4
196136,2016,Tarif,38.663469,31.666078,Male,Nigeria,Medicine and Surgery,4
196140,2016,Tarif,38.663469,31.666078,Male,Pakistan,Medicine and Surgery,4
196163,2022,Dariyah,42.931966,24.721915,Male,Egypt,Medicine and Surgery,4
196168,2016,Tarif,38.663469,31.666078,Male,Sudan,Medicine and Surgery,4
196203,2016,Tarot,50.049572,26.564216,Female,Saudi Arabia,Therapy and Rehabilitation,4
196204,2016,Tathleeth,43.502988,19.53422,Female,Egypt,Medicine and Surgery,4
196210,2022,Dariyah,42.931966,24.721915,Female,India,Nursing and Midwifery,4
196215,2016,Superficial,41.929569,18.930532,Female,Philippines,Nursing and Midwifery,4
196221,2016,Sager,44.601955,25.185868,Female,Philippines,Nursing and Midwifery,4
196223,2016,Sager,44.601955,25.185868,Male,Egypt,Medicine and Surgery,4
196230,2022,Jubail,49.568742,26.959771,Male,Jordan,Laboratories and Medical Technology,4
196246,2016,Safwa,49.926055,26.660006,Female,Saudi Arabia,Health Administration and Community Health,4
196248,2016,Safwa,49.926055,26.660006,Female,Saudi Arabia,Laboratories and Medical Technology,4
196273,2022,Dhahran,50.039302,26.236125,Female,Jordan,Dentistry and Related Specialties,4
196286,2016,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Medicine and Surgery,4
196290,2016,Sakaka,40.104306,29.878003,Female,India,Therapy and Rehabilitation,4
196294,2016,Sakaka,40.104306,29.878003,Female,Nigeria,Medicine and Surgery,4
196299,2016,Sakaka,40.104306,29.878003,Female,Saudi Arabia,Laboratories and Medical Technology,4
196322,2016,Riyadh,46.675296,24.713552,Male,Palestine,Therapy and Rehabilitation,4
196333,2016,Riyadh,46.675296,24.713552,Male,Somalia,Nursing and Midwifery,4
196343,2022,Jubail,49.568742,26.959771,Female,Yemen,Medicine and Surgery,4
196356,2022,Dhahran,50.039302,26.236125,Female,United Kingdom,Medicine and Surgery,4
196375,2016,Riyadh,46.675296,24.713552,Male,Yemen,Health Administration and Community Health,4
196376,2016,Riyadh Al Khabra,43.541467,26.053327,Female,Philippines,Nursing and Midwifery,4
196382,2016,Rouwadah Offer,44.770956,23.771348,Female,Philippines,Nursing and Midwifery,4
196388,2016,Riyadh,46.675296,24.713552,Male,Syria,Technicians and Health Assistants,4
196413,2016,Sihat,50.028202,26.488913,Female,India,Laboratories and Medical Technology,4
196418,2016,Sihat,50.028202,26.488913,Female,India,Nursing and Midwifery,4
196452,2016,Sharurah,47.116724,17.485032,Male,Saudi Arabia,Nursing and Midwifery,4
196484,2016,Sihat,50.028202,26.488913,Male,Egypt,Medicine and Surgery,4
196503,2016,Sihat,50.028202,26.488913,Male,Saudi Arabia,Laboratories and Medical Technology,4
196533,2016,Sarat Ubaida,43.116562,18.099317,Female,Indonesia,Nursing and Midwifery,4
196544,2022,Dhahran,50.039302,26.236125,Female,Egypt,Pharmacists and Pharmacy Technicians,4
196583,2022,Dhahran,50.039302,26.236125,Female,Canada,Nursing and Midwifery,4
196584,2016,Sat Alaya,41.969239,19.571819,Male,Egypt,Pharmacists and Pharmacy Technicians,4
196586,2016,Sat Alaya,41.969239,19.571819,Male,Pakistan,Medicine and Surgery,4
196591,2016,Sat Alaya,41.969239,19.571819,Male,Saudi Arabia,Therapy and Rehabilitation,4
196613,2017,Al-Ahsa,49.449963,25.141626,Male,United Kingdom,Nursing and Midwifery,4
196618,2017,Al-Ahsa,49.449963,25.141626,Male,Yemen,Dentistry and Related Specialties,4
196627,2017,Al-Ahsa,49.449963,25.141626,Male,Sudan,Pharmacists and Pharmacy Technicians,4
196628,2017,Al-Ahsa,49.449963,25.141626,Male,Sudan,Nursing and Midwifery,4
196638,2017,Al-Ahsa,49.449963,25.141626,Male,Palestine,Dentistry and Related Specialties,4
196653,2017,Albadaeh,43.733409,25.981181,Female,India,Nursing and Midwifery,4
196655,2022,Dammam,50.088794,26.420683,Female,Bahrain,Nursing and Midwifery,4
196663,2017,Albahah,41.471273,20.021741,Female,Sudan,Dentistry and Related Specialties,4
196673,2022,Khaliss,39.341375,22.150369,Male,Saudi Arabia,Laboratories and Medical Technology,4
196684,2022,Khaliss,39.341375,22.150369,Male,Egypt,Medicine and Surgery,4
196693,2017,Albahah,41.471273,20.021741,Female,Egypt,Therapy and Rehabilitation,4
196701,2022,Khamis Mushait,42.766233,18.309339,Female,Egypt,Laboratories and Medical Technology,4
196708,2022,Dammam,50.088794,26.420683,Female,Lebanon,Medicine and Surgery,4
196717,2017,Al-Ahsa,49.449963,25.141626,Female,Lebanon,Medicine and Surgery,4
196726,2017,Al-Ahsa,49.449963,25.141626,Female,India,Dentistry and Related Specialties,4
196727,2017,Al Quwaiiyah,45.280618,24.067056,Male,Saudi Arabia,Technicians and Health Assistants,4
196756,2017,Al-Ahsa,49.449963,25.141626,Female,Yemen,Dentistry and Related Specialties,4
196762,2017,Al-Ahsa,49.449963,25.141626,Female,Syria,Pharmacists and Pharmacy Technicians,4
196765,2017,Al-Ahsa,49.449963,25.141626,Male,Egypt,Therapy and Rehabilitation,4
196767,2017,Al-Ahsa,49.449963,25.141626,Male,Jordan,Dentistry and Related Specialties,4
196771,2017,Al-Ahsa,49.449963,25.141626,Male,Lebanon,Medicine and Surgery,4
196772,2017,Al-Ahsa,49.449963,25.141626,Female,United Kingdom,Nursing and Midwifery,4
196781,2017,Al-Ahsa,49.449963,25.141626,Female,Slovakia,Nursing and Midwifery,4
196790,2017,Al-Ahsa,49.449963,25.141626,Female,Sudan,Pharmacists and Pharmacy Technicians,4
196807,2017,Alkharj  ,47.324788,24.157604,Female,Pakistan,Medicine and Surgery,4
196808,2022,Khamis Mushait,42.766233,18.309339,Female,Jordan,Nursing and Midwifery,4
196813,2017,Alkharj  ,47.324788,24.157604,Female,Philippines,Pharmacists and Pharmacy Technicians,4
196817,2017,Alkharj  ,47.324788,24.157604,Female,Saudi Arabia,Laboratories and Medical Technology,4
196847,2017,Alkharj  ,47.324788,24.157604,Male,Egypt,Dentistry and Related Specialties,4
196867,2017,Almajma,45.373069,25.875887,Male,India,Medicine and Surgery,4
196875,2017,Alkharj  ,47.324788,24.157604,Male,India,Medicine and Surgery,4
196888,2017,Alkharj  ,47.324788,24.157604,Male,Philippines,Laboratories and Medical Technology,4
196902,2017,Albahah,41.471273,20.021741,Male,Sudan,Nursing and Midwifery,4
196905,2017,Albahah,41.471273,20.021741,Male,Syria,Nursing and Midwifery,4
196906,2017,Albahah,41.471273,20.021741,Male,Tunisia,Medicine and Surgery,4
196919,2017,Albahah,41.471273,20.021741,Male,Saudi Arabia,Dentistry and Related Specialties,4
196985,2017,Albjadyah,45.388934,23.618036,Female,Philippines,Nursing and Midwifery,4
196994,2016,Yanbu,38.155484,24.056528,Male,India,Medicine and Surgery,4
196995,2016,Yanbu,38.155484,24.056528,Male,India,Pharmacists and Pharmacy Technicians,4
197018,2016,Yanbu,38.155484,24.056528,Female,Saudi Arabia,Laboratories and Medical Technology,4
197025,2016,Yanbu,38.155484,24.056528,Female,Pakistan,Nursing and Midwifery,4
197027,2016,Yanbu,38.155484,24.056528,Female,Saudi Arabia,Health Administration and Community Health,4
197032,2022,Dammam,50.088794,26.420683,Male,France,Dentistry and Related Specialties,4
197037,2016,Yanbu,38.155484,24.056528,Male,Egypt,Dentistry and Related Specialties,4
197057,2017,Abha,42.511724,18.246468,Female,Jordan,Dentistry and Related Specialties,4
197086,2016,Zulfi,44.831834,26.309854,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,4
197103,2016,Wadi Dawaser,44.850115,20.449286,Female,Malaysia,Nursing and Midwifery,4
197108,2022,Dammam,50.088794,26.420683,Male,Philippines,Pharmacists and Pharmacy Technicians,4
197121,2016,Unknown - Philippines,121.774017,12.879721,Male,Philippines,Nursing and Midwifery,4
197189,2017,Ahad Rufaidah,42.820511,18.195201,Male,Egypt,Medicine and Surgery,4
197215,2017,Afif,42.912495,23.90522,Male,Saudi Arabia,Nursing and Midwifery,4
197234,2022,Dammam,50.088794,26.420683,Female,Palestine,Therapy and Rehabilitation,4
197260,2017,Al Namas,42.167148,19.113429,Male,Egypt,Medicine and Surgery,4
197276,2017,Al Namas,42.167148,19.113429,Male,Sudan,Medicine and Surgery,4
197285,2017,Abha,42.511724,18.246468,Male,India,Therapy and Rehabilitation,4
197289,2022,Khafji,48.460487,28.336004,Female,Sudan,Nursing and Midwifery,4
197291,2017,Abha,42.511724,18.246468,Male,Jordan,Medicine and Surgery,4
197292,2017,Abha,42.511724,18.246468,Male,Jordan,Nursing and Midwifery,4
197310,2017,Abha,42.511724,18.246468,Female,Philippines,Dentistry and Related Specialties,4
197315,2017,Abha,42.511724,18.246468,Female,Philippines,Pharmacists and Pharmacy Technicians,4
197320,2017,Abha,42.511724,18.246468,Female,Saudi Arabia,Medicine and Surgery,4
197346,2022,Dammam,50.088794,26.420683,Female,Somalia,Dentistry and Related Specialties,4
197347,2017,Afif,42.912495,23.90522,Female,Saudi Arabia,Technicians and Health Assistants,4
197348,2017,Afif,42.912495,23.90522,Male,Egypt,Dentistry and Related Specialties,4
197358,2017,Abha,42.511724,18.246468,Male,Philippines,Therapy and Rehabilitation,4
197359,2017,Abha,42.511724,18.246468,Male,Sudan,Nursing and Midwifery,4
197378,2021,Khobar,50.080072,26.182911,Male,Palestine,Medicine and Surgery,4
197389,2020,Rahima,49.998236,26.773008,Male,Philippines,Nursing and Midwifery,4
197402,2020,Rafha,43.51927,29.627284,Male,Saudi Arabia,Therapy and Rehabilitation,4
197404,2021,Rabigh,39.018962,22.79067,Male,Pakistan,Medicine and Surgery,4
197414,2021,Rabigh,39.018962,22.79067,Male,Saudi Arabia,Technicians and Health Assistants,4
197431,2020,Rejal Almai,43.074371,17.407113,Female,Egypt,Medicine and Surgery,4
197452,2020,Ras Tanura,49.998236,26.773008,Female,Saudi Arabia,Laboratories and Medical Technology,4
197462,2020,Ras Tanura,49.998236,26.773008,Male,India,Nursing and Midwifery,4
197464,2021,Qunfudah,41.078739,19.12814,Male,Syria,Dentistry and Related Specialties,4
197474,2020,Rafha,43.51927,29.627284,Female,Pakistan,Medicine and Surgery,4
197524,2020,Qunfudah,41.078739,19.12814,Male,Saudi Arabia,Dentistry and Related Specialties,4
197525,2020,Qunfudah,41.078739,19.12814,Male,Saudi Arabia,Medicine and Surgery,4
197534,2020,Rabigh,39.018962,22.79067,Male,Pakistan,Medicine and Surgery,4
197577,2020,Riyadh,46.675296,24.713552,Female,Yemen,Pharmacists and Pharmacy Technicians,4
197588,2021,Qunfudah,41.078739,19.12814,Female,Syria,Medicine and Surgery,4
197590,2020,Riyadh,46.675296,24.713552,Male,Algeria,Medicine and Surgery,4
197594,2020,Riyadh,46.675296,24.713552,Male,Bahrain,Medicine and Surgery,4
197598,2021,Qunfudah,41.078739,19.12814,Male,Egypt,Dentistry and Related Specialties,4
197607,2020,Riyadh,46.675296,24.713552,Female,United Arab Emirates,Medicine and Surgery,4
197617,2020,Riyadh,46.675296,24.713552,Female,United States,Pharmacists and Pharmacy Technicians,4
197622,2020,Riyadh,46.675296,24.713552,Male,Bangladesh,Pharmacists and Pharmacy Technicians,4
197637,2021,Qunfudah,41.078739,19.12814,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,4
197638,2021,Qunfudah,41.078739,19.12814,Female,Saudi Arabia,Dentistry and Related Specialties,4
197649,2020,Riyadh,46.675296,24.713552,Male,Belgium,Medicine and Surgery,4
197659,2020,Riyadh,46.675296,24.713552,Male,China,Unknown,4
197663,2020,Riyadh,46.675296,24.713552,Male,Czech Republic,Therapy and Rehabilitation,4
197685,2020,Riyadh,46.675296,24.713552,Female,Ireland,Medicine and Surgery,4
197694,2020,Riyadh,46.675296,24.713552,Female,Greece,Medicine and Surgery,4
197697,2020,Riyadh,46.675296,24.713552,Female,Bangladesh,Nursing and Midwifery,4
197701,2020,Riyadh,46.675296,24.713552,Female,Canada,Dentistry and Related Specialties,4
197703,2020,Riyadh,46.675296,24.713552,Female,Canada,Laboratories and Medical Technology,4
197705,2020,Riyadh,46.675296,24.713552,Female,Canada,Therapy and Rehabilitation,4
197726,2021,Qunfudah,41.078739,19.12814,Male,Jordan,Medicine and Surgery,4
197739,2020,Riyadh,46.675296,24.713552,Female,Spain,Medicine and Surgery,4
197757,2020,Riyadh,46.675296,24.713552,Female,Pakistan,Technicians and Health Assistants,4
197769,2020,Muzahmiah,46.273234,24.471395,Female,Philippines,Nursing and Midwifery,4
197796,2020,Mohayil,42.05344,18.547395,Male,India,Medicine and Surgery,4
197834,2020,Nairiyah,48.485517,27.470368,Male,Syria,Medicine and Surgery,4
197865,2020,Mohayil,42.05344,18.547395,Female,Philippines,Laboratories and Medical Technology,4
197867,2020,Makkah,39.857912,21.389082,Male,Nigeria,Medicine and Surgery,4
197869,2020,Makkah,39.857912,21.389082,Male,Palestine,Dentistry and Related Specialties,4
197878,2020,Makkah,39.857912,21.389082,Male,Sudan,Dentistry and Related Specialties,4
197880,2020,Makkah,39.857912,21.389082,Male,Sudan,Nursing and Midwifery,4
197891,2020,Makkah,39.857912,21.389082,Female,Tunisia,Nursing and Midwifery,4
197896,2020,Makkah,39.857912,21.389082,Male,Bangladesh,Medicine and Surgery,4
197900,2020,Makkah,39.857912,21.389082,Male,India,Technicians and Health Assistants,4
197906,2020,Makkah,39.857912,21.389082,Male,Jordan,Laboratories and Medical Technology,4
197908,2020,Makkah,39.857912,21.389082,Male,Jordan,Therapy and Rehabilitation,4
197929,2021,Ras Tanura,49.998236,26.773008,Male,Saudi Arabia,Dentistry and Related Specialties,4
197940,2020,Makkah,39.857912,21.389082,Male,United Kingdom,Medicine and Surgery,4
197953,2021,Rejal Almai,43.074371,17.407113,Female,Egypt,Medicine and Surgery,4
197956,2020,Mjrdah,41.720824,19.074415,Female,Sudan,Medicine and Surgery,4
197974,2020,Qassim,43.483738,26.207826,Female,Philippines,Pharmacists and Pharmacy Technicians,4
198015,2020,Qassim,43.483738,26.207826,Male,Pakistan,Therapy and Rehabilitation,4
198021,2020,Qassim,43.483738,26.207826,Male,Sudan,Dentistry and Related Specialties,4
198025,2020,Qassim,43.483738,26.207826,Male,Yemen,Dentistry and Related Specialties,4
198033,2020,Qassim,43.483738,26.207826,Male,Jordan,Therapy and Rehabilitation,4
