,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Age_Group_En,Number_of_Practitioners
208659,2016,Male,Sudan,Therapy and Rehabilitation,From 40 to 49,3
208705,2016,Male,Sudan,Laboratories and Medical Technology,From 70 to 79,3
208712,2016,Male,Tunisia,Dentistry and Related Specialties,From 50 to 59,3
208717,2016,Male,Tunisia,Medicine and Surgery,From 30 to 39,3
208727,2017,Female,Azerbaijan,Medicine and Surgery,From 50 to 59,3
208729,2017,Female,Azerbaijan,Medicine and Surgery,From 40 to 49,3
208738,2016,Male,Syria,Therapy and Rehabilitation,From 20 to 29,3
208741,2016,Male,Syria,Laboratories and Medical Technology,From 20 to 29,3
208748,2016,Male,Syria,Nursing and Midwifery,From 60 to 69,3
208752,2017,Female,Bangladesh,Dentistry and Related Specialties,From 30 to 39,3
208757,2017,Female,Bahrain,Therapy and Rehabilitation,From 20 to 29,3
208773,2016,Male,Czech Republic,Technicians and Health Assistants,From 30 to 39,3
208774,2016,Male,Czech Republic,Technicians and Health Assistants,From 40 to 49,3
208778,2016,Male,Denmark,Medicine and Surgery,From 60 to 69,3
208792,2016,Male,Egypt,Health Administration and Community Health,From 60 to 69,3
208793,2016,Male,Egypt,Laboratories and Medical Technology,From 20 to 29,3
208794,2017,Female,Finland,Therapy and Rehabilitation,From 40 to 49,3
208795,2016,Male,Czech Republic,Medicine and Surgery,From 50 to 59,3
208824,2017,Female,France,Medicine and Surgery,From 60 to 69,3
208831,2017,Female,Ethiopia,Nursing and Midwifery,From 40 to 49,3
208832,2017,Female,Ethiopia,Medicine and Surgery,From 30 to 39,3
208836,2016,Male,Eritrea,Medicine and Surgery,From 30 to 39,3
208854,2016,Male,Finland,Nursing and Midwifery,From 30 to 39,3
208875,2016,Male,Egypt,Therapy and Rehabilitation,From 20 to 29,3
208888,2016,Male,Afghanistan,Medicine and Surgery,From 30 to 39,3
208901,2016,Male,Azerbaijan,Medicine and Surgery,From 40 to 49,3
208903,2016,Male,Australia,Dentistry and Related Specialties,From 40 to 49,3
208905,2016,Male,Australia,Nursing and Midwifery,From 30 to 39,3
208911,2016,Male,Austria,Medicine and Surgery,From 60 to 69,3
208914,2016,Male,Afghanistan,Laboratories and Medical Technology,From 30 to 39,3
208921,2016,Female,Yemen,Nursing and Midwifery,From 40 to 49,3
208924,2016,Female,Yemen,Pharmacists and Pharmacy Technicians,From 40 to 49,3
208937,2016,Female,Yemen,Technicians and Health Assistants,From 40 to 49,3
208955,2017,Female,Greece,Medicine and Surgery,From 50 to 59,3
208972,2016,Male,Canada,Laboratories and Medical Technology,From 40 to 49,3
208984,2016,Male,Bahrain,Medicine and Surgery,From 50 to 59,3
208985,2016,Male,Bangladesh,Dentistry and Related Specialties,From 50 to 59,3
209017,2016,Male,Lebanon,Dentistry and Related Specialties,From 70 to 79,3
209027,2016,Male,Lebanon,Pharmacists and Pharmacy Technicians,From 40 to 49,3
209034,2016,Male,Jordan,Technicians and Health Assistants,From 20 to 29,3
209038,2016,Male,Jordan,Dentistry and Related Specialties,From 70 to 79,3
209048,2017,Female,Egypt,Technicians and Health Assistants,From 60 to 69,3
209050,2017,Female,Egypt,Technicians and Health Assistants,From 50 to 59,3
209052,2016,Male,Jordan,Medicine and Surgery,Unknown,3
209081,2016,Male,Nigeria,Medicine and Surgery,From 60 to 69,3
209082,2016,Male,Nigeria,Medicine and Surgery,From 70 to 79,3
209096,2016,Male,Malaysia,Nursing and Midwifery,From 40 to 49,3
209110,2017,Female,Egypt,Medicine and Surgery,Unknown,3
209113,2016,Male,Mauritania,Medicine and Surgery,From 30 to 39,3
209121,2016,Male,Italy,Medicine and Surgery,From 40 to 49,3
209143,2016,Male,India,Laboratories and Medical Technology,From 20 to 29,3
209199,2016,Male,Ireland,Medicine and Surgery,From 30 to 39,3
209200,2016,Male,Ireland,Medicine and Surgery,From 40 to 49,3
209215,2016,Male,India,Technicians and Health Assistants,From 20 to 29,3
209369,2017,Female,Yemen,Pharmacists and Pharmacy Technicians,From 40 to 49,3
209383,2017,Female,Yemen,Laboratories and Medical Technology,From 50 to 59,3
209398,2017,Male,Afghanistan,Laboratories and Medical Technology,From 30 to 39,3
209445,2017,Female,United States,Pharmacists and Pharmacy Technicians,From 50 to 59,3
209503,2017,Female,Tunisia,Laboratories and Medical Technology,From 30 to 39,3
209627,2017,Female,United States,Laboratories and Medical Technology,From 30 to 39,3
209630,2017,Female,United States,Dentistry and Related Specialties,From 20 to 29,3
209632,2017,Female,United Kingdom,Therapy and Rehabilitation,From 50 to 59,3
209721,2017,Male,Canada,Medicine and Surgery,From 30 to 39,3
209754,2017,Male,Canada,Nursing and Midwifery,From 30 to 39,3
209766,2017,Male,Canada,Medicine and Surgery,From 70 to 79,3
209811,2017,Male,Canada,Dentistry and Related Specialties,From 50 to 59,3
209830,2017,Male,Canada,Nursing and Midwifery,From 60 to 69,3
209891,2017,Male,Canada,Therapy and Rehabilitation,From 40 to 49,3
209980,2017,Male,Australia,Dentistry and Related Specialties,From 40 to 49,3
209996,2017,Male,Australia,Medicine and Surgery,From 60 to 69,3
210104,2017,Male,Bangladesh,Nursing and Midwifery,From 50 to 59,3
210119,2017,Male,Bangladesh,Dentistry and Related Specialties,From 60 to 69,3
210163,2017,Male,Bahrain,Dentistry and Related Specialties,From 30 to 39,3
210173,2017,Male,Austria,Medicine and Surgery,From 60 to 69,3
210192,2017,Female,Russia,Medicine and Surgery,From 40 to 49,3
210269,2017,Female,Philippines,Technicians and Health Assistants,From 60 to 69,3
210416,2017,Female,Saudi Arabia,Medicine and Surgery,From 70 to 79,3
210437,2017,Female,Palestine,Technicians and Health Assistants,From 50 to 59,3
210462,2017,Female,Palestine,Therapy and Rehabilitation,From 50 to 59,3
210483,2017,Female,Palestine,Laboratories and Medical Technology,From 50 to 59,3
210513,2017,Female,Palestine,Medicine and Surgery,From 50 to 59,3
210623,2017,Female,Philippines,Dentistry and Related Specialties,From 70 to 79,3
210628,2017,Female,Philippines,Laboratories and Medical Technology,Less Than 20,3
210852,2017,Female,Syria,Health Administration and Community Health,From 20 to 29,3
210916,2017,Female,Somalia,Medicine and Surgery,From 20 to 29,3
210939,2017,Female,Somalia,Pharmacists and Pharmacy Technicians,From 30 to 39,3
210943,2017,Female,Somalia,Nursing and Midwifery,From 50 to 59,3
210978,2017,Female,Saudi Arabia,Technicians and Health Assistants,Less Than 20,3
211009,2017,Female,Slovakia,Nursing and Midwifery,From 50 to 59,3
211107,2017,Female,Spain,Dentistry and Related Specialties,From 30 to 39,3
211108,2017,Female,South Korea,Nursing and Midwifery,From 50 to 59,3
211155,2018,Male,Tunisia,Dentistry and Related Specialties,From 50 to 59,3
211235,2018,Male,Syria,Therapy and Rehabilitation,From 20 to 29,3
211255,2018,Male,United Kingdom,Dentistry and Related Specialties,From 50 to 59,3
211305,2018,Male,United Kingdom,Laboratories and Medical Technology,From 60 to 69,3
211311,2018,Male,Tunisia,Therapy and Rehabilitation,From 60 to 69,3
211360,2018,Male,Turkey,Medicine and Surgery,From 50 to 59,3
211400,2018,Male,Sudan,Nursing and Midwifery,From 70 to 79,3
211559,2018,Male,Sweden,Medicine and Surgery,From 60 to 69,3
211614,2019,Female,Algeria,Dentistry and Related Specialties,From 50 to 59,3
211635,2018,Male,United Kingdom,Therapy and Rehabilitation,From 30 to 39,3
211673,2018,Male,Yemen,Nursing and Midwifery,From 40 to 49,3
211674,2018,Male,Yemen,Nursing and Midwifery,From 30 to 39,3
211684,2018,Male,Yemen,Laboratories and Medical Technology,From 50 to 59,3
211701,2018,Male,Yemen,Technicians and Health Assistants,From 30 to 39,3
211706,2018,Male,Yemen,Technicians and Health Assistants,From 20 to 29,3
211750,2019,Female,Azerbaijan,Medicine and Surgery,From 40 to 49,3
211874,2018,Male,United States,Nursing and Midwifery,From 40 to 49,3
212011,2018,Male,Uzbekistan,Medicine and Surgery,From 40 to 49,3
212047,2018,Male,United States,Pharmacists and Pharmacy Technicians,From 60 to 69,3
212069,2018,Male,United States,Technicians and Health Assistants,From 50 to 59,3
212080,2018,Male,Palestine,Laboratories and Medical Technology,From 40 to 49,3
212109,2018,Male,Palestine,Medicine and Surgery,From 20 to 29,3
212165,2018,Male,Pakistan,Pharmacists and Pharmacy Technicians,From 20 to 29,3
212182,2018,Male,Palestine,Dentistry and Related Specialties,From 60 to 69,3
212184,2018,Male,Palestine,Dentistry and Related Specialties,From 50 to 59,3
212189,2018,Male,Palestine,Dentistry and Related Specialties,From 20 to 29,3
212227,2018,Male,Philippines,Medicine and Surgery,From 70 to 79,3
212239,2018,Male,Philippines,Nursing and Midwifery,Unknown,3
212331,2018,Male,Nigeria,Nursing and Midwifery,From 30 to 39,3
212353,2018,Male,Nigeria,Therapy and Rehabilitation,From 40 to 49,3
212417,2018,Male,Nigeria,Medicine and Surgery,From 50 to 59,3
212528,2018,Male,Pakistan,Laboratories and Medical Technology,From 70 to 79,3
212538,2018,Male,Pakistan,Laboratories and Medical Technology,From 20 to 29,3
212569,2018,Male,Somalia,Medicine and Surgery,From 60 to 69,3
212584,2018,Male,South Africa,Laboratories and Medical Technology,From 60 to 69,3
212585,2018,Male,South Africa,Laboratories and Medical Technology,From 50 to 59,3
212620,2018,Male,Slovakia,Medicine and Surgery,From 50 to 59,3
212671,2018,Male,Sri Lanka,Medicine and Surgery,From 30 to 39,3
212763,2018,Male,Spain,Medicine and Surgery,From 60 to 69,3
212770,2018,Male,Spain,Medicine and Surgery,From 40 to 49,3
212815,2018,Male,Portugal,Nursing and Midwifery,From 30 to 39,3
212907,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,3
212939,2018,Male,Saudi Arabia,Therapy and Rehabilitation,From 80 to 89,3
212940,2018,Male,Saudi Arabia,Therapy and Rehabilitation,From 70 to 79,3
212945,2018,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Unknown,3
212982,2018,Male,Saudi Arabia,Laboratories and Medical Technology,From 80 to 89,3
213086,2019,Female,Nepal,Nursing and Midwifery,From 20 to 29,3
213159,2019,Female,Pakistan,Laboratories and Medical Technology,From 40 to 49,3
213198,2019,Female,Pakistan,Technicians and Health Assistants,From 30 to 39,3
213266,2019,Female,Lebanon,Laboratories and Medical Technology,From 40 to 49,3
213302,2019,Female,Lebanon,Medicine and Surgery,From 50 to 59,3
213331,2019,Female,Lebanon,Dentistry and Related Specialties,From 20 to 29,3
213370,2019,Female,Lebanon,Dentistry and Related Specialties,From 60 to 69,3
213453,2019,Female,Malaysia,Therapy and Rehabilitation,From 30 to 39,3
213460,2019,Female,Lebanon,Therapy and Rehabilitation,From 20 to 29,3
213477,2019,Female,Malaysia,Nursing and Midwifery,From 70 to 79,3
213544,2019,Female,Saudi Arabia,Medicine and Surgery,From 70 to 79,3
213545,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Unknown,3
213554,2019,Female,Saudi Arabia,Health Administration and Community Health,Less Than 20,3
213582,2019,Female,Philippines,Technicians and Health Assistants,From 60 to 69,3
213616,2019,Female,Saudi Arabia,Nursing and Midwifery,Less Than 20,3
213709,2019,Female,Saudi Arabia,Technicians and Health Assistants,From 60 to 69,3
213736,2019,Female,Palestine,Technicians and Health Assistants,From 50 to 59,3
213810,2019,Female,Pakistan,Therapy and Rehabilitation,From 50 to 59,3
213819,2019,Female,Pakistan,Therapy and Rehabilitation,From 40 to 49,3
213823,2019,Female,Palestine,Laboratories and Medical Technology,From 40 to 49,3
213827,2019,Female,Palestine,Nursing and Midwifery,From 30 to 39,3
213839,2019,Female,Palestine,Medicine and Surgery,From 50 to 59,3
213841,2019,Female,Palestine,Medicine and Surgery,From 40 to 49,3
213843,2019,Female,Palestine,Medicine and Surgery,From 20 to 29,3
213927,2019,Female,Philippines,Laboratories and Medical Technology,Less Than 20,3
213928,2019,Female,Philippines,Laboratories and Medical Technology,From 70 to 79,3
213975,2019,Female,Egypt,Technicians and Health Assistants,From 20 to 29,3
214076,2019,Female,Egypt,Dentistry and Related Specialties,From 70 to 79,3
214208,2019,Female,Canada,Dentistry and Related Specialties,From 30 to 39,3
214244,2019,Female,Canada,Nursing and Midwifery,From 20 to 29,3
214249,2019,Female,Canada,Medicine and Surgery,From 50 to 59,3
214425,2019,Female,China,Nursing and Midwifery,From 40 to 49,3
214483,2019,Female,Iraq,Medicine and Surgery,From 60 to 69,3
214562,2019,Female,Ireland,Laboratories and Medical Technology,From 30 to 39,3
214589,2019,Female,Jordan,Technicians and Health Assistants,From 20 to 29,3
214594,2019,Female,Kenya,Therapy and Rehabilitation,From 30 to 39,3
214811,2019,Female,India,Technicians and Health Assistants,From 20 to 29,3
214837,2019,Female,India,Therapy and Rehabilitation,From 60 to 69,3
214877,2019,Female,Greece,Nursing and Midwifery,From 50 to 59,3
214878,2019,Female,Greece,Medicine and Surgery,From 60 to 69,3
214886,2019,Female,Immigrant Tribes,Laboratories and Medical Technology,From 30 to 39,3
214959,2018,Female,Saudi Arabia,Nursing and Midwifery,Less Than 20,3
214965,2018,Female,Saudi Arabia,Nursing and Midwifery,From 70 to 79,3
215017,2018,Female,Saudi Arabia,Health Administration and Community Health,Less Than 20,3
215071,2018,Female,Somalia,Medicine and Surgery,From 20 to 29,3
215084,2018,Female,Somalia,Laboratories and Medical Technology,From 20 to 29,3
215108,2018,Female,Saudi Arabia,Technicians and Health Assistants,From 60 to 69,3
215124,2018,Female,Saudi Arabia,Technicians and Health Assistants,Unknown,3
215182,2018,Female,Philippines,Medicine and Surgery,From 30 to 39,3
215245,2018,Female,Philippines,Laboratories and Medical Technology,Less Than 20,3
215314,2018,Female,Russia,Medicine and Surgery,From 40 to 49,3
215363,2018,Female,Poland,Nursing and Midwifery,From 50 to 59,3
215397,2018,Female,Syria,Laboratories and Medical Technology,From 40 to 49,3
215461,2018,Female,Sudan,Laboratories and Medical Technology,From 60 to 69,3
215505,2018,Female,Sudan,Medicine and Surgery,Unknown,3
215543,2018,Female,Tunisia,Laboratories and Medical Technology,From 30 to 39,3
215599,2018,Female,Syria,Therapy and Rehabilitation,From 50 to 59,3
215610,2018,Female,Syria,Therapy and Rehabilitation,From 40 to 49,3
215616,2018,Female,Syria,Technicians and Health Assistants,From 30 to 39,3
215686,2018,Female,Somalia,Pharmacists and Pharmacy Technicians,From 30 to 39,3
215710,2018,Female,Somalia,Nursing and Midwifery,From 50 to 59,3
215713,2018,Female,Somalia,Therapy and Rehabilitation,From 30 to 39,3
215763,2018,Female,Sri Lanka,Nursing and Midwifery,From 40 to 49,3
215803,2018,Female,South Korea,Nursing and Midwifery,From 50 to 59,3
215806,2018,Female,Spain,Dentistry and Related Specialties,From 30 to 39,3
215883,2018,Female,Kenya,Medicine and Surgery,From 30 to 39,3
215917,2018,Female,Kenya,Therapy and Rehabilitation,From 30 to 39,3
215952,2018,Female,Jordan,Medicine and Surgery,From 20 to 29,3
215985,2018,Female,Lebanon,Laboratories and Medical Technology,From 40 to 49,3
216006,2018,Female,Lebanon,Laboratories and Medical Technology,From 20 to 29,3
216041,2018,Female,Kuwait,Medicine and Surgery,From 30 to 39,3
216077,2018,Female,Lebanon,Dentistry and Related Specialties,From 60 to 69,3
216078,2018,Female,Lebanon,Dentistry and Related Specialties,From 50 to 59,3
216094,2018,Female,Lebanon,Dentistry and Related Specialties,From 20 to 29,3
216135,2018,Female,Iraq,Medicine and Surgery,From 30 to 39,3
216215,2018,Female,Iraq,Medicine and Surgery,From 40 to 49,3
216253,2018,Female,Ireland,Nursing and Midwifery,From 20 to 29,3
216292,2018,Female,Iraq,Medicine and Surgery,From 60 to 69,3
216428,2018,Female,Pakistan,Dentistry and Related Specialties,From 50 to 59,3
216475,2018,Female,Palestine,Medicine and Surgery,From 50 to 59,3
216480,2018,Female,Palestine,Laboratories and Medical Technology,From 50 to 59,3
216508,2018,Female,Palestine,Nursing and Midwifery,From 30 to 39,3
216515,2018,Female,Pakistan,Therapy and Rehabilitation,From 50 to 59,3
216516,2018,Female,Pakistan,Therapy and Rehabilitation,From 40 to 49,3
216519,2018,Female,Pakistan,Therapy and Rehabilitation,From 20 to 29,3
216647,2018,Female,Lebanon,Pharmacists and Pharmacy Technicians,From 20 to 29,3
216663,2018,Female,Malaysia,Therapy and Rehabilitation,From 30 to 39,3
216679,2018,Female,Malaysia,Laboratories and Medical Technology,From 30 to 39,3
216773,2018,Female,Nepal,Nursing and Midwifery,From 20 to 29,3
216922,2018,Male,Germany,Medicine and Surgery,From 50 to 59,3
216965,2018,Male,India,Technicians and Health Assistants,From 60 to 69,3
216985,2018,Male,India,Medicine and Surgery,From 20 to 29,3
216995,2018,Male,Immigrant Tribes,Therapy and Rehabilitation,From 20 to 29,3
217096,2018,Male,Egypt,Nursing and Midwifery,From 20 to 29,3
217110,2018,Male,Egypt,Health Administration and Community Health,From 60 to 69,3
217181,2018,Male,Finland,Nursing and Midwifery,From 30 to 39,3
217211,2018,Male,France,Medicine and Surgery,From 40 to 49,3
217216,2018,Male,France,Medicine and Surgery,From 30 to 39,3
217240,2018,Male,Eritrea,Dentistry and Related Specialties,From 30 to 39,3
217276,2018,Male,Ethiopia,Medicine and Surgery,From 60 to 69,3
217357,2018,Male,Kenya,Therapy and Rehabilitation,From 40 to 49,3
217397,2018,Male,Kuwait,Dentistry and Related Specialties,From 40 to 49,3
217486,2018,Male,Lebanon,Nursing and Midwifery,From 50 to 59,3
217542,2018,Male,Indonesia,Nursing and Midwifery,From 20 to 29,3
217554,2018,Male,Ireland,Nursing and Midwifery,From 30 to 39,3
217586,2018,Male,India,Therapy and Rehabilitation,From 60 to 69,3
217641,2018,Male,Jordan,Medicine and Surgery,Unknown,3
217676,2018,Male,Jordan,Technicians and Health Assistants,From 20 to 29,3
217680,2018,Male,Jordan,Pharmacists and Pharmacy Technicians,From 70 to 79,3
217688,2018,Male,Jordan,Nursing and Midwifery,From 20 to 29,3
217743,2018,Male,Jordan,Laboratories and Medical Technology,From 20 to 29,3
217777,2018,Female,United States,Therapy and Rehabilitation,From 20 to 29,3
217788,2018,Female,Yemen,Medicine and Surgery,From 60 to 69,3
217849,2018,Female,United States,Pharmacists and Pharmacy Technicians,From 60 to 69,3
