,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Profile_Status_En,Number_of_Practitioners
219593,2017,Female,Immigrant Tribes,Laboratories and Medical Technology,Clear,2
219602,2017,Female,Ghana,Nursing and Midwifery,Clear,2
219603,2017,Female,Germany,Therapy and Rehabilitation,Clear,2
219604,2017,Female,Germany,Nursing and Midwifery,Clear,2
219605,2017,Female,Germany,Medicine and Surgery,Clear,2
219608,2017,Female,France,Pharmacists and Pharmacy Technicians,Clear,2
219610,2017,Female,France,Dentistry and Related Specialties,Clear,2
219615,2017,Female,India,Health Administration and Community Health,Clear,2
219704,2017,Female,Nepal,Nursing and Midwifery,Clear,2
219711,2017,Female,Morocco,Medicine and Surgery,Clear,2
219718,2017,Female,Mauritania,Laboratories and Medical Technology,Clear,2
219728,2017,Female,Netherlands,Nursing and Midwifery,Clear,2
219744,2017,Female,New Zealand,Therapy and Rehabilitation,Clear,2
219745,2017,Female,Oman,Medicine and Surgery,Clear,2
219761,2016,Male,United Kingdom,Technicians and Health Assistants,Clear,2
219770,2016,Male,United Kingdom,Medicine and Surgery,Blacklisted,2
219780,2016,Male,Turkey,Dentistry and Related Specialties,Clear,2
219788,2016,Male,Uzbekistan,Medicine and Surgery,Clear,2
219799,2016,Male,Venezuela,Medicine and Surgery,Clear,2
219819,2016,Male,Sudan,Medicine and Surgery,Temporary Suspended,2
219831,2016,Male,Sri Lanka,Technicians and Health Assistants,Blacklisted,2
219835,2016,Male,Sri Lanka,Laboratories and Medical Technology,Clear,2
219840,2016,Male,Spain,Dentistry and Related Specialties,Clear,2
219848,2016,Male,Thailand,Laboratories and Medical Technology,Clear,2
219865,2016,Male,Sweden,Nursing and Midwifery,Clear,2
219876,2017,Female,Egypt,Laboratories and Medical Technology,Temporary Suspended,2
219882,2017,Female,Djibouti,Nursing and Midwifery,Clear,2
219891,2017,Female,Czech Republic,Nursing and Midwifery,Blacklisted,2
219913,2017,Female,Eritrea,Health Administration and Community Health,Clear,2
219914,2017,Female,Egypt,Therapy and Rehabilitation,Temporary Suspended,2
219929,2017,Female,Afghanistan,Dentistry and Related Specialties,Clear,2
219931,2017,Female,Bangladesh,Nursing and Midwifery,Blacklisted,2
219932,2017,Female,Bangladesh,Laboratories and Medical Technology,Clear,2
219937,2017,Female,Bahrain,Nursing and Midwifery,Clear,2
219943,2017,Female,Austria,Nursing and Midwifery,Clear,2
219949,2017,Female,Australia,Dentistry and Related Specialties,Clear,2
219950,2017,Female,Argentina,Nursing and Midwifery,Clear,2
219958,2017,Female,Bangladesh,Nursing and Midwifery,Temporary Suspended,2
219967,2017,Female,Chad,Medicine and Surgery,Clear,2
219981,2017,Female,Belarus,Medicine and Surgery,Clear,2
219986,2017,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Temporary Suspended,2
220000,2017,Male,Indonesia,Nursing and Midwifery,Blacklisted,2
220003,2017,Male,India,Unknown,Blacklisted,2
220007,2017,Male,India,Technicians and Health Assistants,Temporary Suspended,2
220015,2017,Male,Ireland,Therapy and Rehabilitation,Clear,2
220022,2017,Male,Kenya,Laboratories and Medical Technology,Clear,2
220028,2017,Male,Jordan,Pharmacists and Pharmacy Technicians,Blacklisted,2
220033,2017,Male,Jordan,Medicine and Surgery,Blacklisted,2
220058,2017,Male,Ethiopia,Dentistry and Related Specialties,Clear,2
220069,2017,Male,Eritrea,Dentistry and Related Specialties,Clear,2
220079,2017,Male,India,Health Administration and Community Health,Clear,2
220083,2017,Male,Immigrant Tribes,Therapy and Rehabilitation,Clear,2
220085,2017,Male,Immigrant Tribes,Technicians and Health Assistants,Clear,2
220111,2017,Male,Pakistan,Therapy and Rehabilitation,Temporary Suspended,2
220159,2017,Male,Morocco,Laboratories and Medical Technology,Clear,2
220167,2017,Male,Malaysia,Technicians and Health Assistants,Clear,2
220171,2017,Male,Lebanon,Therapy and Rehabilitation,Clear,2
220172,2017,Male,Lebanon,Technicians and Health Assistants,Clear,2
220177,2017,Male,Lebanon,Nursing and Midwifery,Blacklisted,2
220184,2017,Male,Morocco,Medicine and Surgery,Clear,2
220195,2017,Male,Nigeria,Medicine and Surgery,Blacklisted,2
220197,2017,Male,Nigeria,Health Administration and Community Health,Clear,2
220198,2017,Male,Nigeria,Dentistry and Related Specialties,Clear,2
220205,2017,Male,Netherlands,Pharmacists and Pharmacy Technicians,Clear,2
220211,2017,Male,Myanmar,Health Administration and Community Health,Clear,2
220215,2017,Female,Sudan,Therapy and Rehabilitation,Blacklisted,2
220219,2017,Female,Thailand,Laboratories and Medical Technology,Clear,2
220236,2017,Female,Syria,Dentistry and Related Specialties,Blacklisted,2
220261,2017,Female,Turkey,Medicine and Surgery,Clear,2
220266,2017,Female,Tunisia,Technicians and Health Assistants,Clear,2
220268,2017,Female,Tunisia,Nursing and Midwifery,Temporary Suspended,2
220329,2017,Male,Belgium,Medicine and Surgery,Clear,2
220340,2017,Male,Canada,Technicians and Health Assistants,Clear,2
220357,2017,Male,Colombia,Dentistry and Related Specialties,Clear,2
220373,2017,Male,Egypt,Dentistry and Related Specialties,Temporary Suspended,2
220375,2017,Male,Egypt,Dentistry and Related Specialties,Blacklisted,2
220389,2017,Male,Afghanistan,Pharmacists and Pharmacy Technicians,Clear,2
220401,2017,Female,Yemen,Medicine and Surgery,Blacklisted,2
220402,2017,Female,Yemen,Laboratories and Medical Technology,Temporary Suspended,2
220408,2017,Female,Unknown,Laboratories and Medical Technology,Clear,2
220426,2017,Male,Bahrain,Laboratories and Medical Technology,Clear,2
220434,2017,Male,Australia,Laboratories and Medical Technology,Clear,2
220437,2017,Male,Algeria,Therapy and Rehabilitation,Clear,2
220443,2020,Female,Philippines,Dentistry and Related Specialties,Blacklisted,2
220454,2020,Female,Pakistan,Nursing and Midwifery,Temporary Suspended,2
220457,2020,Female,Pakistan,Nursing and Midwifery,Blacklisted,2
220458,2020,Female,Pakistan,Medicine and Surgery,Temporary Suspended,2
220462,2020,Female,Pakistan,Laboratories and Medical Technology,Blacklisted,2
220465,2020,Female,Oman,Nursing and Midwifery,Clear,2
220467,2020,Female,Oman,Medicine and Surgery,Clear,2
220472,2020,Female,Philippines,Laboratories and Medical Technology,Temporary Suspended,2
220474,2020,Female,Russia,Medicine and Surgery,Clear,2
220475,2020,Female,Romania,Therapy and Rehabilitation,Clear,2
220479,2020,Female,Portugal,Medicine and Surgery,Clear,2
220483,2020,Female,Poland,Therapy and Rehabilitation,Clear,2
220487,2020,Female,Philippines,Therapy and Rehabilitation,Temporary Suspended,2
220491,2020,Female,Philippines,Technicians and Health Assistants,Blacklisted,2
220492,2020,Female,Philippines,Pharmacists and Pharmacy Technicians,Blacklisted,2
220504,2020,Female,Malaysia,Nursing and Midwifery,Temporary Suspended,2
220514,2020,Female,Lebanon,Technicians and Health Assistants,Clear,2
220535,2020,Female,Niger,Nursing and Midwifery,Clear,2
220550,2020,Female,Morocco,Medicine and Surgery,Clear,2
220564,2020,Female,Syria,Dentistry and Related Specialties,Temporary Suspended,2
220575,2020,Female,Sudan,Medicine and Surgery,Blacklisted,2
220598,2020,Female,Ukraine,Medicine and Surgery,Clear,2
220602,2020,Female,Turkey,Pharmacists and Pharmacy Technicians,Clear,2
220606,2020,Female,Tunisia,Pharmacists and Pharmacy Technicians,Clear,2
220612,2020,Female,Sri Lanka,Medicine and Surgery,Clear,2
220613,2020,Female,Spain,Nursing and Midwifery,Clear,2
220620,2020,Female,Scotland,Medicine and Surgery,Clear,2
220641,2020,Female,Singapore,Nursing and Midwifery,Clear,2
220656,2020,Female,South Africa,Dentistry and Related Specialties,Clear,2
220660,2020,Female,Somalia,Pharmacists and Pharmacy Technicians,Clear,2
220670,2020,Female,Kuwait,Dentistry and Related Specialties,Clear,2
220673,2020,Female,Bangladesh,Laboratories and Medical Technology,Clear,2
220675,2020,Female,Bangladesh,Health Administration and Community Health,Clear,2
220676,2020,Female,Bangladesh,Dentistry and Related Specialties,Clear,2
220679,2020,Female,Bahrain,Pharmacists and Pharmacy Technicians,Clear,2
220685,2020,Female,Azerbaijan,Dentistry and Related Specialties,Clear,2
220686,2020,Female,Australia,Therapy and Rehabilitation,Clear,2
220692,2020,Female,Afghanistan,Nursing and Midwifery,Clear,2
220703,2020,Female,Colombia,Dentistry and Related Specialties,Clear,2
220706,2020,Female,Chad,Therapy and Rehabilitation,Clear,2
220712,2020,Female,Canada,Pharmacists and Pharmacy Technicians,Clear,2
220717,2020,Female,Cameroon,Nursing and Midwifery,Clear,2
220722,2020,Female,Belarus,Medicine and Surgery,Clear,2
220727,2019,Male,Yemen,Medicine and Surgery,Temporary Suspended,2
220732,2019,Male,United Kingdom,Medicine and Surgery,Temporary Suspended,2
220739,2019,Male,United Arab Emirates,Medicine and Surgery,Clear,2
220741,2019,Male,Turkmenistan,Medicine and Surgery,Clear,2
220769,2019,Male,Unknown,Nursing and Midwifery,Clear,2
220788,2020,Female,Indonesia,Dentistry and Related Specialties,Clear,2
220792,2020,Female,India,Therapy and Rehabilitation,Blacklisted,2
220803,2020,Female,India,Health Administration and Community Health,Clear,2
220820,2020,Female,Jordan,Pharmacists and Pharmacy Technicians,Blacklisted,2
220822,2020,Female,Jordan,Laboratories and Medical Technology,Temporary Suspended,2
220840,2020,Female,Immigrant Tribes,Dentistry and Related Specialties,Clear,2
220841,2020,Female,Greece,Therapy and Rehabilitation,Clear,2
220842,2020,Female,Cuba,Nursing and Midwifery,Clear,2
220851,2020,Female,Egypt,Nursing and Midwifery,Temporary Suspended,2
220857,2020,Female,Egypt,Dentistry and Related Specialties,Temporary Suspended,2
220875,2020,Female,Germany,Medicine and Surgery,Clear,2
220879,2020,Female,France,Medicine and Surgery,Clear,2
220886,2020,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Clear,2
220907,2020,Male,Serbia,Nursing and Midwifery,Clear,2
220908,2020,Male,Scotland,Nursing and Midwifery,Clear,2
220914,2020,Male,Saudi Arabia,Technicians and Health Assistants,Temporary Suspended,2
220915,2020,Male,Saudi Arabia,Technicians and Health Assistants,Blacklisted,2
220916,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Temporary Suspended,2
220972,2020,Male,Pakistan,Laboratories and Medical Technology,Temporary Suspended,2
220987,2020,Male,Romania,Therapy and Rehabilitation,Clear,2
220991,2020,Male,Philippines,Therapy and Rehabilitation,Blacklisted,2
220995,2020,Male,Philippines,Pharmacists and Pharmacy Technicians,Blacklisted,2
221010,2020,Male,Palestine,Technicians and Health Assistants,Clear,2
221011,2020,Male,Sudan,Nursing and Midwifery,Temporary Suspended,2
221022,2020,Male,Yemen,Medicine and Surgery,Temporary Suspended,2
221039,2020,Male,Unknown,Nursing and Midwifery,Clear,2
221052,2021,Female,Australia,Therapy and Rehabilitation,Clear,2
221055,2021,Female,Australia,Dentistry and Related Specialties,Clear,2
221062,2021,Female,Algeria,Laboratories and Medical Technology,Clear,2
221065,2021,Female,Afghanistan,Pharmacists and Pharmacy Technicians,Clear,2
221117,2020,Male,Turkmenistan,Medicine and Surgery,Clear,2
221125,2020,Male,Nigeria,Dentistry and Related Specialties,Clear,2
221129,2020,Male,Denmark,Medicine and Surgery,Clear,2
221135,2020,Male,Croatia,Medicine and Surgery,Clear,2
221138,2020,Male,China,Nursing and Midwifery,Clear,2
221139,2020,Male,China,Medicine and Surgery,Clear,2
221156,2020,Male,Egypt,Dentistry and Related Specialties,Temporary Suspended,2
221160,2020,Male,Finland,Medicine and Surgery,Clear,2
221182,2020,Male,Bangladesh,Pharmacists and Pharmacy Technicians,Blacklisted,2
221189,2020,Male,Afghanistan,Pharmacists and Pharmacy Technicians,Clear,2
221192,2020,Male,Afghanistan,Dentistry and Related Specialties,Clear,2
221203,2020,Female,Venezuela,Medicine and Surgery,Clear,2
221205,2020,Female,Uzbekistan,Medicine and Surgery,Clear,2
221212,2020,Male,Algeria,Pharmacists and Pharmacy Technicians,Clear,2
221214,2020,Male,Bahrain,Dentistry and Related Specialties,Clear,2
221265,2020,Male,Jordan,Dentistry and Related Specialties,Blacklisted,2
221276,2020,Male,Netherlands,Pharmacists and Pharmacy Technicians,Clear,2
221280,2020,Male,Morocco,Nursing and Midwifery,Clear,2
221281,2020,Male,Morocco,Medicine and Surgery,Clear,2
221284,2020,Male,Lebanon,Technicians and Health Assistants,Clear,2
221290,2020,Male,Malaysia,Technicians and Health Assistants,Clear,2
221297,2020,Male,Ireland,Dentistry and Related Specialties,Clear,2
221300,2020,Male,India,Health Administration and Community Health,Clear,2
221307,2020,Male,Immigrant Tribes,Medicine and Surgery,Clear,2
221309,2020,Male,Immigrant Tribes,Health Administration and Community Health,Clear,2
221310,2020,Male,Iceland,Medicine and Surgery,Clear,2
221317,2020,Male,Greece,Laboratories and Medical Technology,Clear,2
221318,2020,Male,Greece,Dentistry and Related Specialties,Clear,2
221335,2020,Male,Indonesia,Nursing and Midwifery,Blacklisted,2
221338,2020,Male,India,Unknown,Blacklisted,2
221346,2020,Male,India,Technicians and Health Assistants,Blacklisted,2
221349,2020,Male,India,Pharmacists and Pharmacy Technicians,Blacklisted,2
221352,2020,Male,India,Nursing and Midwifery,Blacklisted,2
221361,2019,Female,Jordan,Pharmacists and Pharmacy Technicians,Blacklisted,2
221365,2019,Female,Jordan,Laboratories and Medical Technology,Temporary Suspended,2
221369,2019,Female,Italy,Nursing and Midwifery,Clear,2
221370,2019,Female,Italy,Medicine and Surgery,Clear,2
221375,2019,Female,Iraq,Pharmacists and Pharmacy Technicians,Clear,2
221378,2019,Female,Iraq,Laboratories and Medical Technology,Clear,2
221380,2019,Female,Indonesia,Therapy and Rehabilitation,Clear,2
221384,2019,Female,Kenya,Dentistry and Related Specialties,Clear,2
221388,2019,Female,Macedonia,Nursing and Midwifery,Clear,2
221392,2019,Female,Lebanon,Technicians and Health Assistants,Clear,2
221405,2019,Female,Kuwait,Dentistry and Related Specialties,Clear,2
221407,2019,Female,Kenya,Nursing and Midwifery,Clear,2
221408,2019,Female,Kenya,Medicine and Surgery,Clear,2
221413,2019,Female,Indonesia,Dentistry and Related Specialties,Clear,2
221434,2019,Female,Ethiopia,Medicine and Surgery,Clear,2
221457,2019,Female,India,Medicine and Surgery,Blacklisted,2
221461,2019,Female,Immigrant Tribes,Therapy and Rehabilitation,Clear,2
221464,2019,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,Clear,2
221466,2019,Female,Immigrant Tribes,Health Administration and Community Health,Clear,2
221467,2019,Female,Malaysia,Medicine and Surgery,Clear,2
221473,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Temporary Suspended,2
221478,2019,Female,Portugal,Medicine and Surgery,Clear,2
221489,2019,Female,Philippines,Technicians and Health Assistants,Blacklisted,2
221546,2019,Female,Morocco,Laboratories and Medical Technology,Clear,2
221550,2019,Female,Mauritania,Therapy and Rehabilitation,Clear,2
221569,2019,Female,Pakistan,Health Administration and Community Health,Clear,2
221583,2019,Female,South Africa,Dentistry and Related Specialties,Clear,2
221584,2018,Male,Sudan,Pharmacists and Pharmacy Technicians,Temporary Suspended,2
221602,2018,Male,Syria,Health Administration and Community Health,Clear,2
221604,2018,Male,Syria,Dentistry and Related Specialties,Temporary Suspended,2
221614,2018,Male,United States,Medicine and Surgery,Blacklisted,2
221621,2018,Male,United Kingdom,Medicine and Surgery,Blacklisted,2
221627,2018,Male,United Arab Emirates,Medicine and Surgery,Clear,2
221643,2018,Male,Slovakia,Nursing and Midwifery,Clear,2
221650,2018,Male,Saudi Arabia,Technicians and Health Assistants,Temporary Suspended,2
221660,2018,Male,Saudi Arabia,Medicine and Surgery,Temporary Suspended,2
221667,2018,Male,Somalia,Dentistry and Related Specialties,Clear,2
221671,2018,Male,Sudan,Nursing and Midwifery,Temporary Suspended,2
221691,2018,Male,South Africa,Pharmacists and Pharmacy Technicians,Clear,2
221708,2019,Female,China,Nursing and Midwifery,Blacklisted,2
221712,2019,Female,Chad,Therapy and Rehabilitation,Clear,2
221718,2019,Female,Canada,Pharmacists and Pharmacy Technicians,Clear,2
221727,2019,Female,Egypt,Nursing and Midwifery,Temporary Suspended,2
221741,2019,Female,Egypt,Nursing and Midwifery,Blacklisted,2
221756,2019,Female,Algeria,Therapy and Rehabilitation,Clear,2
221776,2018,Male,Unknown,Nursing and Midwifery,Clear,2
221778,2018,Male,Unknown,Laboratories and Medical Technology,Clear,2
221787,2019,Female,Bangladesh,Nursing and Midwifery,Temporary Suspended,2
221792,2019,Female,Bangladesh,Laboratories and Medical Technology,Clear,2
221793,2019,Female,Bangladesh,Health Administration and Community Health,Clear,2
221797,2019,Female,Australia,Pharmacists and Pharmacy Technicians,Clear,2
221801,2019,Female,Bahrain,Pharmacists and Pharmacy Technicians,Clear,2
221805,2019,Female,Bahrain,Dentistry and Related Specialties,Clear,2
221812,2019,Male,Lebanon,Technicians and Health Assistants,Clear,2
221817,2019,Male,Nigeria,Medicine and Surgery,Blacklisted,2
221823,2019,Male,Myanmar,Health Administration and Community Health,Clear,2
221824,2019,Male,Morocco,Nursing and Midwifery,Clear,2
221825,2019,Male,Morocco,Medicine and Surgery,Clear,2
221830,2019,Male,Malaysia,Technicians and Health Assistants,Clear,2
221845,2019,Male,Palestine,Dentistry and Related Specialties,Temporary Suspended,2
221849,2019,Male,Pakistan,Technicians and Health Assistants,Blacklisted,2
221855,2019,Male,Pakistan,Nursing and Midwifery,Blacklisted,2
221862,2019,Male,Pakistan,Laboratories and Medical Technology,Temporary Suspended,2
221864,2019,Male,Pakistan,Laboratories and Medical Technology,Blacklisted,2
