,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,University_Name,Current_Training_Center_Name_En,Number_of_Trainees,University_Longitude,University_Latitude,Training_Center_Longitude,Training_Center_Latitude
9786,2020,Male,Sudan,Medicine and Surgery,Unknown,Medina Cardiac Center,1,,,38.194309,24.0204254
9787,2020,Male,Saudi Arabia,Unknown,Umm Al Qura University,King Abdulaziz Medical City for National Guard in Riyadh,1,39.952206,21.3299695,46.6375541,24.7414432
9788,2020,Male,Sudan,Medicine and Surgery,Al Fashir University,Medina Cardiac Center,1,25.3220155,13.6281362,38.194309,24.0204254
9789,2020,Male,Sudan,Medicine and Surgery,Omdurman Islamic University - Sudan,Maternity and Children Hospital in Medina,1,32.4495547,15.5728519,38.194309,24.0204254
9790,2020,Male,Sudan,Medicine and Surgery,Omdurman Islamic University - Sudan,King Saud Medical City in Riyadh,1,32.4495547,15.5728519,46.6375541,24.7414432
9791,2020,Male,Sudan,Medicine and Surgery,Omdurman Islamic University - Sudan,King Khalid University Hospital in Riyadh,1,32.4495547,15.5728519,46.6375541,24.7414432
9792,2020,Male,Sudan,Medicine and Surgery,Omdurman Islamic University - Sudan,King Fahd Hospital of the Armed Forces in the south,1,32.4495547,15.5728519,42.5238139,18.2024106
9793,2020,Male,Sudan,Medicine and Surgery,Omdurman Islamic University - Sudan,General Directorate of Health Affairs in Najran Region,1,32.4495547,15.5728519,44.2337583,17.545267
9794,2020,Male,Sudan,Medicine and Surgery,Misr University For Science And Technology - Egypt,King Saud Medical City in Riyadh,1,30.9658318,29.996053,46.6375541,24.7414432
9795,2020,Male,Spain,Medicine and Surgery,Unknown,International Medical Center in Jeddah,1,,,39.362754,21.4222327
9796,2020,Male,Sudan,Medicine and Surgery,Saudi Commission For Health Specialties,King Faisal Specialist Hospital and Research Center in Riyadh,1,46.624451,24.6729408,46.6375541,24.7414432
9797,2020,Male,Somalia,Medicine and Surgery,Unknown,Dr. Soliman Fakeeh Hospital in Jeddah,1,,,39.362754,21.4222327
9798,2020,Male,Somalia,Medicine and Surgery,King Abdulaziz University,King Fahd General Hospital in Jeddah,1,39.2391473,21.4932675,39.362754,21.4222327
9799,2020,Male,Saudi Arabia,Unknown,Unknown,King Faisal Specialist Hospital and Research Center in Riyadh,1,,,46.6375541,24.7414432
9800,2020,Male,Saudi Arabia,Unknown,Unknown,King Fahd Specialist Hospital in Dammam,1,,,50.1506389,26.2846113
9801,2020,Male,Saudi Arabia,Unknown,University Of Imam Muhammad Bin Saud Islamic University,King Faisal Specialist Hospital and Research Center in Riyadh,1,46.7012672,24.8113861,46.6375541,24.7414432
9802,2020,Male,Saudi Arabia,Unknown,Umm Al Qura University,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,39.952206,21.3299695,46.6375541,24.7414432
9803,2020,Male,Sudan,Medicine and Surgery,Omdurman Islamic University - Sudan,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,32.4495547,15.5728519,46.6375541,24.7414432
9804,2020,Male,Sudan,Medicine and Surgery,University Of Bahr El-Ghazal,King Fahd Hospital in Medina,1,27.9944542,7.6919277,38.194309,24.0204254
9805,2020,Male,Sudan,Medicine and Surgery,Unknown,King Salman Hospital for North West Armed Forces in Tabuk,1,,,36.5957527,28.3494438
9806,2020,Male,Sudan,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Jazan Region,1,,,42.5471234,16.978015
9807,2020,Male,Sudan,Medicine and Surgery,Unknown,King Fahd Specialist Hospital in Dammam,1,,,50.1506389,26.2846113
9808,2020,Male,Sudan,Medicine and Surgery,Unknown,King Fahd Hospital of the Armed Forces in the south,1,,,42.5238139,18.2024106
9809,2020,Male,Sudan,Medicine and Surgery,Unknown,King Fahd Hospital in Medina,1,,,38.194309,24.0204254
9810,2020,Male,Sudan,Medicine and Surgery,Unknown,King Fahad Medical City in Riyadh,1,,,46.6375541,24.7414432
9811,2020,Male,Sudan,Medicine and Surgery,Unknown,King Abdulaziz Medical City for National Guard in Riyadh,1,,,46.6375541,24.7414432
9812,2020,Male,Sudan,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Najran Region,1,,,44.2337583,17.545267
9813,2020,Male,Sudan,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Al-Baha Region,1,,,41.5057266,20.0583716
9814,2020,Male,Sudan,Medicine and Surgery,University Of Gezira,King Abdulaziz Medical City for National Guard in Riyadh,1,33.5294074,14.3857952,46.6375541,24.7414432
9815,2020,Male,Sudan,Medicine and Surgery,Unknown,Al Jalila Pediatric Hospital in Dubai,1,,,55.3187375177297,25.2259087616038
9816,2020,Male,Sudan,Medicine and Surgery,University Of Science And Technology - Sudan,King Khalid Hospital in Hail,1,32.5129214,15.5991991,41.6967663,27.5085257
9817,2020,Male,Sudan,Medicine and Surgery,University Of Medical Sciences And Technology,Rashed Hospital in Dubai,1,32.5575368,15.5759745,55.31923041657,25.245130400261
9818,2020,Male,Sudan,Medicine and Surgery,University Of Khartoum,King Khalid Hospital in Hail,1,32.5424286,15.6098211,41.6967663,27.5085257
9819,2020,Male,Sudan,Medicine and Surgery,University Of Juba,General Directorate of Health Affairs in Aseer Region,1,31.59049989999999,4.8409282,42.5238139,18.2024106
9820,2020,Male,Sudan,Medicine and Surgery,University Of Gezira,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,1,33.5294074,14.3857952,46.6375541,24.7414432
9821,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Security Forces Hospital in Dammam,1,39.952206,21.3299695,50.1506389,26.2846113
9822,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Saud AlBabtain Cardiac Center in Dammam,1,39.952206,21.3299695,50.1506389,26.2846113
9823,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Riyadh Second Health Cluster,1,39.952206,21.3299695,46.6375541,24.7414432
9824,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Abdulaziz Hospital in Jeddah,1,43.7668031,26.3488806,39.362754,21.4222327
9825,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Khalid Hospital in Hail,1,43.7668031,26.3488806,41.6967663,27.5085257
9826,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,1,43.7668031,26.3488806,46.6375541,24.7414432
9827,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Faisal Specialist Hospital and Research Center in Jeddah,1,43.7668031,26.3488806,39.362754,21.4222327
9828,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Fahd Specialist Hospital in Dammam,1,43.7668031,26.3488806,50.1506389,26.2846113
9829,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Fahd Hospital in Medina,1,43.7668031,26.3488806,38.194309,24.0204254
9830,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Fahd General Hospital in Jeddah,1,43.7668031,26.3488806,39.362754,21.4222327
9831,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Joint Training Program in the Central Region,1,43.7668031,26.3488806,46.6375541,24.7414432
9832,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Salman Hospital for North West Armed Forces in Tabuk,1,43.7668031,26.3488806,36.5957527,28.3494438
9833,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Imam Abdulrahman Al-Faisal Hospital in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
9834,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Eradah Mental Health Hospital in Buraidah,1,43.7668031,26.3488806,43.4838773,25.8827324
9835,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Dammam Medical Complex,1,43.7668031,26.3488806,50.1506389,26.2846113
9836,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Armed Forces Hospital in the North in Hafar Albatin,1,43.7668031,26.3488806,45.9764941,28.4131784
9837,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Al-Iman Hospital in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
9838,2020,Male,Saudi Arabia,Medicine and Surgery,Princess Nora Bint Abdul Rahman University,Riyadh First Health Cluster,1,46.7255186,24.8466526,46.6375541,24.7414432
9839,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Khalid University Hospital in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
9840,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,King Saud Hospital in Unaizah,1,43.7668031,26.3488806,43.4838773,25.8827324
9841,2020,Male,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,1,47.2718009,24.1532384,46.6375541,24.7414432
9842,2020,Male,Saudi Arabia,Medicine and Surgery,Riyadh Colleges Of Dentistry And Pharmacy,Prince Sultan Military Medical City in Riyadh,1,46.717934,24.8033962,46.6375541,24.7414432
9843,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,"Joint training program in the central region, Riyadh",1,46.624451,24.6729408,46.6375541,24.7414432
9844,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Joint Training Program in the Central Region,1,46.624451,24.6729408,46.6375541,24.7414432
9845,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Dammam Medical Complex,1,46.624451,24.6729408,50.1506389,26.2846113
9846,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Armed Forces Hospital in Al-Hada in Taif,1,46.624451,24.6729408,40.412451,21.2401719
9847,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,Alnoor Specialist Hospital in Mecca,1,46.624451,24.6729408,39.94124,21.331945
9848,2020,Male,Saudi Arabia,Medicine and Surgery,Sana'A University - Yemen,King Faisal Specialist Hospital and Research Center in Riyadh,1,44.1889701,15.3650038,46.6375541,24.7414432
9849,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Uhud General Hospital in Medina,1,43.7668031,26.3488806,38.194309,24.0204254
9850,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Maternity and Children Hospital in Medina,1,43.7668031,26.3488806,38.194309,24.0204254
9851,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,The program of the Ministry of Health in Madinah,1,43.7668031,26.3488806,38.194309,24.0204254
9852,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,The program of the Ministry of Health in Al-Jouf,1,43.7668031,26.3488806,40.044994,29.790749
9853,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Saud AlBabtain Cardiac Center in Dammam,1,43.7668031,26.3488806,50.1506389,26.2846113
9854,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Riyadh First Health Cluster,1,43.7668031,26.3488806,46.6375541,24.7414432
9855,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Qassim health Cluster,1,43.7668031,26.3488806,43.4838773,25.8827324
9856,2020,Male,Saudi Arabia,Medicine and Surgery,Qassim University,Medical City of King Saud University in Riyadh,1,43.7668031,26.3488806,46.6375541,24.7414432
9857,2020,Male,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,King Salman bin Abdulaziz Hospital in Riyadh,1,47.2718009,24.1532384,46.6375541,24.7414432
9858,2020,Male,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,East Jeddah Hospital in Jeddah,1,47.2718009,24.1532384,39.362754,21.4222327
9859,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,1,39.952206,21.3299695,38.194309,24.0204254
9860,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,Armed Forces Hospital in Al-Hada in Taif,1,44.5322252,17.6339299,40.412451,21.2401719
9861,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,King Hamad University Hospital in Kingdom of Bahrain,1,44.5322252,17.6339299,50.6009673773893,26.2626018575654
9862,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,King Fahd Specialist Hospital in Buraidah,1,44.5322252,17.6339299,43.4838773,25.8827324
9863,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,King Abdulaziz Medical City of National Guard in Alahsa,1,44.5322252,17.6339299,49.5142036,25.332395
9864,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,King Abdulaziz Medical City for National Guard in Riyadh,1,44.5322252,17.6339299,46.6375541,24.7414432
9865,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,King Abdulaziz Hospital in Mecca,1,44.5322252,17.6339299,39.94124,21.331945
9866,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,Dammam Medical Complex,1,44.5322252,17.6339299,50.1506389,26.2846113
9867,2020,Male,Saudi Arabia,Medicine and Surgery,Misr University For Science And Technology - Egypt,King Faisal Specialist Hospital and Research Center in Jeddah,1,30.9658318,29.996053,39.362754,21.4222327
9868,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,Maternity and Children Hospital in Dammam,1,44.5322252,17.6339299,50.1506389,26.2846113
9869,2020,Male,Saudi Arabia,Medicine and Surgery,Misr University For Science And Technology - Egypt,King Abdullah Medical City in the Holy Capital,1,30.9658318,29.996053,39.94124,21.331945
9870,2020,Male,Saudi Arabia,Medicine and Surgery,Ministry Of Education In Saudi Arabia,King Fahd Military Medical Complex in Dhahran,1,46.7011849,24.7416058,50.1506389,26.2846113
9871,2020,Male,Saudi Arabia,Medicine and Surgery,Ministry Of Education In Saudi Arabia,Family Medicine Academy in the First Health Cluster,1,46.7011849,24.7416058,46.6375541,24.7414432
9872,2020,Male,Saudi Arabia,Medicine and Surgery,Mansoura University - Egypt,Maternity and Children Hospital in Dammam,1,31.35368669999999,31.0448903,50.1506389,26.2846113
9873,2020,Male,Saudi Arabia,Medicine and Surgery,Mansoura University - Egypt,King Fahad Hospital in Hofuf,1,31.35368669999999,31.0448903,49.5142036,25.332395
9874,2020,Male,Saudi Arabia,Medicine and Surgery,Majmaah University,Security Forces Hospital in Riyadh,1,45.4167277,25.8644684,46.6375541,24.7414432
9875,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,King Saud Medical City in Riyadh,1,44.5322252,17.6339299,46.6375541,24.7414432
9876,2020,Male,Saudi Arabia,Medicine and Surgery,Najran University,Saud AlBabtain Cardiac Center in Dammam,1,44.5322252,17.6339299,50.1506389,26.2846113
9877,2020,Male,Saudi Arabia,Medicine and Surgery,Prince Sattam Bin Abdulaziz University,AlYamamah Hospital in Riyadh,1,47.2718009,24.1532384,46.6375541,24.7414432
9878,2020,Male,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Fahd Hospital in Medina,1,30.9464116,29.9770322,38.194309,24.0204254
9879,2020,Male,Saudi Arabia,Medicine and Surgery,Poznan University Of Medical Sciences,Security Forces Hospital in Riyadh,1,16.918381,52.4097395,46.6375541,24.7414432
9880,2020,Male,Saudi Arabia,Medicine and Surgery,Pavol Jozef Šafárik University - Slovakia,King Fahd General Hospital in Jeddah,1,21.2511279,48.7196409,39.362754,21.4222327
9881,2020,Male,Saudi Arabia,Medicine and Surgery,Omdurman Ahlia University,King Fahd General Hospital in Jeddah,1,32.4668106,15.627938,39.362754,21.4222327
9882,2020,Male,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,Security Forces Hospital in Riyadh,1,30.9464116,29.9770322,46.6375541,24.7414432
9883,2020,Male,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,Prince Sultan Military Medical City in Riyadh,1,30.9464116,29.9770322,46.6375541,24.7414432
9884,2020,Male,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Faisal Specialist Hospital and Research Center in Jeddah,1,30.9464116,29.9770322,39.362754,21.4222327
9885,2020,Male,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Fahd General Hospital in Jeddah,1,30.9464116,29.9770322,39.362754,21.4222327
9886,2020,Male,Saudi Arabia,Medicine and Surgery,Northern Borders University,Joint Psychiatry Program - Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
9887,2020,Male,Saudi Arabia,Medicine and Surgery,October 6 University - Egypt,King Abdulaziz Medical City for National Guard in Jeddah,1,30.9464116,29.9770322,39.362754,21.4222327
9888,2020,Male,Saudi Arabia,Medicine and Surgery,Northern Borders University,Riyadh Second Health Cluster,1,41.0793054,30.9159766,46.6375541,24.7414432
9889,2020,Male,Saudi Arabia,Medicine and Surgery,Northern Borders University,Prince Mohammed bin Abdulaziz Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
9890,2020,Male,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Khalid University Hospital in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
9891,2020,Male,Saudi Arabia,Medicine and Surgery,Northern Borders University,King Abdulaziz Medical City for National Guard in Riyadh,1,41.0793054,30.9159766,46.6375541,24.7414432
9892,2020,Male,Saudi Arabia,Medicine and Surgery,Northern Borders University,JointProgram for Family Medicine in Madinah,1,41.0793054,30.9159766,38.194309,24.0204254
9893,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,King Abdulaziz Medical City for National Guard in Riyadh,1,46.624451,24.6729408,46.6375541,24.7414432
9894,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,King Faisal Specialist Hospital and Research Center in Jeddah,1,46.624451,24.6729408,39.362754,21.4222327
9895,2020,Male,Saudi Arabia,Medicine and Surgery,Saudi Commission For Health Specialties,King Saud Medical City in Riyadh,1,46.624451,24.6729408,46.6375541,24.7414432
9896,2020,Male,Saudi Arabia,Medicine and Surgery,Taif University,Riyadh Second Health Cluster,1,40.4969016,21.4322895,46.6375541,24.7414432
9897,2020,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,Bahrain Defense Force Hospital in the Kingdom of Bahrain,1,39.952206,21.3299695,50.5275852233908,26.1361804383855
9898,2020,Male,Saudi Arabia,Medicine and Surgery,Tianjin Medical University,King Salman Hospital for North West Armed Forces in Tabuk,1,117.185071,39.109682,36.5957527,28.3494438
