,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Current_Speciality_Name_En,Number_of_Trainees
8328,2018,From 40 to 49,Male,Bahrain,Adult Psychosomatic Medicine,1
8329,2018,From 40 to 49,Male,Bahrain,Adult Critical Care Nursing,1
8330,2022,From 30 to 39,Male,Nigeria,Adult Cardiology,1
8331,2022,From 30 to 39,Male,Pakistan,Cardiac Anesthesia,1
8332,2018,From 40 to 49,Female,Yemen,Restorative Dentistry,1
8333,2022,From 30 to 39,Male,Pakistan,Interventional Nephrology,1
8334,2018,From 40 to 49,Female,Saudi Arabia,Women's Health,1
8335,2018,From 40 to 49,Female,Saudi Arabia,Women Imaging,1
8336,2020,From 40 to 49,Male,Saudi Arabia,Pediatric Radiology,1
8337,2018,From 40 to 49,Female,Saudi Arabia,Clinical Pharmacy - Internal Medicine,1
8338,2020,From 40 to 49,Male,Saudi Arabia,Pediatric Hematology & Oncology,1
8339,2020,From 20 to 29,Male,Saudi Arabia,Cardiac Anesthesia,1
8340,2020,From 40 to 49,Male,Saudi Arabia,Pain Medicine,1
8341,2018,From 40 to 49,Female,Saudi Arabia,Implant Dentistry,1
8342,2020,From 40 to 49,Male,Saudi Arabia,Oral And Maxillofacial Surgery,1
8343,2022,From 30 to 39,Male,Saudi Arabia,Adult Infectious Diseases,1
8344,2020,From 20 to 29,Male,Saudi Arabia,Child And Adolescent Psychiatry,1
8345,2018,From 40 to 49,Female,Saudi Arabia,Dermatology,1
8346,2018,From 40 to 49,Female,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,1
8347,2018,From 40 to 49,Female,Saudi Arabia,Urology,1
8348,2018,From 40 to 49,Female,Saudi Arabia,Clinical Pharmacy,1
8349,2018,From 40 to 49,Female,Saudi Arabia,Clinical Neurophysiology,1
8350,2022,From 30 to 39,Male,Saudi Arabia,Adult Interventional Cardiology,1
8351,2018,From 40 to 49,Female,Saudi Arabia,Breast and Endocrine Surgical Oncology,1
8352,2018,From 40 to 49,Female,Saudi Arabia,Breast And Gynecologic Pathology,1
8353,2020,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Cardiology,1
8354,2018,From 40 to 49,Female,Saudi Arabia,Anatomic Pathology,1
8355,2020,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy - Hematology Oncology,1
8356,2018,From 40 to 49,Female,Saudi Arabia,Oncology Nursing,1
8357,2018,From 40 to 49,Female,Saudi Arabia,Ophthalmology,1
8358,2020,From 40 to 49,Male,Saudi Arabia,Pediatric Nephrology,1
8359,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Cardiology,1
8360,2018,From 40 to 49,Female,Saudi Arabia,Thoracic Surgery,1
8361,2020,From 40 to 49,Male,Saudi Arabia,Pediatric Neurosurgery,1
8362,2018,From 40 to 49,Female,Saudi Arabia,Radiology Technology & Medical Imaging,1
8363,2018,From 40 to 49,Female,Saudi Arabia,Psychiatry,1
8364,2018,From 40 to 49,Female,Saudi Arabia,Prosthodontics,1
8365,2018,From 40 to 49,Female,Saudi Arabia,Periodontics,1
8366,2018,From 40 to 49,Female,Saudi Arabia,Perinatal Neonatal Medicine,1
8367,2018,From 40 to 49,Female,Saudi Arabia,Pediatrics Respiratory Medicine,1
8368,2018,From 40 to 49,Female,Saudi Arabia,Pediatrics Intensive Care,1
8369,2020,From 20 to 29,Male,Saudi Arabia,Adult Infectious Diseases,1
8370,2018,From 40 to 49,Female,Saudi Arabia,Pediatrics Emergency Medicine,1
8371,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
8372,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Neurology,1
8373,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Nephrology,1
8374,2020,From 20 to 29,Male,Saudi Arabia,Adult Rheumatology,1
8375,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,1
8376,2018,From 40 to 49,Female,Saudi Arabia,Pediatric Dentistry,1
8377,2018,From 30 to 39,Male,Sudan,Cardiac Anesthesia,1
8378,2018,From 30 to 39,Male,Sudan,Adult Nephrology,1
8379,2018,From 30 to 39,Male,Palestine,Internal Medicine,1
8380,2020,From 20 to 29,Male,Syria,Pediatrics,1
8381,2022,From 40 to 49,Male,Saudi Arabia,Adults Endocrinology & Metabolism,1
8382,2022,From 40 to 49,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,1
8383,2022,From 40 to 49,Male,Saudi Arabia,Diabetes​,1
8384,2020,From 40 to 49,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,1
8385,2022,From 40 to 49,Male,Saudi Arabia,Gastroenterology,1
8386,2020,From 20 to 29,Male,Syria,General Surgery,1
8387,2020,From 20 to 29,Male,Syria,Internal Medicine,1
8388,2022,From 40 to 49,Male,Saudi Arabia,Implant Dentistry,1
8389,2022,From 40 to 49,Male,Saudi Arabia,Pain Medicine,1
8390,2018,From 30 to 39,Male,Saudi Arabia,Gynecologic Oncology,1
8391,2022,From 40 to 49,Male,Saudi Arabia,Pediatric Cardiology,1
8392,2020,From 40 to 49,Female,Saudi Arabia,Pediatric Cardiology,1
8393,2022,From 40 to 49,Male,Saudi Arabia,Pediatric Hematology & Oncology,1
8394,2020,From 20 to 29,Male,United Arab Emirates,Neurology,1
8395,2022,From 40 to 49,Male,Saudi Arabia,Saudi Postgraduate Diploma In Emergency Medicine,1
8396,2020,From 20 to 29,Male,United States,Internal Medicine,1
8397,2018,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Pediatric,1
8398,2018,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Infectious Diseases,1
8399,2020,From 40 to 49,Female,Saudi Arabia,Pediatric Nephrology,1
8400,2018,From 30 to 39,Male,Saudi Arabia,Hepatobiliary-Pancreatic Surgery,1
8401,2018,From 30 to 39,Male,Saudi Arabia,Oculoplatic And Reconstructive Surgery,1
8402,2022,From 40 to 49,Male,Pakistan,Adult Nephrology,1
8403,2022,From 40 to 49,Male,Egypt,Cardiac Anesthesia,1
8404,2020,From 40 to 49,Female,Saudi Arabia,Psychiatry,1
8405,2018,From 30 to 39,Male,Saudi Arabia,Musculoskeletal Radiology,1
8406,2020,From 40 to 49,Female,Saudi Arabia,Pediatrics Respiratory Medicine,1
8407,2018,From 30 to 39,Male,Saudi Arabia,Maternal-Fetal Medicine,1
8408,2020,From 40 to 49,Female,Saudi Arabia,Pediatrics Infectious Diseases,1
8409,2022,From 40 to 49,Male,Pakistan,Adult Cardiology,1
8410,2020,From 40 to 49,Female,Saudi Arabia,Pediatrics Emergency Medicine,1
8411,2022,From 40 to 49,Male,Palestine,Vascular Surgery,1
8412,2022,From 40 to 49,Male,Saudi Arabia,Adult Rheumatology,1
8413,2020,From 40 to 49,Female,Saudi Arabia,Pediatrics,1
8414,2020,From 40 to 49,Female,Saudi Arabia,Pediatric Surgery,1
8415,2018,From 30 to 39,Male,Saudi Arabia,Infertility-Andrology,1
8416,2022,From 40 to 49,Male,Saudi Arabia,Adult & Pediatric Orthopedic Spinal Surgery,1
8417,2020,From 40 to 49,Female,Saudi Arabia,Pediatric Radiology,1
8418,2020,From 40 to 49,Female,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
8419,2022,From 40 to 49,Male,Saudi Arabia,Adult Hematology,1
8420,2022,From 40 to 49,Male,Saudi Arabia,Adult Infectious Diseases,1
8421,2020,From 20 to 29,Male,Yemen,Emergency Medicine,1
8422,2020,From 20 to 29,Male,Yemen,Family Medicine,1
8423,2022,From 40 to 49,Male,Saudi Arabia,Skull Base Neurosurgery,1
8424,2022,Unknown,Female,Egypt,Reproductive Medicine & Surgery,1
8425,2022,Unknown,Female,Bahrain,Pediatric Cardiology,1
8426,2022,Unknown,Female,Bahrain,Reproductive Medicine & Surgery,1
8427,2020,From 30 to 39,Female,Bahrain,Adult Nephrology,1
8428,2018,From 30 to 39,Male,Palestine,Perinatal Neonatal Medicine,1
8429,2018,From 30 to 39,Male,Palestine,Pediatrics,1
8430,2022,Unknown,Female,Egypt,Adult Allergy & Immunology,1
8431,2022,Unknown,Female,Egypt,Gastroenterology,1
8432,2020,From 30 to 39,Female,Bahrain,Adult Respiratory Medicine,1
8433,2022,Unknown,Female,France,Pediatric Nephrology,1
8434,2018,From 30 to 39,Male,Saudi Arabia,Clinical Biochemistry,1
8435,2020,From 30 to 39,Female,Bahrain,Forensic Medicine,1
8436,2020,From 30 to 39,Female,Bahrain,Maternal-Fetal Medicine,1
8437,2022,Unknown,Female,India,Adult Critical Care Medicine,1
8438,2020,From 30 to 39,Female,Bahrain,Neurology,1
8439,2022,Unknown,Female,India,Adult Nephrology,1
8440,2020,From 30 to 39,Female,Bahrain,Otorhinolaryngology Head And Neck Surgery,1
8441,2020,From 30 to 39,Female,Bahrain,Pediatric Hematology & Oncology,1
8442,2022,Unknown,Female,Iraq,Maternal-Fetal Medicine,1
8443,2022,Unknown,Female,Bahrain,Adult Rheumatology,1
8444,2022,From 50 to 59,Male,Pakistan,Adult Echocardiography,1
8445,2020,From 20 to 29,Male,Yemen,Psychiatry,1
8446,2018,From 30 to 39,Male,Saudi Arabia,Adult Echocardiography,1
8447,2020,From 40 to 49,Female,Saudi Arabia,Neonatal Intensive Care Nursing,1
8448,2022,From 40 to 49,Male,Saudi Arabia,Vascular Neurology (Stroke),1
8449,2018,From 30 to 39,Male,Saudi Arabia,Cardiac Anesthesia,1
8450,2018,From 30 to 39,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,1
8451,2022,From 40 to 49,Male,Sudan,Adult Cardiology,1
8452,2022,From 40 to 49,Male,Sudan,Cardiac Anesthesia,1
8453,2020,From 40 to 49,Female,Saudi Arabia,Movement Disorder,1
8454,2020,From 20 to 29,Male,Yemen,Ophthalmology,1
8455,2022,From 40 to 49,Male,Sudan,Cardiac Electrophysiology & Pacing,1
8456,2020,From 20 to 29,Male,Yemen,Orthopedic Surgery,1
8457,2022,From 40 to 49,Male,Sudan,Pediatric Nephrology,1
8458,2018,From 30 to 39,Male,Saudi Arabia,Adult Psychosomatic Medicine,1
8459,2022,From 40 to 49,Male,Yemen,Adult Cardiology,1
8460,2022,From 40 to 49,Male,Yemen,Adult Interventional Cardiology,1
8461,2022,From 40 to 49,Male,Yemen,Pediatric Nephrology,1
8462,2022,From 40 to 49,Male,Yemen,Pediatrics Intensive Care,1
8463,2022,From 50 to 59,Female,Egypt,Pediatric Allergy And Immunology,1
8464,2022,From 40 to 49,Male,Egypt,Adult Cardiology,1
8465,2020,From 40 to 49,Female,Saudi Arabia,Radiology Technology & Medical Imaging,1
8466,2018,From 30 to 39,Male,Sudan,Adult Infectious Diseases,1
8467,2022,From 30 to 39,Male,Unknown,Adults Endocrinology & Metabolism,1
8468,2020,From 40 to 49,Male,Federated States Of Micronesia,Adult Respiratory Medicine,1
8469,2020,From 40 to 49,Male,Egypt,Renal Transplant,1
8470,2022,From 30 to 39,Male,Sudan,Pediatric Nephrology,1
8471,2020,From 40 to 49,Male,Egypt,Cardiac Anesthesia,1
8472,2022,From 30 to 39,Male,Syria,Adult Respiratory Medicine,1
8473,2022,From 30 to 39,Male,Syria,Perinatal Neonatal Medicine,1
8474,2020,From 40 to 49,Male,Egypt,Adult Stem Cell Transplantation,1
8475,2022,From 30 to 39,Male,Tunisia,Adult Hematology,1
8476,2022,From 30 to 39,Male,Yemen,Adult Cardiology,1
8477,2020,From 40 to 49,Male,Immigrant Tribes,Internal Medicine,1
8478,2020,From 40 to 49,Male,Egypt,Adult Respiratory Medicine,1
8479,2020,From 40 to 49,Male,Bahrain,Adult Infectious Diseases,1
8480,2022,From 30 to 39,Male,Yemen,Interventional Neuro-Radiology,1
8481,2022,From 30 to 39,Male,Yemen,Pediatrics Infectious Diseases,1
8482,2022,From 40 to 49,Female,Bahrain,Adult Cardiology,1
8483,2020,From 40 to 49,Female,Yemen,Pediatric Cardiology,1
8484,2018,From 30 to 39,Male,Somalia,Pediatrics Infectious Diseases,1
8485,2018,From 30 to 39,Male,Saudi Arabia,Vascular Surgery,1
8486,2020,From 40 to 49,Male,Germany,Adult & Pediatric Orthopedic Spinal Surgery,1
8487,2022,From 30 to 39,Male,Sudan,Adult Infectious Diseases,1
8488,2022,From 40 to 49,Female,Yemen,Pediatric Cardiology,1
8489,2022,From 30 to 39,Male,Saudi Arabia,Retina Surgery,1
8490,2020,From 40 to 49,Male,Pakistan,Pediatrics Intensive Care,1
8491,2022,From 30 to 39,Male,Saudi Arabia,Pediatrics Respiratory Medicine,1
8492,2020,From 40 to 49,Male,Pakistan,Adult Echocardiography,1
8493,2020,From 40 to 49,Male,Pakistan,Adult Critical Care Medicine,1
8494,2022,From 30 to 39,Male,Saudi Arabia,Pediatrics Urology,1
8495,2020,From 40 to 49,Male,Mauritania,Perinatal Neonatal Medicine,1
8496,2022,From 30 to 39,Male,Saudi Arabia,Renal Transplant Surgery,1
8497,2022,From 30 to 39,Male,Saudi Arabia,Reproductive Medicine & Surgery,1
8498,2022,From 30 to 39,Male,Saudi Arabia,Saudi Postgraduate Diploma In Emergency Medicine,1
8499,2022,From 30 to 39,Male,Sudan,Adult Echocardiography,1
8500,2022,From 30 to 39,Male,Saudi Arabia,Transplant Hepatology,1
8501,2022,From 30 to 39,Male,Saudi Arabia,Vascular Neurology (Stroke),1
8502,2022,From 30 to 39,Male,Somalia,Pediatrics Infectious Diseases,1
8503,2020,From 40 to 49,Male,Lebanon,Pediatric Hematology & Oncology,1
8504,2018,From 30 to 39,Male,Sudan,Adult Hematology,1
8505,2022,From 30 to 39,Male,Sudan,Adult & Pediatric Orthopedic Spinal Surgery,1
8506,2020,From 40 to 49,Male,Kuwait,Gynecologic Oncology,1
8507,2020,From 40 to 49,Male,Kuwait,Gastroenterology,1
8508,2020,From 40 to 49,Female,Yemen,Neonatal Intensive Care Nursing,1
8509,2022,From 40 to 49,Female,Bahrain,Pediatrics Emergency Medicine,1
8510,2020,From 40 to 49,Female,Yemen,Adults Endocrinology & Metabolism,1
8511,2018,From 30 to 39,Male,Saudi Arabia,Pediatric Allergy And Immunology,1
8512,2022,From 40 to 49,Female,Saudi Arabia,Pediatrics Respiratory Medicine,1
8513,2022,From 40 to 49,Female,Saudi Arabia,Reproductive Medicine & Surgery,1
8514,2020,From 40 to 49,Female,Sudan,Adult Cardiology,1
8515,2018,From 30 to 39,Male,Saudi Arabia,Pediatric Ophthalmology And Strabismus,1
8516,2020,From 40 to 49,Female,Saudi Arabia,Women Imaging,1
8517,2022,From 40 to 49,Female,Saudi Arabia,Saudi Postgraduate Diploma In Paediatrics,1
8518,2020,From 20 to 29,Male,Somalia,Pediatrics,1
8519,2020,From 20 to 29,Male,Spain,Emergency Medicine,1
8520,2022,From 40 to 49,Female,Saudi Arabia,Vascular Surgery,1
8521,2018,From 30 to 39,Male,Saudi Arabia,Vascular Neurology (Stroke),1
8522,2022,From 40 to 49,Female,Sudan,Adult Echocardiography,1
8523,2020,From 40 to 49,Female,Saudi Arabia,Reproductive Medicine & Surgery,1
8524,2018,From 30 to 39,Male,Saudi Arabia,Orthopedic Trauma Surgery,1
8525,2020,From 20 to 29,Male,Sudan,Pediatrics,1
8526,2022,From 40 to 49,Female,Sudan,Pediatrics Intensive Care,1
8527,2022,From 40 to 49,Female,Sudan,Perinatal Neonatal Medicine,1
8528,2022,From 40 to 49,Female,United Arab Emirates,Transplant Hepatology,1
8529,2022,From 40 to 49,Female,Yemen,Adult Respiratory Medicine,1
8530,2022,From 40 to 49,Female,Saudi Arabia,Pediatrics Infectious Diseases,1
8531,2020,From 40 to 49,Female,Sudan,Obstetrics & Gynecology,1
8532,2022,From 40 to 49,Female,Saudi Arabia,Pediatric Radiology,1
8533,2022,From 40 to 49,Female,Saudi Arabia,Pediatric Hematology & Oncology,1
8534,2022,From 40 to 49,Female,Egypt,Adult Hematology,1
8535,2020,From 40 to 49,Female,United Arab Emirates,Adult Hematology,1
8536,2020,From 40 to 49,Female,Syria,Pediatric Gastroenterology And Nutrition,1
8537,2022,From 40 to 49,Female,Egypt,Diagnostic Neuroradiology,1
8538,2022,From 40 to 49,Female,Egypt,Pediatric Hematology & Oncology,1
8539,2022,From 40 to 49,Female,Jordan,Adult Respiratory Medicine,1
8540,2020,From 40 to 49,Female,Sudan,Perinatal Neonatal Medicine,1
8541,2022,From 40 to 49,Female,Pakistan,Adult Infectious Diseases,1
8542,2018,From 30 to 39,Male,Saudi Arabia,Transplant Hepatology,1
8543,2022,From 40 to 49,Female,Saudi Arabia,Adult Allergy & Immunology,1
8544,2022,From 40 to 49,Female,Saudi Arabia,Adult Cardiology,1
8545,2022,From 40 to 49,Female,Saudi Arabia,Body Imaging & Non-Vascular Intervention,1
8546,2020,From 40 to 49,Female,Sudan,Pediatrics Intensive Care,1
8547,2020,From 40 to 49,Female,Sudan,Pediatric Hematology & Oncology,1
8548,2022,From 40 to 49,Female,Saudi Arabia,Maternal-Fetal Medicine,1
8549,2022,From 40 to 49,Female,Saudi Arabia,Movement Disorder,1
8550,2020,From 40 to 49,Female,Sudan,Palliative Care Medicine,1
8551,2022,From 30 to 39,Male,Saudi Arabia,Clinical Pharmacy - Critical Care,1
8552,2020,Unknown,Male,Egypt,General Surgery,1
8553,2020,From 20 to 29,Female,Bahrain,Family Medicine,1
8554,2021,From 30 to 39,Male,Yemen,Pediatrics Intensive Care,1
8555,2021,From 30 to 39,Male,Unknown,Adults Endocrinology & Metabolism,1
8556,2019,From 40 to 49,Male,Yemen,Internal Medicine,1
8557,2019,From 30 to 39,Female,Egypt,Obstetrics & Gynecology,1
8558,2021,From 20 to 29,Female,Yemen,General Surgery,1
8559,2019,From 40 to 49,Male,Yemen,Pediatric Anesthesia,1
8560,2019,From 30 to 39,Female,Egypt,Family Medicine,1
8561,2019,From 30 to 39,Female,Egypt,Adult Respiratory Medicine,1
8562,2019,From 30 to 39,Female,China,Pediatrics,1
8563,2019,From 30 to 39,Female,Canada,Internal Medicine,1
8564,2019,From 30 to 39,Female,Bahrain,Ultrasound In Obstetrics & Gynecology,1
8565,2019,From 30 to 39,Female,Bahrain,Retina Surgery,1
8566,2019,From 40 to 49,Male,Yemen,Pediatric Gastroenterology And Nutrition,1
8567,2019,From 40 to 49,Male,Yemen,Pediatric Hematology & Oncology,1
8568,2019,From 30 to 39,Female,Bahrain,Psychiatry,1
8569,2019,From 40 to 49,Male,Yemen,Pediatric Nephrology,1
8570,2019,From 50 to 59,Female,Egypt,Perinatal Neonatal Medicine,1
8571,2019,From 50 to 59,Female,Pakistan,Adult Cardiology,1
8572,2021,From 20 to 29,Female,Yemen,Dermatology,1
8573,2019,From 50 to 59,Female,Saudi Arabia,Adult Critical Care Nursing,1
8574,2021,From 30 to 39,Male,United Kingdom,General Surgery,1
8575,2019,From 30 to 39,Female,Egypt,Pediatric Neurology,1
8576,2021,From 20 to 29,Female,Yemen,Neurology,1
8577,2021,From 30 to 39,Male,Syria,Obstetrics & Gynecology,1
8578,2019,From 30 to 39,Female,Immigrant Tribes,Emergency Nursing,1
8579,2021,From 20 to 29,Male,Algeria,Diagnostic Radiology,1
8580,2019,From 40 to 49,Male,Uzbekistan,Vascular Neurology (Stroke),1
8581,2021,From 30 to 39,Male,Sudan,Adult Infectious Diseases,1
8582,2021,From 30 to 39,Male,Sudan,Pediatric Nephrology,1
8583,2021,From 30 to 39,Male,Syria,Advanced Education In General Dentistry,1
8584,2021,From 20 to 29,Male,Afghanistan,Anesthesia,1
8585,2021,From 30 to 39,Male,Syria,Anesthesia,1
8586,2021,From 20 to 29,Female,Yemen,Radiology Technology & Medical Imaging,1
8587,2019,From 40 to 49,Male,Yemen,Gastroenterology,1
8588,2021,From 30 to 39,Male,Syria,Pediatrics,1
8589,2021,From 30 to 39,Male,Syria,Perinatal Neonatal Medicine,1
8590,2019,From 30 to 39,Female,Eritrea,Pediatrics,1
8591,2019,From 30 to 39,Female,Eritrea,Internal Medicine,1
8592,2019,From 40 to 49,Male,Yemen,Adult Hematology,1
8593,2021,From 20 to 29,Female,Yemen,Otorhinolaryngology Head And Neck Surgery,1
8594,2019,From 40 to 49,Male,Yemen,Adult Interventional Cardiology,1
8595,2019,From 30 to 39,Female,Egypt,Pediatrics Infectious Diseases,1
8596,2019,From 30 to 39,Female,Bahrain,Pediatric Gastroenterology And Nutrition,1
8597,2019,From 50 to 59,Female,Saudi Arabia,Anesthesia,1
8598,2019,From 30 to 39,Female,Bahrain,Otorhinolaryngology Head And Neck Surgery,1
8599,2021,From 30 to 39,Male,Yemen,Anesthesia,1
8600,2019,From 20 to 29,Male,Saudi Arabia,Retina Surgery,1
8601,2019,From 50 to 59,Male,Saudi Arabia,Diagnostic Radiology,1
8602,2019,From 20 to 29,Male,Saudi Arabia,Radiology Technology & Medical Imaging,1
8603,2019,From 20 to 29,Male,Saudi Arabia,Radiation Oncology,1
8604,2019,From 50 to 59,Male,Saudi Arabia,Family Medicine,1
8605,2021,From 30 to 39,Male,Yemen,Adults Endocrinology & Metabolism,1
8606,2019,From 50 to 59,Male,Sudan,Adult Cardiology,1
8607,2019,From 50 to 59,Male,Sudan,Cardiac Anesthesia,1
8608,2021,From 30 to 39,Male,Yemen,Clinical Neurosurgery,1
8609,2019,From 20 to 29,Male,Spain,Emergency Medicine,1
8610,2019,From 50 to 59,Male,Sudan,Pediatric Nephrology,1
8611,2019,From 50 to 59,Male,Syria,Cardiac Anesthesia,1
8612,2019,From 20 to 29,Male,Saudi Arabia,Pediatrics Respiratory Medicine,1
8613,2019,From 20 to 29,Male,Saudi Arabia,Pediatrics Intensive Care,1
8614,2019,From 20 to 29,Male,Saudi Arabia,Pediatrics Infectious Diseases,1
8615,2019,From 50 to 59,Male,Yemen,Pediatric Cardiology,1
8616,2019,From 50 to 59,Male,Yemen,Pediatric Nephrology,1
8617,2021,From 30 to 39,Male,Yemen,Pediatrics Infectious Diseases,1
8618,2021,From 30 to 39,Male,Yemen,Adult Hematology,1
8619,2019,From 50 to 59,Male,Pakistan,Adult Echocardiography,1
8620,2019,From 50 to 59,Female,Saudi Arabia,Gastroenterology,1
8621,2021,From 30 to 39,Male,Yemen,Adult Cardiology,1
8622,2019,From 50 to 59,Female,Saudi Arabia,Infection Control,1
8623,2019,From 30 to 39,Female,Bahrain,Neurology,1
8624,2019,From 50 to 59,Female,Yemen,Adult Cardiology,1
8625,2019,From 30 to 39,Female,Bahrain,General Surgery,1
8626,2019,From 30 to 39,Female,Bahrain,Forensic Medicine,1
8627,2019,From 50 to 59,Male,Egypt,General Medical Oncology,1
8628,2019,From 30 to 39,Female,Bahrain,Adult Respiratory Medicine,1
8629,2019,From 20 to 29,Male,Yemen,Psychiatry,1
8630,2019,From 20 to 29,Male,Yemen,Family Medicine,1
8631,2019,From 20 to 29,Male,Syria,Adult Infectious Diseases,1
8632,2019,From 20 to 29,Male,Yemen,Emergency Medicine,1
8633,2019,From 20 to 29,Male,United States,Internal Medicine,1
8634,2019,From 50 to 59,Male,Egypt,Pediatric Hematology & Oncology,1
8635,2019,From 20 to 29,Male,United Arab Emirates,Neurology,1
8636,2019,From 20 to 29,Male,United Arab Emirates,Internal Medicine,1
8637,2019,From 20 to 29,Male,United Arab Emirates,Clinical Neurosurgery,1
8638,2019,From 20 to 29,Male,Syria,Pediatrics,1
8639,2019,From 20 to 29,Male,Syria,Internal Medicine,1
8640,2019,From 30 to 39,Female,India,Adult Hematology,1
8641,2019,From 40 to 49,Male,United Arab Emirates,Orthopedic Surgery,1
8642,2021,From 30 to 39,Male,Saudi Arabia,Vascular Neurology (Stroke),1
8643,2019,From 30 to 39,Female,Lebanon,Family Medicine,1
8644,2019,From 30 to 39,Female,Palestine,Family Medicine,1
