,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Work_Name_En,Number_of_Trainees
5040,2018,Unknown,Male,Saudi Arabia,Ministry of Interior /  Security College,1
5041,2019,Unknown,Male,Jordan,Ministry of Health,1
5042,2019,Unknown,Male,Jordan,Ministry of Interior,1
5043,2019,Unknown,Female,Sudan,King Faisal Specialist Hospital & Research Centre,1
5048,2019,Unknown,Male,Saudi Arabia,Dr. Soliman Fakeeh Hospital,1
5050,2019,Unknown,Female,Saudi Arabia,University of Jeddah ,1
5053,2019,Unknown,Female,Saudi Arabia,University of Hail,1
5054,2019,Unknown,Female,Saudi Arabia,Taif University,1
5055,2018,Unknown,Male,Saudi Arabia,King Abdullah bin Abdulaziz University Hospital,1
5058,2019,Unknown,Male,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",1
5059,2019,Unknown,Male,Saudi Arabia,Jazan University,1
5062,2019,Unknown,Female,Yemen,Dr. Soliman Fakeeh Hospital,1
5067,2019,Unknown,Male,Saudi Arabia,King Abdullah bin Abdulaziz University Hospital,1
5072,2019,Unknown,Female,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",1
5073,2019,Unknown,Female,Somalia,Personal Contract,1
5076,2019,Unknown,Male,Syria,Unknown,1
5079,2019,Unknown,Female,Somalia,King Saud University,1
5080,2019,Unknown,Male,Malaysia,Ministry of Health,1
5081,2019,Unknown,Male,Mauritania,Private Sector,1
5082,2019,Unknown,Male,Oman,وزارة الدفاع - عمان,1
5083,2019,Unknown,Male,Pakistan,International Medical Center,1
5086,2019,Unknown,Male,Pakistan,Ministry of Health,1
5087,2019,Unknown,Male,Pakistan,Personal Contract,1
5089,2019,Unknown,Male,Palestine,International Medical Center,1
5090,2019,Unknown,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
5092,2019,Unknown,Male,Palestine,King Saud University,1
5097,2019,Unknown,Male,Palestine,Security Forces Hospital - Riyadh,1
5100,2019,Unknown,Male,Palestine,Unknown,1
5101,2019,Unknown,Male,Jordan,Private Sector,1
5102,2019,From 20 to 29,Male,Algeria,Personal Contract,1
5103,2019,Unknown,Male,Yemen,Dr. Soliman Fakeeh Hospital,1
5110,2020,From 20 to 29,Male,Saudi Arabia,"King Abdulaziz Hospital, Mecca",1
5111,2018,Unknown,Male,Afghanistan,International Medical Center,1
5113,2020,From 20 to 29,Male,Saudi Arabia,International Medical Center,1
5115,2018,Unknown,Male,Afghanistan,King Fahad Medical City in Riyadh,1
5116,2020,From 20 to 29,Male,Saudi Arabia,Dr. Sulaiman Al Habib Hospital - Takhassusi,1
5118,2020,From 20 to 29,Male,Saudi Arabia,Alfaisal University,1
5125,2020,From 20 to 29,Male,Saudi Arabia,King Khalid University,1
5133,2020,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Naval Forces,1
5134,2018,Unknown,Female,Yemen,King Saud University,1
5136,2018,Unknown,Male,Bahrain,Imam Abdul Rahman Bin Faisal University,1
5137,2020,From 20 to 29,Male,Palestine,Unknown,1
5138,2020,From 20 to 29,Male,Bahrain,Ministry of Health,1
5139,2018,Unknown,Male,Egypt,Unknown,1
5140,2018,Unknown,Male,Egypt,King Abdullah Medical City in Mecca,1
5141,2018,Unknown,Male,Egypt,Ministry of Defense Medical Services,1
5145,2020,From 20 to 29,Male,Egypt,King Abdulaziz Medical City for National Guard in Riyadh,1
5146,2018,Unknown,Male,Eritrea,Personal Contract,1
5147,2020,From 20 to 29,Male,Palestine,Ministry of Health,1
5148,2018,Unknown,Male,Eritrea,Private Sector,1
5151,2020,From 20 to 29,Male,Belize,Dubai Health Authority,1
5152,2020,From 20 to 29,Male,Bangladesh,International Medical Center,1
5155,2020,From 20 to 29,Male,Immigrant Tribes,برنامج الخدمات الصحية للهيئة الملكية بالجبيل RCH,1
5156,2018,Unknown,Male,Egypt,International Medical Center,1
5157,2020,From 20 to 29,Male,India,International Medical Center,1
5158,2018,Unknown,Male,Egypt,Armed Forces Medical Services,1
5159,2018,Unknown,Male,Canada,Private Sector,1
5160,2020,From 20 to 29,Male,India,Unknown,1
5161,2020,From 20 to 29,Male,Iraq,Unknown,1
5162,2020,From 20 to 29,Male,Jordan,Dubai Health Authority,1
5165,2020,From 20 to 29,Male,Lebanon,Dr. Soliman Fakeeh Hospital,1
5166,2020,From 20 to 29,Male,Pakistan,Dr. Soliman Fakeeh Hospital,1
5167,2020,From 20 to 29,Male,Pakistan,International Medical Center,1
5169,2020,From 20 to 29,Male,Pakistan,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
5170,2020,From 20 to 29,Male,Palestine,Dubai Health Authority,1
5174,2020,From 30 to 39,Female,Bahrain,Dubai Health Authority,1
5175,2018,Unknown,Female,Syria,Ministry of National Guard,1
5180,2020,From 30 to 39,Female,Bahrain,"King Fahad Specialist Hospital, Damam",1
5182,2020,From 20 to 29,Male,Saudi Arabia,Ministry of Interior / General Intelligence,1
5185,2018,Unknown,Female,Turkmenistan,Ministry of Health,1
5187,2020,From 20 to 29,Male,Yemen,Ministry of Health,1
5190,2018,Unknown,Female,Syria,Ministry of Health,1
5192,2018,Unknown,Female,Syria,King Saud University,1
5193,2018,Unknown,Female,Syria,King Khalid National Guard Hospital,1
5194,2018,Unknown,Female,Syria,Dr. Soliman Fakeeh Hospital,1
5197,2020,From 30 to 39,Female,Canada,Dubai Health Authority,1
5199,2020,From 30 to 39,Female,Egypt,Private Sector,1
5200,2020,From 30 to 39,Female,Eritrea,Dubai Health Authority,1
5201,2020,From 30 to 39,Female,Federated States Of Micronesia,Personal Contract,1
5202,2020,From 30 to 39,Female,India,Ministry of Health,1
5203,2020,From 30 to 39,Female,India,Unknown,1
5204,2020,From 30 to 39,Female,Iraq,Unknown,1
5205,2020,From 30 to 39,Female,Jordan,Dubai Health Authority,1
5206,2018,Unknown,Female,United States,Dr. Soliman Fakeeh Hospital,1
5208,2020,From 20 to 29,Male,United States,International Medical Center,1
5209,2020,From 20 to 29,Male,Saudi Arabia,Shaqra University,1
5211,2020,From 20 to 29,Male,Saudi Arabia,Najran University,1
5216,2020,From 20 to 29,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
5218,2020,From 20 to 29,Male,Saudi Arabia,Private Sector,1
5219,2020,From 20 to 29,Male,Saudi Arabia,Qassim University,1
5222,2020,From 20 to 29,Male,Saudi Arabia,Saudi Red Crescent Authority,1
5224,2020,From 20 to 29,Male,Saudi Arabia,Taif University,1
5225,2020,From 20 to 29,Male,United Arab Emirates,Unknown,1
5227,2020,From 20 to 29,Male,Saudi Arabia,University of Jeddah ,1
5229,2020,From 20 to 29,Male,Saudi Arabia,برنامج الخدمات الصحية للهيئة الملكية بالجبيل RCH,1
5230,2020,From 20 to 29,Male,Somalia,Unknown,1
5231,2020,From 20 to 29,Male,Spain,International Medical Center,1
5233,2020,From 20 to 29,Male,Sudan,Unknown,1
5234,2020,From 20 to 29,Male,Syria,International Medical Center,1
5235,2020,From 20 to 29,Male,Syria,Personal Contract,1
5236,2020,From 20 to 29,Male,Syria,Unknown,1
5238,2018,Unknown,Female,Yemen,International Medical Center,1
5239,2018,Unknown,Female,Yemen,Dr. Soliman Fakeeh Hospital,1
5240,2020,From 20 to 29,Male,Bahrain,Ministry of National Guard,1
5242,2019,Unknown,Male,Yemen,International Medical Center,1
5243,2020,From 20 to 29,Female,Jordan,Security Forces Hospital - Riyadh,1
5245,2020,From 20 to 29,Female,Pakistan,Dr. Soliman Fakeeh Hospital,1
5246,2020,From 20 to 29,Female,New Zealand,Unknown,1
5247,2020,From 20 to 29,Female,Libya,Unknown,1
5248,2020,From 20 to 29,Female,Kuwait,Unknown,1
5252,2020,From 20 to 29,Female,Iraq,Unknown,1
5253,2020,From 20 to 29,Female,Iran,Dubai Health Authority,1
5254,2020,From 20 to 29,Female,Indonesia,Dr. Soliman Fakeeh Hospital,1
5256,2020,From 20 to 29,Female,India,King Abdulaziz Medical City for National Guard in Riyadh,1
5257,2018,Unknown,Male,Jordan,Private Sector,1
5258,2020,From 20 to 29,Female,Pakistan,King Abdulaziz Medical City for National Guard in Riyadh,1
5259,2020,From 20 to 29,Female,Pakistan,Ministry of Health,1
5260,2020,From 20 to 29,Female,Pakistan,Personal Contract,1
5261,2020,From 20 to 29,Female,Palestine,Dubai Health Authority,1
5263,2018,Unknown,Male,Jordan,Ministry of National Guard,1
5264,2020,From 20 to 29,Female,Palestine,King Abdulaziz University,1
5267,2020,From 20 to 29,Female,Saudi Arabia,Albaha University,1
5268,2020,From 20 to 29,Female,Saudi Arabia,Alfaisal University,1
5270,2020,From 20 to 29,Female,Saudi Arabia,Dallah Hospitals,1
5274,2020,From 20 to 29,Female,Saudi Arabia,Jazan University,1
5275,2020,From 20 to 29,Female,India,International Medical Center,1
5276,2020,From 20 to 29,Female,India,Dr. Soliman Fakeeh Hospital,1
5277,2020,From 20 to 29,Male,Bahrain,Dubai Health Authority,1
5280,2019,Unknown,Male,Yemen,Unknown,1
5283,2019,Unknown,Male,Yemen,Ministry of National Guard,1
5285,2019,Unknown,Male,Yemen,Ministry of Defense Medical Services,1
5289,2018,Unknown,Male,Lebanon,International Medical Center,1
5290,2019,Unknown,Male,Yemen,King Fahad Medical City in Riyadh,1
5291,2019,Unknown,Male,Yemen,King Abdullah Medical City in Mecca,1
5292,2019,Unknown,Male,Yemen,King Abdulaziz University,1
5293,2020,From 20 to 29,Female,Bahrain,King Abdulaziz University,1
5297,2018,Unknown,Male,Jordan,Saud Al Babtain Cardiac Center,1
5300,2020,From 20 to 29,Female,Bangladesh,Personal Contract,1
5301,2020,From 20 to 29,Female,Canada,Ministry of National Guard,1
5302,2020,From 20 to 29,Female,Canada,Unknown,1
5304,2020,From 20 to 29,Female,Egypt,King Abdulaziz Medical City for National Guard in Riyadh,1
5306,2020,From 20 to 29,Female,Egypt,Personal Contract,1
5307,2020,From 20 to 29,Female,Egypt,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
5309,2020,From 20 to 29,Female,Ethiopia,Unknown,1
5311,2018,Unknown,Male,Jordan,Ministry of Interior,1
5313,2020,From 20 to 29,Female,Sudan,Personal Contract,1
5314,2020,From 20 to 29,Female,Turkestan,Dr. Soliman Fakeeh Hospital,1
5315,2020,From 20 to 29,Female,Tunisia,Dubai Health Authority,1
5316,2018,Unknown,Male,Indonesia,Ministry of Health,1
5318,2020,From 20 to 29,Female,Syria,Ministry of Health,1
5321,2018,Unknown,Male,Jordan,Ministry of Health,1
5322,2018,Unknown,Male,Iraq,Personal Contract,1
5323,2020,From 20 to 29,Female,Sudan,Dr. Soliman Fakeeh Hospital,1
5324,2020,From 20 to 29,Female,Spain,Unknown,1
5325,2020,From 20 to 29,Female,Saudi Arabia,وزارة الدفاع - البحرين,1
5330,2020,From 20 to 29,Female,United Kingdom,Unknown,1
5332,2018,Unknown,Male,India,Ministry of National Guard,1
5334,2020,From 20 to 29,Female,Yemen,Dubai Health Authority,1
5335,2020,From 20 to 29,Female,Yemen,King Saud Medical City in Riyadh,1
5336,2020,From 20 to 29,Female,Yemen,Ministry of Defense / Personal Contract,1
5341,2020,From 20 to 29,Male,Afghanistan,Unknown,1
5342,2020,From 20 to 29,Male,Algeria,Unknown,1
5343,2020,From 20 to 29,Male,Bahrain,Bahrain Ministry of Health,1
5344,2018,Unknown,Male,Immigrant Tribes,Personal Contract,1
5346,2020,From 20 to 29,Female,Saudi Arabia,University of Hail,1
5347,2020,From 20 to 29,Female,Saudi Arabia,Umm Al Qura University,1
5350,2018,Unknown,Male,Jordan,King Saud University,1
5359,2020,From 20 to 29,Female,Saudi Arabia,Kuwait Ministry of Health,1
5362,2020,From 20 to 29,Female,Saudi Arabia,Ministry of Defense / Land Forces,1
5363,2018,Unknown,Male,Jordan,King Abdulaziz University,1
5364,2020,From 20 to 29,Female,Saudi Arabia,Taibah University,1
5367,2018,Unknown,Male,Jordan,International Medical Center,1
5371,2018,Unknown,Male,Iraq,Unknown,1
5379,2020,From 20 to 29,Female,India,Personal Contract,1
5384,2019,From 20 to 29,Female,Saudi Arabia,King Khalid National Guard Hospital,1
5385,2019,From 30 to 39,Female,Saudi Arabia,University of Jeddah ,1
5387,2019,From 30 to 39,Female,Saudi Arabia,Umm Al Qura University,1
5388,2019,From 30 to 39,Female,Saudi Arabia,Taif University,1
5392,2019,From 30 to 39,Female,Saudi Arabia,Saud Al Babtain Cardiac Center,1
5393,2019,From 30 to 39,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",1
5396,2019,From 30 to 39,Female,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,1
5401,2019,From 30 to 39,Female,Syria,Ministry of Health,1
5402,2019,From 30 to 39,Female,Turkey,Ministry of Health,1
5404,2019,From 30 to 39,Female,Thailand,Ministry of Health,1
5405,2019,From 30 to 39,Female,Syria,Personal Contract,1
5408,2019,From 30 to 39,Female,Syria,International Medical Center,1
5415,2019,From 30 to 39,Female,Somalia,Unknown,1
5417,2019,From 30 to 39,Female,Saudi Arabia,Ministry of Interior Medical Services,1
5419,2019,From 20 to 29,Female,Saudi Arabia,Kuwait Ministry of Health,1
5429,2019,From 30 to 39,Female,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",1
5430,2019,From 30 to 39,Female,Saudi Arabia,Jazan University,1
5435,2019,From 30 to 39,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
5436,2019,From 30 to 39,Female,Saudi Arabia,King Faisal University,1
5444,2019,From 20 to 29,Female,Saudi Arabia,Ministry of Defense / Land Forces,1
5445,2019,From 30 to 39,Female,Saudi Arabia,Majmaah University,1
5446,2019,From 30 to 39,Female,Saudi Arabia,King Khalid National Guard Hospital,1
5450,2019,From 30 to 39,Female,Saudi Arabia,"King Saud Hospital, Unaizah",1
5451,2019,From 30 to 39,Female,Saudi Arabia,"King Salman Specialist Hospital, Hail",1
5456,2019,From 30 to 39,Female,United Arab Emirates,شركة أبوظبي للخدمات الصحية- صحة,1
5460,2019,From 30 to 39,Male,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,1
5462,2019,From 30 to 39,Male,Saudi Arabia,Dr. Sulaiman Al Habib Hospital - Takhassusi,1
5466,2019,From 30 to 39,Male,Palestine,Unknown,1
5467,2019,From 30 to 39,Male,Palestine,Private Sector,1
5468,2019,From 30 to 39,Male,Palestine,Personal Contract,1
5469,2019,From 30 to 39,Male,Palestine,Ministry of Health,1
5470,2019,From 30 to 39,Male,Pakistan,Private Sector,1
5471,2019,From 30 to 39,Male,Pakistan,Dubai Health Authority,1
5474,2019,From 20 to 29,Female,Pakistan,Personal Contract,1
5476,2019,From 20 to 29,Female,Pakistan,Dr. Soliman Fakeeh Hospital,1
5477,2019,From 20 to 29,Female,Pakistan,Dubai Health Authority,1
5478,2019,From 30 to 39,Male,Saudi Arabia,Medical Services of the Special Security Forces,1
5482,2019,From 30 to 39,Male,Saudi Arabia,King Khalid National Guard Hospital,1
5483,2019,From 20 to 29,Female,Pakistan,Ministry of Health,1
5484,2019,From 30 to 39,Male,Saudi Arabia,King Hamad University Hospita,1
5486,2019,From 20 to 29,Female,Pakistan,King Abdulaziz Medical City for National Guard in Riyadh,1
5490,2019,From 30 to 39,Male,Nigeria,Personal Contract,1
5491,2019,From 30 to 39,Male,Lebanon,Private Sector,1
5492,2019,From 20 to 29,Female,Palestine,Private Sector,1
5494,2019,From 30 to 39,Male,Bangladesh,Personal Contract,1
5495,2019,From 20 to 29,Female,Saudi Arabia,Alfaisal University,1
5496,2019,From 30 to 39,Male,Bahrain,وزارة الدفاع - البحرين,1
5497,2019,From 20 to 29,Female,Saudi Arabia,Armed Forces Medical Services,1
5499,2019,From 30 to 39,Male,Bahrain,Personal Contract,1
5500,2019,From 30 to 39,Male,Bahrain,Bahrain Ministry of Health,1
5502,2019,From 30 to 39,Male,Afghanistan,International Medical Center,1
5507,2019,From 20 to 29,Female,Saudi Arabia,Dr. Sulaiman Al Habib Hospital - Takhassusi,1
5508,2019,From 30 to 39,Male,Egypt,King Saud University,1
5509,2019,From 30 to 39,Male,Egypt,Ministry of Health,1
5511,2019,From 30 to 39,Male,India,Personal Contract,1
5512,2019,From 20 to 29,Female,Saudi Arabia,Al Jouf University,1
5514,2019,From 30 to 39,Male,Jordan,Ministry of National Guard,1
5515,2019,From 30 to 39,Male,Jordan,Ministry of Defense / Personal Contract,1
5516,2019,From 30 to 39,Male,Jordan,Ministry of Defense,1
5517,2019,From 30 to 39,Male,India,Private Sector,1
5518,2019,From 30 to 39,Male,India,Ministry of Health,1
5520,2019,From 30 to 39,Male,India,"King Abdulaziz Medical City for National Guard, Jeddah",1
5521,2019,From 30 to 39,Male,Immigrant Tribes,Unknown,1
5522,2019,From 30 to 39,Male,Immigrant Tribes,Personal Contract,1
5523,2019,From 30 to 39,Male,Immigrant Tribes,Ministry of Health,1
5524,2019,From 30 to 39,Male,Eritrea,King Saud University,1
5525,2019,From 30 to 39,Male,Egypt,Private Sector,1
5527,2019,From 30 to 39,Female,Palestine,Private Sector,1
5530,2019,From 20 to 29,Female,Syria,Ministry of Health,1
5531,2019,From 20 to 29,Male,Saudi Arabia,King Fahad General Hospital - Jeddah,1
5536,2019,From 20 to 29,Female,Tunisia,Dubai Health Authority,1
5538,2019,From 20 to 29,Male,Saudi Arabia,"King Abdulaziz Hospital, Mecca",1
5540,2019,From 20 to 29,Male,Saudi Arabia,International Medical Center,1
5542,2019,From 20 to 29,Female,Turkestan,Dr. Soliman Fakeeh Hospital,1
5549,2019,From 20 to 29,Female,Saudi Arabia,وزارة الدفاع - البحرين,1
5551,2019,From 20 to 29,Female,Spain,Unknown,1
5555,2019,From 20 to 29,Female,Sudan,Dr. Soliman Fakeeh Hospital,1
5556,2019,From 20 to 29,Female,Sudan,Personal Contract,1
5561,2019,From 20 to 29,Male,Saudi Arabia,King Khalid National Guard Hospital,1
5562,2019,From 20 to 29,Female,Sudan,Ministry of Health,1
5564,2019,From 20 to 29,Male,Saudi Arabia,Al Jouf University,1
5566,2019,From 20 to 29,Male,Palestine,Ministry of Health,1
5568,2019,From 20 to 29,Male,Egypt,King Abdulaziz Medical City for National Guard in Riyadh,1
5569,2019,From 20 to 29,Male,Egypt,International Medical Center,1
5571,2019,From 20 to 29,Male,Belize,Dubai Health Authority,1
5572,2019,From 20 to 29,Male,Bangladesh,International Medical Center,1
5575,2019,From 20 to 29,Female,Yemen,Ministry of Defense / Personal Contract,1
5580,2019,From 20 to 29,Male,Afghanistan,Unknown,1
5581,2019,From 20 to 29,Male,Bahrain,Bahrain Ministry of Health,1
5583,2019,From 20 to 29,Male,Immigrant Tribes,برنامج الخدمات الصحية للهيئة الملكية بالجبيل RCH,1
5584,2019,From 20 to 29,Male,India,International Medical Center,1
5585,2019,From 20 to 29,Male,Mauritania,King Abdulaziz Medical City for National Guard in Riyadh,1
5587,2019,From 20 to 29,Male,Pakistan,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
5588,2019,From 20 to 29,Female,Yemen,Dubai Health Authority,1
5590,2019,From 20 to 29,Male,Pakistan,International Medical Center,1
5591,2019,From 20 to 29,Male,Pakistan,Dr. Soliman Fakeeh Hospital,1
5592,2019,From 20 to 29,Male,Lebanon,Dr. Soliman Fakeeh Hospital,1
5593,2019,From 20 to 29,Male,India,Unknown,1
5597,2019,From 20 to 29,Male,Jordan,King Faisal Specialist Hospital & Research Centre,1
5598,2019,From 20 to 29,Male,Jordan,Dubai Health Authority,1
5599,2019,From 20 to 29,Male,Iraq,Unknown,1
5604,2019,From 30 to 39,Female,Eritrea,Ministry of Health,1
5605,2019,From 30 to 39,Female,Eritrea,Dubai Health Authority,1
5608,2019,From 30 to 39,Female,Egypt,King Abdulaziz University,1
5609,2019,From 30 to 39,Female,China,Ministry of Health,1
5610,2019,From 20 to 29,Female,Saudi Arabia,Qassim University,1
5611,2019,From 30 to 39,Female,Canada,Dubai Health Authority,1
5615,2019,From 30 to 39,Female,Bahrain,Ministry of Health,1
5617,2019,From 30 to 39,Female,Bahrain,Dubai Health Authority,1
5619,2019,From 30 to 39,Female,Immigrant Tribes,King Saud Medical City in Riyadh,1
5621,2019,From 30 to 39,Female,India,Ministry of Health,1
5624,2019,From 30 to 39,Female,Palestine,Dr. Soliman Fakeeh Hospital,1
5625,2019,From 30 to 39,Female,Pakistan,Unknown,1
5626,2019,From 30 to 39,Female,Pakistan,Private Sector,1
5627,2019,From 30 to 39,Female,Pakistan,Personal Contract,1
5628,2019,From 30 to 39,Female,Pakistan,Ministry of Health,1
5629,2019,From 30 to 39,Female,Lebanon,Private Sector,1
