,Academic_Year,City_Name_En,Current_Training_Center_Name_En,Current_Speciality_Name_En,Number_of_Trainees
12309,2022,Riyadh,Riyadh Second Health Cluster,Pediatric Endocrinology And Metabolism,3
12310,2016,Riyadh,Medical City of King Saud University in Riyadh,Ultrasound In Obstetrics & Gynecology,3
12313,2020,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Restorative Dentistry,3
12314,2019,Dammam,Security Forces Hospital in Dammam,Anesthesia,3
12316,2022,Taif,Armed Forces Hospital in Al-Hada in Taif,Diabetes​,3
12317,2019,Riyadh,Medical City of King Saud University in Riyadh,Pediatrics Infectious Diseases,3
12321,2020,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Endodontics,3
12324,2019,Dammam,King Fahd Specialist Hospital in Dammam,Pediatric Nephrology,3
12328,2016,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Cardiac Electrophysiology & Pacing,3
12329,2022,Tabuk,The program of the Ministry of Health in Tabuk,Saudi Postgraduate Diploma In Paediatrics,3
12330,2019,Riyadh,Medical City of King Saud University in Riyadh,Clinical Pharmacy - Cardiology,3
12331,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Adult Stem Cell Transplantation,3
12333,2022,Tabuk,The program of the Ministry of Health in Tabuk,Implant Dentistry,3
12336,2020,Jazan,General Directorate of Health Affairs in Jazan Region,Urology,3
12338,2016,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Orthopedic Surgery,3
12340,2020,Jazan,University Medical Center in Jazan University,Endodontics,3
12341,2019,Dammam,Security Forces Hospital in Dammam,Pediatrics,3
12343,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Cardiac Anesthesia,3
12344,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Clinical Pharmacy - Internal Medicine,3
12347,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Pediatric Nephrology,3
12349,2021,Riyadh,King Fahad Medical City in Riyadh,Blood Banking And Transfusion,3
12350,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Pediatric Dentistry,3
12351,2019,Dammam,King Fahd Specialist Hospital in Dammam,Adult Respiratory Medicine,3
12353,2019,Riyadh,Medical City of King Saud University in Riyadh,Otorhinolaryngology Head And Neck Surgery,3
12356,2022,Unknown - Saudi Arabia,The joint program in the Central and Eastern region,Adult Respiratory Medicine,3
12357,2022,Unknown - Saudi Arabia,The joint program in the Central and Eastern region,Pediatric Anesthesia,3
12359,2020,Jeddah,East Jeddah Hospital in Jeddah,Diagnostic Radiology,3
12361,2021,Riyadh,King Fahad Medical City in Riyadh,Adult Rheumatology,3
12362,2020,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,General Surgery,3
12368,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,General Medical Oncology,3
12369,2022,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Saudi Postgraduate Diploma In Paediatrics,3
12375,2019,Dammam,King Fahd Specialist Hospital in Dammam,Diagnostic Neuroradiology,3
12376,2019,Riyadh,Medical City of King Saud University in Riyadh,Oncology Nursing,3
12382,2020,Riyadh,King Fahad Medical City in Riyadh,Psychiatry,3
12383,2016,Riyadh,Medical City of King Saud University in Riyadh,Perinatal Neonatal Medicine,3
12384,2022,Madinah,King Fahd Hospital in Medina,Implant Dentistry,3
12386,2019,Hofuf,Eradah Mental Health Hospital in Hofuf,Psychiatry,3
12387,2022,Riyadh,Riyadh Second Health Cluster,Pediatrics Infectious Diseases,3
12389,2019,Hail,King Khalid Hospital in Hail,Saudi Postgraduate Diploma In Paediatrics,3
12391,2019,Hail,Dental Center in Hail,Endodontics,3
12393,2016,Riyadh,King Saud Medical City in Riyadh,Plastic Surgery,3
12398,2016,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Adult Psychosomatic Medicine,3
12399,2016,Riyadh,King Saud Medical City in Riyadh,Orthodontic and Dentofacial Orthopedics,3
12401,2022,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Epilepsy & Electroencephalography,3
12404,2020,Jeddah,"Joint training program in the Western Region, Jeddah",Adult Respiratory Medicine,3
12409,2022,Riyadh,Riyadh Second Health Cluster,Pediatric Gastroenterology And Nutrition,3
12413,2022,Riyadh,Riyadh Second Health Cluster,Pediatric Nephrology,3
12417,2022,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Interventional Neuro-Radiology,3
12418,2022,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Palliative Care Medicine,3
12419,2019,Dubai,Al Jalila Pediatric Hospital in Dubai,Child And Adolescent Psychiatry,3
12420,2019,Dhahran,King Fahd Military Medical Complex in Dhahran,Adults Endocrinology & Metabolism,3
12423,2022,Riyadh,Security Forces Hospital in Riyadh,Perinatal Neonatal Medicine,3
12425,2021,Riyadh,King Fahad Medical City in Riyadh,Pediatric Surgery,3
12426,2016,Riyadh,Medical City of King Saud University in Riyadh,Infertility-Andrology,3
12428,2016,Riyadh,Medical City of King Saud University in Riyadh,Diabetes​,3
12429,2019,Dhahran,King Fahd Military Medical Complex in Dhahran,Adult Critical Care Medicine,3
12431,2016,Riyadh,Medical City of King Saud University in Riyadh,Pediatrics Infectious Diseases,3
12432,2016,Riyadh,Medical City of King Saud University in Riyadh,Pediatrics Intensive Care,3
12435,2020,Khobar,King Fahd University Hospital in Khobar,Adult Infectious Diseases,3
12436,2022,Riyadh,Security Forces Hospital in Riyadh,Gastroenterology,3
12437,2020,Hofuf,Eradah Mental Health Hospital in Hofuf,Psychiatry,3
12438,2020,Hofuf,King Fahad Hospital in Hofuf,Emergency Nursing,3
12440,2021,Riyadh,King Fahad Medical City in Riyadh,Reproductive Medicine & Surgery,3
12441,2016,Riyadh,Medical City of King Saud University in Riyadh,Adult & Pediatric Orthopedic Spinal Surgery,3
12442,2021,Riyadh,King Fahad Medical City in Riyadh,Radiation Oncology,3
12443,2021,Riyadh,King Fahad Medical City in Riyadh,Psychiatry,3
12444,2021,Riyadh,King Fahad Medical City in Riyadh,Plastic Surgery,3
12445,2022,Riyadh,Security Forces Hospital in Riyadh,Adult Nephrology,3
12447,2019,Dhahran,King Fahd Military Medical Complex in Dhahran,Psychiatry,3
12451,2020,Jazan,General Directorate of Health Affairs in Jazan Region,Clinical Pharmacy,3
12452,2016,Riyadh,Medical City of King Saud University in Riyadh,Clinical Pharmacy - Critical Care,3
12453,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Body Imaging & Non-Vascular Intervention,3
12454,2020,Dammam,King Fahd Specialist Hospital in Dammam,Otorhinolaryngology Head And Neck Surgery,3
12460,2022,Jeddah,King Abdulaziz University Hospital in Jeddah,Perinatal Neonatal Medicine,3
12462,2020,Khobar,King Fahd University Hospital in Khobar,Psychiatry,3
12464,2019,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Cardiac Surgery,3
12465,2021,Riyadh,King Saud Medical City in Riyadh,Pediatric Dentistry,3
12466,2019,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Clinical Pharmacy,3
12468,2021,Riyadh,King Saud Medical City in Riyadh,Pediatric Hematology & Oncology,3
12470,2020,Jeddah,Specialized Dental Center in North Jeddah,Orthodontic and Dentofacial Orthopedics,3
12471,2021,Riyadh,King Saud Medical City in Riyadh,Pediatric Nephrology,3
12474,2019,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Emergency Medicine,3
12476,2019,Jeddah,Specialized Dental Center in North Jeddah,Restorative Dentistry,3
12480,2019,Jeddah,Specialized Dental Center in North Jeddah,Orthodontic and Dentofacial Orthopedics,3
12482,2021,Riyadh,King Saud Medical City in Riyadh,Periodontics,3
12485,2016,Madinah,King Fahd Hospital in Medina,Otorhinolaryngology Head And Neck Surgery,3
12486,2022,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Clinical Pharmacy - Cardiology,3
12487,2019,Jeddah,Vision College of Dentistry and Nursing Clinics in Jeddah,Orthodontic and Dentofacial Orthopedics,3
12488,2019,Riyadh,King Saud Medical City in Riyadh,Endodontics,3
12489,2019,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Adult Hematology,3
12492,2022,Riyadh,Prince Sultan Military Medical City in Riyadh,General Medical Oncology,3
12495,2016,Riyadh,Joint Training Program in the Central Region,Pediatrics Urology,3
12498,2021,Riyadh,King Saud Medical City in Riyadh,Adult Hematology,3
12500,2016,Riyadh,Joint Training Program in the Central Region,Adult Nephrology,3
12501,2022,Riyadh,Prince Sultan Military Medical City in Riyadh,Diagnostic Neuroradiology,3
12502,2019,Jeddah,King Fahd General Hospital in Jeddah,Orthodontic and Dentofacial Orthopedics,3
12504,2020,Dammam,Dammam Medical Complex,Pediatric Dentistry,3
12505,2021,Riyadh,King Saud Medical City in Riyadh,Clinical Neurosurgery,3
12506,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatric Nephrology,3
12509,2016,Madinah,King Fahd Hospital in Medina,Adults Endocrinology & Metabolism,3
12512,2020,Dammam,Dammam Medical Complex,Gastroenterology,3
12513,2019,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Adult Cardiology,3
12514,2016,Najran,General Directorate of Health Affairs in Najran Region,Internal Medicine,3
12516,2021,Riyadh,King Saud Medical City in Riyadh,Implant Dentistry,3
12517,2019,Riyadh,King Saud Medical City in Riyadh,General Medical Oncology,3
12520,2016,Madinah,King Fahd Hospital in Medina,Pediatric Dentistry,3
12522,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatric Rheumatology,3
12523,2016,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Pediatrics,3
12524,2019,Riyadh,King Salman bin Abdulaziz Hospital in Riyadh,Urology,3
12525,2019,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Anatomic Pathology,3
12526,2019,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Cardiac Anesthesia,3
12527,2022,Riyadh,Medical City of King Saud University in Riyadh,Pediatrics Intensive Care,3
12528,2021,Riyadh,Medical City of King Saud University in Riyadh,Adult Infectious Diseases,3
12529,2021,Riyadh,Medical City of King Saud University in Riyadh,Adult Psychosomatic Medicine,3
12530,2016,Makkah,King Abdulaziz Hospital in Mecca,Diagnostic Radiology,3
12532,2016,Makkah,Hera General Hospital in Mecca,Pediatrics,3
12533,2016,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Orthopedic Surgery,3
12534,2016,Makkah,Hera General Hospital in Mecca,Neurology,3
12535,2019,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Clinical Pharmacy - Infectious Diseases,3
12536,2016,Makkah,Hera General Hospital in Mecca,Dermatology,3
12537,2016,Makkah,Alnoor Specialist Hospital in Mecca,Vascular Surgery,3
12539,2019,Riyadh,King Saud Medical City in Riyadh,Clinical Neurosurgery,3
12540,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Diagnostic Neuroradiology,3
12544,2021,Riyadh,Medical City of King Saud University in Riyadh,Arthroscopy And Orthopedic Sport Injuries,3
12545,2021,Riyadh,Medical City of King Saud University in Riyadh,Body Imaging & Non-Vascular Intervention,3
12546,2016,Makkah,Alnoor Specialist Hospital in Mecca,Neurology,3
12549,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,General Medical Oncology,3
12552,2016,Makkah,Alnoor Specialist Hospital in Mecca,Adults Endocrinology & Metabolism,3
12554,2016,Makkah,King Abdullah Medical City in the Holy Capital,Adult Infectious Diseases,3
12555,2019,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,Adult Rheumatology,3
12557,2016,Makkah,King Abdullah Medical City in the Holy Capital,Cardiac Care Nursing,3
12558,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Pediatrics Infectious Diseases,3
12559,2016,Makkah,Security Forces Hospital in Mecca,Anesthesia,3
12560,2021,Riyadh,King Saud Medical City in Riyadh,Vascular Surgery,3
12563,2021,Riyadh,Medical City of King Saud University in Riyadh,Clinical Pharmacy - Internal Medicine,3
12564,2016,Makkah,Maternity and Children Hospital in Mecca,Pediatric Surgery,3
12565,2019,Jeddah,Specialized Dental Center in North Jeddah,Endodontics,3
12574,2022,Jeddah,King Abdulaziz University Hospital in Jeddah,Adult Rheumatology,3
12577,2020,Buraidah,Maternity and Pediatric Hospital in Buraidah,Neonatal Intensive Care Nursing,3
12579,2016,Makkah,King Abdullah Medical City in the Holy Capital,Interventional Neuro-Radiology,3
12580,2016,Madinah,Maternity and Children Hospital in Medina,Perinatal Neonatal Medicine,3
12582,2016,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,General Surgery,3
12583,2016,Madinah,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,Obstetrics & Gynecology,3
12589,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Emergency Medicine,3
12593,2020,Alqatif  ,AlQatif Central Hospital,Dermatology,3
12594,2019,Riyadh,King Saud Medical City in Riyadh,Pediatric Gastroenterology And Nutrition,3
12596,2021,Riyadh,King Khalid University Hospital in Riyadh,Adult Respiratory Medicine,3
12598,2016,Khobar,King Fahd University Hospital in Khobar,Pediatric Endocrinology And Metabolism,3
12601,2021,Riyadh,King Khalid University Hospital in Riyadh,Anatomic Pathology,3
12602,2019,Jeddah,King Abdulaziz University Hospital in Jeddah,Clinical Pharmacy,3
12603,2021,Riyadh,King Khalid University Hospital in Riyadh,Cardiac Surgery,3
12607,2020,Riyadh,King Abdulaziz University Hospital in Riyadh,Diabetes​,3
12608,2020,Dammam,King Fahd Specialist Hospital in Dammam,Adult Critical Care Medicine,3
12609,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Diagnostic Neuroradiology,3
12613,2021,Riyadh,King Khalid University Hospital in Riyadh,Emergency Nursing,3
12615,2020,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Orthopedic Surgery,3
12617,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Vascular Neurology (Stroke),3
12620,2020,Dammam,Dammam Regional Laboratory and Blood Bank,Anatomic Pathology,3
12627,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Women Imaging,3
12628,2016,Khobar,King Fahd University Hospital in Khobar,Diagnostic Radiology,3
12629,2021,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Women's Health,3
12636,2016,Riyadh,King Fahad Medical City in Riyadh,Adult Nephrology,3
12638,2016,Riyadh,King Fahad Medical City in Riyadh,Adult Interventional Cardiology,3
12639,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Ophthalmology,3
12642,2020,Dammam,King Fahd Specialist Hospital in Dammam,Emergency Medicine,3
12643,2016,Riyadh,King Fahad Medical City in Riyadh,Adult & Pediatric Orthopedic Spinal Surgery,3
12648,2019,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Obstetrics & Gynecology,3
12649,2019,Jeddah,King Abdulaziz University Hospital in Jeddah,Adult Hematology,3
12650,2020,Dammam,King Fahd Specialist Hospital in Dammam,Diagnostic Neuroradiology,3
12651,2021,Riyadh,King Khalid University Hospital in Riyadh,Adult Cardiology,3
12652,2019,Jeddah,King Abdulaziz University Hospital in Jeddah,Adult Rheumatology,3
12654,2020,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Family Medicine,3
12655,2022,Jeddah,King Abdulaziz University Hospital in Jeddah,Adult Cardiology,3
12657,2021,Riyadh,King Khalid University Hospital in Riyadh,Pediatrics Emergency Medicine,3
12660,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Maternal-Fetal Medicine,3
12661,2020,Jeddah,Specialized Dental Center in North Jeddah,Prosthodontics,3
12663,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Adult Interventional Cardiology,3
12666,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Oral And Maxillofacial Surgery,3
12668,2019,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Diagnostic Radiology,3
12669,2022,Jeddah,King Fahd General Hospital in Jeddah,Gastroenterology,3
12672,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Interventional Neuro-Radiology,3
12677,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Orthodontic and Dentofacial Orthopedics,3
12678,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Child And Adolescent Psychiatry,3
12680,2020,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Pain Medicine,3
12681,2019,Riyadh,King Saud Medical City in Riyadh,Neonatal Intensive Care Nursing,3
12682,2019,Jubail,Royal Commission Medical Center in Jubail,Diagnostic Radiology,3
12683,2016,Riyadh,JointProgram for Oral Maxillofacial Surgery - Riyadh,Oral And Maxillofacial Surgery,3
12685,2016,Riyadh,JointProgram for Ophthalmology - Central,Ophthalmology,3
12687,2021,Riyadh,King Khalid University Hospital in Riyadh,Otorhinolaryngology Head And Neck Surgery,3
12688,2022,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Endocrinology And Metabolism,3
12689,2022,Riyadh,Prince Sultan Military Medical City in Riyadh,Pediatrics Respiratory Medicine,3
12691,2019,Jeddah,King Abdulaziz University Hospital in Jeddah,Orthodontic and Dentofacial Orthopedics,3
12693,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Pediatric Surgery,3
12694,2020,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Obstetrics & Gynecology,3
12695,2020,Alrass,Al-Rass General Hospital,Adult Critical Care Nursing,3
12696,2019,Riyadh,King Saud Medical City in Riyadh,Orthodontic and Dentofacial Orthopedics,3
12703,2016,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Clinical Pharmacy - Solid Organ Transplant,3
